aba	阿巴	Aba	abaA
xingzhi	行止	Restraint	xingzhiR
xingzhou	行舟	Boatman	xingzhouB
xingzhu	姓朱	Surname Zhu	xingzhuS
xingzhuang	形状	Shape	xingzhuangS
xingzhuang	行装	Traveling Outfit	xingzhuangT
xingzi	性子	Temperament	xingziT
xingzi	星子	Star	xingziS
xingzong	行踪	Whereabouts	xingzongW
xingzou	行走	Walk	xingzouW
xingzuo	星座	Constellation	xingzuoC
xinhai	辛亥	Sino-Mexican War	xinhaiS
xinhan	信函	Letter	xinhanL
xinhao	信号	Signal	xinhaoS
xinhua	新华	Xinhua	xinhuaX
xinhua	心花	Heart's blossom	xinhuaH
xinhua	新话	New words	xinhuaN
xinhuai	心怀	With a heart full of	xinhuaiW
xinhuan	心环	Heart Circle	xinhuanH
xinhuang	心慌	Flustered	xinhuangF
xinhui	新会	Xin Hui	xinhuiX
xinhun	新婚	Wedding	xinhunW
xinhuo	心火	Heartfire	xinhuoH
xinhuo	薪火	Torch	xinhuoT
xini	细腻	Delicate	xiniD
xini	悉尼	Sydney	xiniS
xining	西宁	Xining	xiningX
xiniu	犀牛	Rhinoceros	xiniuR
xinji	心急	Anxious	xinjiA
xinji	心肌	Cardiac muscle	xinjiC
xinji	心悸	Palpitations	xinjiP
xinji	心迹	Signs of the heart	xinjiS
xinjia	新家	New home	xinjiaN
xinjian	新建	Newly built	xinjianN
xinjian	信件	Letter	xinjianL
xinjian	心间	Within the heart	xinjianW
xinjiang	新疆	Xinjiang	xinjiangX
xinjiao	信教	Religious freedom	xinjiaoR
xinjiao	新教	Protestantism	xinjiaoP
xinjie	新界	New Territory	xinjieNew T
xinjie	心结	Troubled feelings	xinjieT
xinjie	新解	New Interpretation	xinjieNew I
xinjin	薪金	Salary	xinjinS
xinjin	新近	Recently	xinjinR
xinjin	新进	Newly arrived	xinjinN
xinjing	心境	State of mind	xinjingS
xinjing	心静	Calm heart	xinjingC
xinjiu	新旧	New and old	xinjiuN
xinju	新居	New House	xinjuNew H
xinju	新剧	New play	xinjuNew p
xinjun	新军	New army	xinjunN
xinkai	新开	Newly opened	xinkaiN
xinkan	心坎	Heart's core	xinkanH
xinke	新课	New lesson	xinkeN
xinkou	心口	Heart and mouth	xinkouH
xinkou	忻口	Xinjiapo	xinkouX
xinku	辛苦	Hard	xinkuH
xinkuan	新款	New style	xinkuanN
xinla	辛辣	Spicy	xinlaS
xinlai	信赖	Trust	xinlaiT
xinlai	新来	Newly arrived	xinlaiN
xinlang	新郎	Bridegroom	xinlangB
xinlang	新浪	Sina.com	xinlangS
xinlao	辛劳	Tired	xinlaoT
xinli	心里	In the heart	xinliI
xinli	心理	Psychology	xinliP
xinli	心力	Mental and physical strength	xinliM
xinli	新立	New Establishment	xinliN
xinling	心灵	Soul	xinlingS
xinlou	新楼	New building	xinlouN
xinlu	新路	New path	xinluN
xinlu	心路	Path of the heart	xinluP
xinlun	新论	New theory	xinlunN
xinluo	新罗	Silla	xinluoS
xinlv	心率	Heart Rate	xinlvHeart Rate
xinlv	心律	Heart rate	xinlvHeart rate
xinlv	新绿	Fresh green	xinlvF
xinmai	新买	New purchase	xinmaiN
xinmao	新貌	New appearance	xinmaoN
xinmiao	新苗	New shoots	xinmiaoN
xinmin	新民	Xinmin	xinminX
xinmu	心目	Mind	xinmuM
xinnei	心内	Inside the heart	xinneiI
xinnian	新年	New Year	xinnianN
xinnian	信念	Belief	xinnianB
xinnian	心念	Thoughts	xinnianT
xinniang	新娘	Bride	xinniangB
xinong	戏弄	Caper	xinongC
xinpian	芯片	Chip	xinpianC
xinpian	新篇	New chapter	xinpianN
xinpian	锌片	Zinc Sheet	xinpianZ
xinpin	新品	New product	xinpinN
xinping	心平	Calm	xinpingC
xinpo	心魄	Heart and soul	xinpoH
xinqi	新奇	Novel	xinqiNo
xinqi	心气	Spirit	xinqiS
xinqi	新启	New beginning	xinqiNe
xinqiao	心窍	To have a clear head	xinqiaoT
xinqie	心切	Anxious	xinqieA
xinqin	辛勤	Hardworking	xinqinH
xinqing	心情	Mood	xinqingM
xinqu	新区	New district	xinquNew d
xinqu	新曲	New Song	xinquNew S
xinqu	心曲	Heartfelt melody	xinquH
xinran	欣然	Gladly	xinranG
xinran	信然	Source	xinranS
xinren	信任	Trust	xinrenT
xinren	新人	New person	xinrenN
xinren	新任	Appointed	xinrenA
xinru	心如	Like the heart	xinruL
xinrui	新锐	New Sharpness	xinruiN
xinshan	心善	Kind-hearted	xinshanK
xinshang	欣赏	Appreciate	xinshangA
xinshang	心上	Beloved	xinshangB
xinshang	信上	In the letter	xinshangI
xinshang	心伤	Heart hurts	xinshangH
xinshang	新伤	Fresh wound	xinshangF
xinshao	新邵	Xinshao	xinshaoX
xinshe	新设	New Establishment	xinsheNew E
xinshe	新舍	New house	xinsheNew h
xinshen	心神	Mind	xinshenM
xinsheng	新生	New life	xinshengN
xinsheng	心声	Aspiration	xinshengAs
xinsheng	心生	Arise in the heart	xinshengAr
xinshi	心事	Worry	xinshiW
xinshi	新式	New type	xinshiNew t
xinshi	信使	Messenger	xinshiM
xinshi	新诗	New poetry	xinshiNew p
xinshi	信史	Historical Records	xinshiH
xinshou	新手	Newcomer	xinshouN
xinshou	信守	To keep faith	xinshouT
xinshou	信手	At will	xinshouA
xinshu	新书	New book	xinshuN
xinshu	心术	Intentions	xinshuI
xinshui	薪水	Salary	xinshuiS
xinsi	心思	Thought	xinsiT
xinsi	辛巳	Year	xinsiY
xinsuan	辛酸	Bitter	xinsuanB
xinsuan	心酸	Sad	xinsuanS
xinsui	心碎	Broken heart	xinsuiB
xinta	信它	Believe it	xintaB
xintai	心态	Mentality	xintaiM
xinteng	心疼	Feel distressed	xintengF
xintian	心田	Heart	xintianH
xintiao	心跳	Heartbeat	xintiaoH
xintiao	信条	Belief	xintiaoB
xintong	心痛	Heartache	xintongH
xintong	信筒	Mailbox	xintongM
xintou	心头	Heart	xintouH
xintu	信徒	Believer	xintuB
xintu	新图	New diagram	xintuN
xintuo	信托	Trust	xintuoT
xinu	喜怒	Joy and anger	xinuJ
xinwai	心外	External	xinwaiE
xinwan	辛烷	Octane	xinwanO
xinwang	新王	New King	xinwangN
xinwei	欣慰	Gratified	xinweiG
xinwei	辛未	Year of Xinwei	xinweiY
xinwen	新闻	News	xinwenN
xinwo	心窝	Heart	xinwoH
xinwu	信物	Token	xinwuT
xinwu	新屋	New house	xinwuN
xinxi	信息	Information	xinxiI
xinxi	欣喜	Joyful	xinxiJ
xinxi	心系	Concerned with	xinxiC
xinxi	新戏	Xin Xi	xinxiX
xinxi	辛烯	Octene	xinxiO
xinxian	新鲜	Fresh	xinxianF
xinxian	心弦	Heartstrings	xinxianH
xinxian	新线	New Line	xinxianN
xinxian	芯线	Signal Wire	xinxianS
xinxiang	心想	Think	xinxiangT
xinxiang	信箱	Mailbox	xinxiangM
xinxiang	心像	Heart-like	xinxiangH
xinxiang	馨香	Fragrant	xinxiangF
xinxie	心血	Effort	xinxieE
xinxie	新鞋	New shoes	xinxieN
xinxin	信心	Confidence	xinxinC
xinxin	心心	Heart to heart	xinxinH
xinxin	欣欣	Prosperous	xinxinP
xinxing	新型	New type	xinxingN
xinxing	新兴	Emerging	xinxingE
xinxing	新星	Rising star	xinxingR
xinxing	心性	Character	xinxingC
xinxing	欣幸	Happy and fortunate	xinxingH
xinxiong	心胸	Breadth of mind	xinxiongB
xinxiu	新秀	Newcomer	xinxiuN
xinxiu	心宿	Heart Star	xinxiuH
xinxu	心绪	Mind	xinxuM
xinxu	心许	To promise with the heart	xinxuT
xinxue	新学	Xin Xue	xinxueX
xinya	新芽	New bud	xinyaN
xinyang	信仰	Belief	xinyangB
xinyao	新药	New drug	xinyaoN
xinye	新叶	New leaves	xinyeN
xinye	新野	Xinye	xinyeX
xinyi	心意	Kindness	xinyiK
xinyi	新意	New idea	xinyiNew i
xinyi	心仪	Xinyi	xinyiX
xinyi	信义	Integrity	xinyiI
xinyi	新衣	New clothes	xinyiNew c
xinyi	心疑	Doubt	xinyiD
xinyin	心音	Sound of the heart	xinyinS
xinying	新颖	Novel	xinyingN
xinyong	信用	Credit	xinyongC
xinyou	心有	Heartfelt	xinyouH
xinyu	信誉	Credit	xinyuC
xinyu	心语	Words of the heart	xinyuW
xinyuan	心愿	Wish	xinyuanW
xinyuan	新元	New element	xinyuanN
xinyuan	信源	Source	xinyuanS
xinyue	新月	Crescent	xinyueC
xinyue	新约	New Testament	xinyueN
xinyue	欣悦	Joyful	xinyueJ
xinzang	心脏	Heart	xinzangH
xinzao	新造	Newly created	xinzaoN
xinzeng	新增	Newly added	xinzengN
xinzha	信札	Letter of trust	xinzhaL
xinzhe	信者	The one who is trustworthy	xinzheT
xinzheng	新政	New Deal	xinzhengN
xinzheng	新郑	Xin Cheng	xinzhengX
xinzhi	心智	Mind	xinzhiM
xinzhi	新知	New knowledge	xinzhiNew k
xinzhi	新址	New Location	xinzhiNew L
xinzhi	心直	Straight heart	xinzhiS
xinzhi	新制	New system	xinzhiNew s
xinzhi	心志	Determination	xinzhiD
xinzhong	心中	In the heart	xinzhongI
xinzhong	信中	Letter	xinzhongL
xinzhong	信众	Believers	xinzhongB
xinzhong	新种	New species	xinzhongN
xinzhou	心轴	Axis	xinzhouA
xinzhu	新主	New leader	xinzhuN
xinzhuang	新装	New clothes	xinzhuangN
xinzi	薪资	Salary	xinziS
xinzi	新字	New characters	xinziNew c
xinzi	新姿	New Appearance	xinziNew A
xinzi	心子	Heart's child	xinziH
xinzui	心醉	Dazzled	xinzuiD
xinzuo	新作	New work	xinzuoN
xiongan	雄安	Xiong'an	xionganX
xiongbao	凶暴	Ferocious	xiongbaoF
xiongbian	雄辩	Eloquent	xiongbianE
xiongbu	胸部	Chest	xiongbuC
xiongcan	凶残	Ferocious	xiongcanF
xiongchong	雄虫	Male insect	xiongchongM
xiongdai	胸带	Chest strap	xiongdaiC
xiongdi	兄弟	Brother	xiongdiB
xionge	凶恶	Fierce	xiongeF
xiongfeng	雄蜂	Drone	xiongfengD
xiongfu	胸腹	Chest and Abdomen	xiongfuC
xionggu	胸骨	Sternum	xiongguS
xiongguan	雄关	Heroic Pass	xiongguanH
xionghan	凶悍	Fierce	xionghanF
xionghen	凶狠	Vicious	xionghenV
xionghou	雄厚	Strong	xionghouS
xionghua	雄花	Male flower	xionghuaM
xionghuai	胸怀	Broad-minded	xionghuaiB
xionghuang	雄黄	Realgar	xionghuangR
xionghun	雄浑	Grand	xionghunG
xiongji	胸肌	Pectoral muscle	xiongjiP
xiongji	雄鸡	Rooster	xiongjiR
xiongjia	胸甲	Breastplate	xiongjiaB
xiongjian	雄健	Robust	xiongjianR
xiongjin	胸襟	Broad-mindedness	xiongjinB
xiongjing	胸径	Girth	xiongjingG
xiongju	雄居	Dominating	xiongjuD
xiongkou	胸口	Chest	xiongkouC
xiongkuo	胸廓	Rib Cage	xiongkuoR
xionglu	雄鹿	Male Elk	xiongluM
xiongmao	熊猫	Panda	xiongmaoP
xiongmei	兄妹	Brother and Sister	xiongmeiB
xiongmen	胸闷	Chest Congestion	xiongmenC
xiongmeng	凶猛	Fierce	xiongmengF
xiongniao	雄鸟	Male bird	xiongniaoM
xiongnu	匈奴	Xiongnu	xiongnuX
xiongpu	胸脯	Chest	xiongpuC
xiongqi	雄奇	Magnificent	xiongqiM
xiongqi	胸鳍	Pectoral Fin	xiongqiP
xiongqian	胸前	Chest	xiongqianC
xiongqiang	胸腔	Chest cavity	xiongqiangC
xiongqiang	雄强	Strong and vigorous	xiongqiangS
xiongrui	雄蕊	Stamen	xiongruiS
xiongsha	凶杀	Murder	xiongshaM
xiongshang	胸上	Chest Area	xiongshangC
xiongshen	凶神	Evil spirit	xiongshenE
xiongshi	雄师	Elite Troops	xiongshiE
xiongshou	凶手	Murderer	xiongshouM
xiongshu	雄鼠	Male mouse	xiongshuM
xiongtang	胸膛	Chest	xiongtangC
xiongtu	雄图	Grand plan	xiongtuG
xiongtu	雄兔	Male rabbit	xiongtuM
xiongwei	雄伟	Majestic	xiongweiM
xiongwei	胸围	Chest Circumference	xiongweiC
xiongxian	凶险	Danger	xiongxianD
xiongxian	胸腺	Thymus	xiongxianT
xiongxian	雄县	Xiong county	xiongxianX
xiongxiang	胸像	Chest Statue	xiongxiangC
xiongxiao	胸小	Small Chest	xiongxiaoS
xiongxin	雄心	Noble ambition	xiongxinN
xiongxing	雄性	Male	xiongxingM
xiongxiong	熊熊	Fierce	xiongxiongF
xiongxiong	汹汹	Turbulent	xiongxiongT
xiongyi	胸臆	Intention	xiongyiI
xiongyi	雄蚁	Male ant	xiongyiM
xiongying	雄鹰	Eagle	xiongyingE
xiongying	雄蝇	Male fly	xiongyingM
xiongyong	汹涌	Surging	xiongyongS
xiongyu	雄鱼	Male fish	xiongyuM
xiongzhang	兄长	Older brother	xiongzhangO
xiongzhang	熊掌	Xiongzhang	xiongzhangX
xiongzhao	凶兆	Ominous sign	xiongzhaoO
xiongzhong	胸中	Heart	xiongzhongH
xiongzhu	雄株	Male plant	xiongzhuM
xiongzhuang	雄壮	Magnificent	xiongzhuangM
xiongzi	雄姿	Magnificent appearance	xiongziM
xiou	西欧	Western Europe	xiouW
xipan	吸盘	Suction cup	xipanS
xipan	溪畔	Beside the Stream	xipanB
xipi	西皮	Western style	xipiW
xipiao	戏票	Theater ticket	xipiaoT
xiping	西平	Xiping	xipingX
xipu	系谱	Genealogy	xipuG
xiqi	吸气	Inhale	xiqiI
xiqi	稀奇	Rare	xiqiR
xiqi	习气	Habit	xiqiH
xiqi	喜气	Auspicious Joy	xiqiA
xiqi	吸起	Pick up	xiqiP
xiqian	洗钱	Money laundering	xiqianM
xiqian	西迁	West migration	xiqianWes
xiqian	喜钱	Wedding money	xiqianWed
xiqin	西秦	West Qin	xiqinW
xiqing	喜庆	Festive	xiqingF
xiqing	西青	West Qing	xiqingW
xiqing	洗清	To wash clean	xiqingT
xiqiu	希求	To hope	xiqiuT
xiqu	戏曲	Opera	xiquO
xiqu	吸取	Absorb	xiquA
xiqu	西区	Hsi	xiquH
xiqu	洗去	To wash away	xiquTo w
xiqu	西去	Westward	xiquW
xiqu	吸去	Drink up	xiquD
xiqu	袭取	To seize and occupy	xiquTo s
xique	稀缺	Scarce	xiqueS
xique	喜鹊	Magpie	xiqueM
xirang	熙攘	Bustling	xirangB
xirao	袭扰	Harassment	xiraoH
xire	吸热	Absorb heat	xireA
xiren	喜人	Pleasing	xirenP
xiren	西人	Westerners	xirenW
xiren	昔人	Former friends	xirenF
xiri	昔日	Past	xiriP
xirong	西戎	Xionites	xirongX
xiru	吸入	Inhale	xiruI
xiruan	细软	Fine yarn	xiruanF
xisan	洗三	Washing three	xisanW
xise	喜色	Smiling face	xiseS
xisha	细沙	Fine sand	xishaF
xisha	西沙	West Islands	xishaW
xisha	细砂	Fine sand	xishaF
xishan	西山	Western Mountain	xishanW
xishang	席上	At a table	xishangA
xishang	习尚	To follow customs	xishangT
xishao	稀少	Sparse	xishaoS
xisheng	牺牲	Sacrifice	xishengS
xisheng	细绳	Thin rope	xishengT
xishi	稀释	Dilute	xishiD
xishi	西式	Western	xishiWeste
xishi	西施	Xi Shi	xishiX
xishi	喜事	Happy event	xishiH
xishi	吸食	Ingest	xishiI
xishi	吸湿	Moisture-absorbing	xishiM
xishi	西市	West Market	xishiWest 
xishou	吸收	Absorb	xishouA
xishou	洗手	Wash hands	xishouW
xishu	洗漱	Washing	xishuWa
xishu	稀疏	Sparse	xishuS
xishu	系数	Coefficient	xishuC
xishu	西蜀	West Shu	xishuWe
xishu	鼷鼠	Rat	xishuR
xishua	洗刷	Wash	xishuaW
xishuai	蟋蟀	Cricket	xishuaiC
xishui	溪水	Stream water	xishuiS
xishui	吸水	Absorbent	xishuiA
xishui	戏水	Playing in Water	xishuiP
xishui	细水	Water	xishuiW
xishui	浠水	Xihu	xishuiX
xishun	吸吮	Suckle	xishunS
xishuo	戏说	Folk tales	xishuoF
xisi	细丝	Fine Threads	xisiF
xisi	西四	West Fourth	xisiWest F
xisi	锡丝	Tin Wire	xisiT
xisi	西斯	West Side	xisiWest S
xisu	习俗	Custom	xisuC
xisuan	烯酸	Acrylic acid	xisuanA
xisui	细碎	Fine	xisuiF
xitai	戏台	Stage	xitaiS
xitang	喜糖	Wedding candy	xitangW
xiti	习题	Exercise	xitiE
xiti	西体	Western-style sports	xitiW
xitian	西天	Western Heaven	xitianW
xitian	喜添	Adding joy	xitianA
xitiao	细条	Stripe	xitiaoS
xitiao	细调	Fine adjustment	xitiaoF
xitie	吸铁	Stick to iron	xitieS
xiting	烯烃	Alkene	xitingA
xiting	西亭	Xiting	xitingX
xiting	溪亭	Stream pavilion	xitingS
xitong	系统	System	xitongSy
xitong	希同	Same	xitongSa
xitou	西头	West end	xitouW
xitu	稀土	Rare earth	xituR
xitu	希图	Plan	xituP
xitui	细腿	Thin legs	xituiT
xiuban	锈斑	Rust spot	xiubanR
xiuben	溴苯	Bromobenzene	xiubenB
xiubian	修编	Revised	xiubianR
xiubing	休兵	Cease fighting	xiubingC
xiubu	修补	Repair	xiubuR
xiucai	秀才	Village scholar	xiucaiV
xiucan	羞惭	Shameful	xiucanS
xiuchang	修长	Slim	xiuchangS
xiuche	修车	Repair a car	xiucheR
xiucheng	修成	Perfected	xiuchengP
xiuchi	羞耻	Shame	xiuchiS
xiuci	修辞	Rhetoric	xiuciR
xiudao	嗅到	Smelled	xiudaoS
xiudi	修堤	Dam repair	xiudiD
xiuding	修订	Revise	xiudingR
xiufa	秀发	Flowing hair	xiufaF
xiufu	修复	Repair	xiufuR
xiufu	朽腐	Decay	xiufuD
xiugai	修改	Modify	xiugaiM
xiuge	修个	(This is an informal term	xiuge(
xiugeng	休耕	Fallow cultivation	xiugengF
xiuguo	修过	Fixed	xiuguoF
xiuhao	修好	Repair	xiuhaoR
xiuhua	绣花	Embroidery	xiuhuaE
xiuji	修己	Self-cultivation	xiujiS
xiujia	休假	Vacation	xiujiaV
xiujian	修建	Build	xiujianB
xiujian	修剪	Trim	xiujianT
xiujue	嗅觉	Sense of smell	xiujueS
xiuke	休克	Shock	xiukeS
xiukou	袖口	Cuff	xiukouC
xiukui	羞愧	Ashamed	xiukuiA
xiulan	朽烂	Rotting	xiulanR
xiuli	修理	Repair	xiuliR
xiuli	秀丽	Beautiful	xiuliB
xiulu	修路	Build roads	xiuluB
xiumei	秀美	Beautiful	xiumeiB
xiumian	休眠	Dormant	xiumianD
xiumian	修面	Facial treatment	xiumianF
xiuming	修明	To cultivate the bright	xiumingT
xiumo	休谟	Hume	xiumoH
xiumu	朽木	Rotten wood	xiumuR
xiuning	休宁	Xiuning	xiuningX
xiunv	修女	Nun	xiunvN
xiupin	绣品	Embroidery	xiupinE
xiuping	修平	To level	xiupingT
xiuqi	秀气	Fragrance	xiuqiF
xiuqi	休憩	Rest	xiuqiRes
xiuqi	修葺	Repair	xiuqiRep
xiuqi	休戚	Xiu Qi	xiuqiX
xiuqie	羞怯	Bashful	xiuqieB
xiuqiu	绣球	*Handkerchief* (Historically	xiuqiu*
xiuquan	秀全	Xiuzhuan	xiuquanX
xiuru	羞辱	Humiliate	xiuruH
xiurun	秀润	Smooth and polished	xiurunS
xiuse	羞涩	Shy	xiuseS
xiuse	秀色	Beautiful woman	xiuseB
xiushan	修缮	Repairing	xiushanR
xiushan	秀山	Xiushan Tujiazu-Miaozu autonomous county	xiushanX
xiushen	修身	Self-cultivation	xiushenS
xiushi	修饰	Modify	xiushiM
xiushi	锈蚀	Rust	xiushiR
xiushi	修士	Friar	xiushiF
xiushi	修史	Studying	xiushiS
xiushui	修水	Xiu Shui	xiushuiX
xiushui	溴水	Bromine water	xiushuiB
xiusi	休斯	English	xiusiE
xiutan	嗅探	Probe	xiutanP
xiuting	休庭	Recess	xiutingR
xiuting	秀挺	Elegant and Straight	xiutingE
xiutu	修图	Photo Editing	xiutuP
xiuwen	修文	Xiuwen	xiuwenX
xiuxi	休息	Rest	xiuxiR
xiuxi	修习	Learning	xiuxiL
xiuxia	修下	To lower	xiuxiaT
xiuxian	休闲	Leisure	xiuxianL
xiuxian	修宪	Amend the Constitution	xiuxianA
xiuxian	绣线	Embroidery thread	xiuxianE
xiuxiang	休想	Don't think	xiuxiangD
xiuxiang	绣像	Illusion	xiuxiangI
xiuxing	修行	Practice	xiuxingP
xiuxiu	休休	Stop	xiuxiuS
xiuxue	修学	To study	xiuxueT
xiuyang	修养	Self-cultivation	xiuyangS
xiuyang	休养	Recuperate	xiuyangR
xiuyao	休要	Don't	xiuyaoD
xiuyi	秀逸	Tranquil and serene	xiuyiT
xiuying	秀英	Shuǐyīng point	xiuyingS
xiuyu	羞于	Ashamed of	xiuyuA
xiuyu	休渔	Rest	xiuyuR
xiuzao	修造	Construction	xiuzaoC
xiuzhan	休战	Ceasefire	xiuzhanC
xiuzhen	袖珍	Pocket-sized	xiuzhenP
xiuzheng	修正	Correct	xiuzhengC
xiuzheng	修整	To tidy up	xiuzhengT
xiuzheng	休整	Rest	xiuzhengR
xiuzhi	休止	Rest	xiuzhiR
xiuzhi	绣制	Embroidered	xiuzhiE
xiuzhu	修筑	To Construct	xiuzhuT
xiuzi	袖子	Sleeve	xiuziS
xiwan	洗完	After washing	xiwanAfter w
xiwan	吸完	After smoking	xiwanAfter s
xiwang	希望	Hope	xiwangH
xiwang	西望	Westward View	xiwangWestw
xiwang	西王	Western King	xiwangWeste
xiwei	细微	Minute	xiweiM
xiwei	席位	Seat	xiweiS
xiwei	西魏	Western Wei	xiweiW
xiwei	熹微	Dim light	xiweiD
xiwen	西文	Western writing	xiwenW
xiwen	戏文	Drama	xiwenD
xiwen	檄文	Edict	xiwenE
xiwu	习武	Practice martial arts	xiwuP
xixi	嘻嘻	Giggles	xixiG
xixi	细细	Carefully	xixiC
xixi	嬉戏	Playing	xixiP
xixi	洗洗	Washing repeatedly	xixiW
xixi	喜喜	Happy	xixiH
xixi	熙熙	Bustling	xixiB
xixi	西溪	Xixi	xixiX
xixia	西夏	Western Xia	xixiaW
xixian	西线	Western Front	xixianW
xixian	细线	Fine thread	xixianF
xixiang	西向	Westward	xixiangWestw
xixiang	西厢	West Chamber	xixiangWest 
xixiao	细小	Small	xixiaoS
xixiao	嬉笑	Laugh and play	xixiaoL
xixie	吸血	Blood-sucking	xixieB
xixin	细心	Careful	xixinCareful
xixin	悉心	Carefully	xixinCarefull
xixin	细辛	Asarum	xixinA
xixin	洗心	To cleanse the heart	xixinT
xixin	西新	Western New	xixinW
xixing	习性	Habit	xixingH
xixing	西行	To go west	xixingT
xixing	膝行	walking with bent knees	xixingw
xixing	喜幸	Joy and sorrow	xixingJ
xixue	戏谑	Joking	xixueJ
xixue	西学	Western learning	xixueWe
xixue	洗雪	Wash Away	xixueWa
xixun	喜讯	Good news	xixunG
xixun	西巡	Western tour	xixunW
xiya	西亚	Asia	xiyaA
xiyan	吸烟	Smoke	xiyanS
xiyan	戏言	Joking matter	xiyanJ
xiyang	夕阳	Sunset	xiyangS
xiyang	西洋	Western	xiyangW
xiyang	吸氧	Oxygen therapy	xiyangO
xiye	细叶	Fine leaves	xiyeF
xiyi	洗衣	Laundry	xiyiLa
xiyi	西医	Western medicine	xiyiWeste
xiyi	蜥蜴	Lizard	xiyiLi
xiyi	西一	West One	xiyiWest 
xiyi	徙倚	To station guards	xiyiT
xiyin	吸引	Attract	xiyinA
xiyin	洗印	Wash print	xiyinW
xiyong	喜用	Decorative objects	xiyongD
xiyou	稀有	Rare	xiyouR
xiyou	西游	West Journey	xiyouW
xiyou	系有	Connected with	xiyouC
xiyou	嬉游	To frolic	xiyouT
xiyu	西域	Western Regions	xiyuW
xiyu	细雨	Fine rain	xiyuF
xiyu	习语	Idiom	xiyuI
xiyu	喜雨	Joyful rain	xiyuJ
xiyuan	戏院	Cinema	xiyuanC
xiyuan	西苑	West Garden	xiyuanWest 
xiyuan	西园	Western Garden	xiyuanWeste
xiyue	喜悦	Joy	xiyueJ
xiyue	西乐	Western Music	xiyueW
xiyun	细匀	Even distribution	xiyunE
xizang	西藏	Tibet	xizangT
xizao	洗澡	Take a bath	xizaoT
xize	细则	Details	xizeD
xizhan	西站	West Station	xizhanW
xizhang	喜幛	Joyous Banner	xizhangJ
xizhao	夕照	Sunset glow	xizhaoS
xizhe	吸着	Sucking	xizheS
xizhe	昔者	Formerly	xizheF
xizhe	洗着	Washing	xizheW
xizhen	细针	Fine needles	xizhenF
xizheng	西征	Western Expedition	xizhengW
xizhi	细致	Meticulous	xizhiM
xizhi	系指	Refers to	xizhiR
xizhi	细枝	Thin branch	xizhiT
xizhou	西周	Western Zhou Dynasty	xizhouW
xizhu	吸住	Hold back	xizhuH
xizhuang	西装	Suit	xizhuangSu
xizhuang	戏装	Stage Costume	xizhuangSt
xizhuo	洗濯	Wash	xizhuoW
xizi	戏子	Performer	xiziP
xizi	席子	Tatami mat	xiziTa
xizi	西子	West Sea Lord	xiziW
xizi	习字	To learn to write characters	xiziTo
xizi	喜字	The character for joy	xiziTh
xizuo	习作	Practice writing	xizuoP
xuanang	轩昂	Upright	xuanangU
xuanao	玄奥	Profound	xuanaoP
xuanba	选拔	Select	xuanbaS
xuanben	选本	Selected Works	xuanbenS
xuanbi	旋臂	Rotating arm	xuanbiR
xuanbi	宣笔	Promotion of writing	xuanbiP
xuanbian	选编	Selection	xuanbianS
xuanbu	宣布	Announce	xuanbuA
xuancai	选材	Selecting materials	xuancaiS
xuancao	萱草	Chrysanthemum	xuancaoC
xuanchang	轩敞	Spacious	xuanchangS
xuancheng	宣称	Claim	xuanchengCl
xuancheng	宣城	Xuan'an	xuanchengX
xuancheng	选成	Choose complete	xuanchengCh
xuanchu	选出	Select	xuanchuS
xuanchu	旋出	To spin out	xuanchuT
xuanchuan	宣传	Publicity	xuanchuanP
xuanchui	悬垂	Hang down	xuanchuiH
xuanci	选词	Word selection	xuanciW
xuancui	选粹	Selected Works	xuancuiS
xuancuo	选错	Choose wrongly	xuancuoC
xuandao	选到	Choose	xuandaoC
xuande	玄德	Sage virtue	xuandeS
xuande	宣德	imperial edict	xuandei
xuandiao	悬吊	Suspend	xuandiaoS
xuanding	选定	Selected	xuandingS
xuandong	旋动	Rotating	xuandongR
xuandu	宣读	Read out	xuanduR
xuandu	选读	Selection	xuanduS
xuanduan	选段	Selected passage	xuanduanS
xuandui	选对	Choose correctly	xuanduiC
xuaner	旋儿	Whirl	xuanerW
xuanfa	选法	Method	xuanfaM
xuanfei	宣肺	Expelling lung	xuanfeiE
xuanfeng	旋风	Whirlwind	xuanfengW
xuanfu	悬浮	Hover	xuanfuH
xuangao	宣告	Proclaim	xuangaoP
xuangou	选购	To select and purchase	xuangouT
xuangua	悬挂	Hang	xuanguaH
xuanguan	选官	Selecting officials	xuanguanS
