生产储备	shengchanchubei
寻找投资项目	xunzhaotouzixiangmu
雅克康思托期权	yakekangsituoqiquan
牙买加协定	yamaijiaxieding
亚洲开发银行	yazhoukaifayinhang
亚洲美元市场	yazhoumeiyuanshichang
亚洲商业银行	yazhoushangyeyinhang
研究后确定	yanjiuhouqueding
延期付款票据	yanqifukuanpiaoju
延期付款养老金	yanqifukuanyanglaojin
延期交割合同	yanqijiaogehetong
延期交割销售	yanqijiaogexiaoshou
延伸看跌期权	yanshenkandieqiquan
衍生产品业务	yanshengchanpinyewu
衍生品交易	yanshengpinjiaoyi
衍生中期债券	yanshengzhongqizhaiquan
央行备付金	yanghangbeifujin
养老保险基金	yanglaobaoxianjijin
养老保险金	yanglaobaoxianjin
要有选择性	yaoyouxuanzexing
业绩预增公告	yejiyuzenggonggao
业务创新能力	yewuchuangxinnengli
业务合作关系	yewuhezuoguanxi
业务及资产	yewujizichan
业务流水号	yewuliushuihao
业务申请书	yewushenqingshu
业务咨询服务	yewuzixunfuwu
业余投资者	yeyutouzizhe
一般不会出现	yibanbuhuichuxian
一般长期债券	yibanchangqizhaiquan
一般法人股	yibanfarengu
一般留置权	yibanliuzhiquan
一般信用证	yibanxinyongzheng
一般意味着	yibanyiweizhe
遗产处理书	yichanchulishu
遗产税文书	yichanshuiwenshu
已偿还债务	yichanghuanzhaiwu
异常资金流入	yichangzijinliuru
一次付清债券	yicifuqingzhaiquan
一次性补偿	yicixingbuchang
一次性贷款	yicixingdaikuan
一次性付款	yicixingfukuan
一次性付清	yicixingfuqing
一次性告知书	yicixinggaozhishu
一次性奖金	yicixingjiangjin
一次性奖励	yicixingjiangli
一次性缴纳	yicixingjiaona
一次性赔偿	yicixingpeichang
一次性收取	yicixingshouqu
一次性投入	yicixingtouru
一次性指令	yicixingzhiling
一次性准备	yicixingzhunbei
意大利罗马银行	yidaliluomayinhang
意大利商业银行	yidalishangyeyinhang
意大利信贷银行	yidalixindaiyinhang
意大利银行	yidaliyinhang
已登记的持有人	yidengjidechiyouren
以底价执行	yidijiazhixing
已发生亏损	yifashengkuisun
已发行证券	yifaxingzhengquan
易方达基金	yifangdajijin
易方达基金管理有限公司	yifangdajijinguanliyouxiangongsi
以港元计算	yigangyuanjisuan
一个百分点	yigebaifendian
一个月时间	yigeyueshijian
易汇资讯网	yihuizixunwang
易基策略成长	yijiceluechengzhang
易基策略二号	yijicelueerhao
易基积极成长	yijijijichengzhang
易基价值成长	yijijiazhichengzhang
易基价值精选	yijijiazhijingxuan
一级交易市场	yijijiaoyishichang
易基月月收益	yijiyueyueshouyi|yijiyueyueshoua
已缴税证明书	yijiaoshuizhengmingshu
已结清账户	yijieqingzhanghu
已经不存在	yijingbucunzai
已经呈现出	yijingchengxianchu
已经出现拐点	yijingchuxianguaidian
已经非常大	yijingfeichangda
已经非常低	yijingfeichangdi
已经非常多	yijingfeichangduo
已经非常高	yijingfeichanggao
已经非常快	yijingfeichangkuai
已经非常强	yijingfeichangqiang
一揽子抵押	yilanzidiya
一篮子货币	yilanzihuobi
一揽子交易	yilanzijiaoyi
一揽子证券	yilanzizhengquan
一揽子忠诚保证	yilanzizhongchengbaozheng
一路震荡下行	yiluzhendangxiaxing
易迈管理学习网	yimaiguanlixuexiwang
以美元计算	yimeiyuanjisuan
亿美元左右	yimeiyuanzuoyou
益民创新优势	yiminchuangxinyoushi
益民红利成长	yiminhonglichengzhang
益民基金管理有限公司	yiminjijinguanliyouxiangongsi
一年期存款	yinianqicunkuan
一年期贷款	yinianqidaikuan
以欧元计算	yiouyuanjisuan
以票面值赎回	yipiaomianzhishuhui
一起发财网	yiqifacaiwang
以人民币计算	yirenminbijisuan
以日元计算	yiriyuanjisuan
以市值为主	yishizhiweizhu
以书面或电子邮件的形式	yishumianhuodianziyoujiandexingshi
艺术品投资	yishupintouzi
艺术中国网	yishuzhongguowang
伊斯兰银行	yisilanyinhang
以特定价格	yitedingjiage
一条大阳线	yitiaodayangxian
一条大阴线	yitiaodayinxian
已销货物成本	yixiaohuowuchengben
以新还旧债券	yixinhaijiuzhaiquan
已预计风险	yiyujifengxian
医院收益债	yiyuanshouyizhai
已运用资本	yiyunyongziben
依照现行规定	yizhaoxianxingguiding
一直维持在	yizhiweichizai
一致性原则	yizhixingyuanze
一种法国证券	yizhongfaguozhengquan
以最好价卖出	yizuihaojiamaichu
银富理财网	yinfulicaiwang
隐含波动率	yinhanbodonglv
银行保险基金	yinhangbaoxianjijin
银行承担风险	yinhangchengdanfengxian
银行承兑汇票	yinhangchengduihuipiao
银行持股公司	yinhangchigugongsi
银行持有股份	yinhangchiyougufen
银行存款利率	yinhangcunkuanlilv
银行代扣协议	yinhangdaikouxieyi
银行贷款利率	yinhangdaikuanlilv
银行担保书	yinhangdanbaoshu
银行担保债券基金	yinhangdanbaozhaiquanjijin
银行定期贷款	yinhangdingqidaikuan
银行黑名单	yinhangheimingdan
银行机构数	yinhangjigoushu
银行间市场	yinhangjianshichang
银行间网络	yinhangjianwangluo
银行间债券市场	yinhangjianzhaiquanshichang
银行卡诈骗	yinhangkazhapian
银行卡资金	yinhangkazijin
银行可投资证券	yinhangketouzizhengquan
银行控股公司	yinhangkonggugongsi
银行理财产品	yinhanglicaichanpin
银行内汇款	yinhangneihuikuan
银行同业拆借利率	yinhangtongyechaijielilv
银行辛迪加	yinhangxindijia
银行信托部	yinhangxintuobu
银行信用额度	yinhangxinyongedu
银行业金融机构	yinhangyejinrongjigou
银行资金融通	yinhangzijinrongtong
银河基金管理有限公司	yinhejijinguanliyouxiangongsi
银河银信添利	yinheyinxintianli
银河之星证券	yinhezhixingzhengquan
银华保本增值	yinhuabaobenzengzhi
银华道琼斯	yinhuadaoqiongsi
银华基金管理有限公司	yinhuajijinguanliyouxiangongsi
印花税上调	yinhuashuishangtiao
银华优势企业	yinhuayoushiqiye
银华优选股票	yinhuayouxuangupiao
银华优质增长	yinhuayouzhizengzhang
银泰理财分红	yintailicaifenhong
因消息预期造成的市场波动	yinxiaoxiyuqizaochengdeshichangbodong
因意外事故	yinyiwaishigu
引诱和转移	yinyouhezhuanyi
英镑可转让增息政府证券	yingbangkezhuanrangzengxizhengfuzhengquan
英格兰银行	yinggelanyinhang
英国金融时报	yingguojinrongshibao
盈亏平衡点	yingkuipinghengdian
盈利增长率	yinglizengzhanglv
应区别对待	yingqubieduidai
应收账款比例	yingshouzhangkuanbili
应税赠予财产	yingshuizengyucaichan
影响经济发展	yingxiangjingjifazhan
勇华股票投资	yonghuagupiaotouzi
勇华股票投资网	yonghuagupiaotouziwang
佣金经纪人	yongjinjingjiren
友邦华泰基金管理有限公司	youbanghuataijijinguanliyouxiangongsi
有保护证券	youbaohuzhengquan
有补涨要求	youbuzhangyaoqiu
有待批准合同	youdaipizhunhetong
有担保收入合同	youdanbaoshouruhetong
有担保信托票据	youdanbaoxintuopiaoju
有担保信托债券	youdanbaoxintuozhaiquan
有抵补的期权卖方	youdibudeqiquanmaifang
有抵补的远期销售	youdibudeyuanqixiaoshou
有多少资产	youduoshaozichan
由股市退出	yougushituichu
有关负责人	youguanfuzeren
有关责任人员	youguanzerenrenyuan
有合作前途	youhezuoqiantu
优惠付款条件	youhuifukuantiaojian
游击队承销团	youjiduichengxiaotuan
有机会赢取	youjihuiyingqu
有价证券行市	youjiazhengquanhangshi
有价证券实物	youjiazhengquanshiwu
有价证券资产组合	youjiazhengquanzichanzuhe
有经验的投机者	youjingyandetoujizhe
有可能放大	youkenengfangda
有可能获得	youkenenghuode
优利理财网	youlilicaiwang
有利于推动	youliyutuidong
有清楚认识	youqingchurenshi
有色金属板块	yousejinshubankuai
有条件承兑	youtiaojianchengdui
有条件审核通过	youtiaojianshenhetongguo
有望走出快速拉升	youwangzouchukuaisulasheng
优先认购权	youxianrengouquan
优先认股权	youxianrenguquan
有限制股票	youxianzhigupiao
有效兑付期	youxiaoduifuqi
有效杠杆比率	youxiaogangganbilv
有效入场券	youxiaoruchangquan
有效市场假说	youxiaoshichangjiashuo
由银行承担	youyinhangchengdan
有增长潜力	youzengzhangqianli
邮政储蓄银行	youzhengchuxuyinhang
有指导的不动产抵押投资	youzhidaodebudongchandiyatouzi
预定发行总额	yudingfaxingzonge
预定现金流	yudingxianjinliu
余额结算命令	yuejiesuanmingling
与货币相关	yuhuobixiangguan
预计控制期间	yujikongzhiqijian
预计年销售额	yujinianxiaoshoue
与买方订立	yumaifangdingli
与卖方订立	yumaifangdingli
逾期未缴销	yuqiweijiaoxiao
预算完成情况	yusuanwanchengqingkuang
与原件一致	yuyuanjianyizhi
远东经济评论	yuandongjingjipinglun
员工持股计划	yuangongchigujihua
员工退休收入保证法令	yuangongtuixiushourubaozhengfaling
员工支出账户	yuangongzhichuzhanghu
原控股股东	yuankonggugudong
原始积累阶段	yuanshijileijieduan
越来越没底	yuelaiyuemeidi
允许折旧额	yunxuzhejiue
再创历史新高	zaichuanglishixingao
再融资方案	zairongzifangan
再融资计划	zairongzijihua
再投资收益率	zaitouzishouyilv
暂停和结束委托	zantinghejieshuweituo
暂以观望为宜	zanyiguanwangweiyi
早期所有权抵押贷款	zaoqisuoyouquandiyadaikuan
增加营业额	zengjiayingyee
增量资金成本	zengliangzijinchengben
增强竞争力	zengqiangjingzhengli
增长和收入	zengzhangheshouru
增长权益住房抵押贷款	zengzhangquanyizhufangdiyadaikuan
增值税发票	zengzhishuifapiao
增值税纳税人	zengzhishuinashuiren
增值税普通发票	zengzhishuiputongfapiao
窄幅震荡整理	zhaifuzhendangzhengli
债券持有人	zhaiquanchiyouren
债券等值收益率	zhaiquandengzhishouyilv
债券购买者	zhaiquangoumaizhe
债券购买者指数	zhaiquangoumaizhezhishu
债券货币化	zhaiquanhuobihua
债券利息避税	zhaiquanlixibishui
债券买入期权	zhaiquanmairuqiquan
债券权益互换	zhaiquanquanyihuhuan
债权人委员会	zhaiquanrenweiyuanhui
债券授权书	zhaiquanshouquanshu
债券投资品种	zhaiquantouzipinzhong
债券型投资组合	zhaiquanxingtouzizuhe
债务权益比率	zhaiwuquanyibilv
债务权益互换	zhaiwuquanyihuhuan
占净值比例	zhanjingzhibili
战略和规划	zhanlueheguihua
战略投资者	zhanluetouzizhe
战略性建仓	zhanluexingjiancang
战略性投资	zhanluexingtouzi
詹姆斯邦德	zhanmusibangde
长成消费增值	zhangchengxiaofeizengzhi
账户管理费	zhanghuguanlifei
账户执行人	zhanghuzhixingren
账龄分析法	zhanglingfenxifa
账外固定资产	zhangwaigudingzichan
招股价区间	zhaogujiaqujian
招募说明书	zhaomushuomingshu
招商安本增利	zhaoshanganbenzengli
招商安泰股票	zhaoshangantaigupiao
招商安泰平衡	zhaoshangantaipingheng
招商基金管理有限公司	zhaoshangjijinguanliyouxiangongsi
浙江金融网	zhejiangjinrongwang
浙江理财网	zhejianglicaiwang
浙江商业银行	zhejiangshangyeyinhang
折旧后成本	zhejiuhouchengben
折现现金流量	zhexianxianjinliuliang
这一波下跌	zheyiboxiadie
这一段时期	zheyiduanshiqi
政策法规科	zhengcefaguike
政策性银行	zhengcexingyinhang
政策性因素	zhengcexingyinsu
正当持票人	zhengdangchipiaoren
政府代理证券	zhengfudailizhengquan
政府国民抵押协会	zhengfuguomindiyaxiehui
政府机构证券	zhengfujigouzhengquan
政府金融机构	zhengfujinrongjigou
证券保管处	zhengquanbaoguanchu
证券包销银团	zhengquanbaoxiaoyintuan
证券保证金	zhengquanbaozhengjin
证券从业资格	zhengquancongyezige
证券贷放人	zhengquandaifangren
证券登记结算公司	zhengquandengjijiesuangongsi
证券登记系统	zhengquandengjixitong
证券分析师	zhengquanfenxishi
证券服务部	zhengquanfuwubu
证券工作室	zhengquangongzuoshi
证券购买者	zhengquangoumaizhe
证券过户代理人	zhengquanguohudailiren
证券监管办公室	zhengquanjianguanbangongshi
证券监管机关	zhengquanjianguanjiguan
证券交易机制	zhengquanjiaoyijizhi
证券交易所	zhengquanjiaoyisuo
证券交易委员会	zhengquanjiaoyiweiyuanhui
证券交易印花税	zhengquanjiaoyiyinhuashui
证券经纪人	zhengquanjingjiren
证券类资产	zhengquanleizichan
证券日报创业周刊	zhengquanribaochuangyezhoukan
证券融资机构	zhengquanrongzijigou
证券市场红周刊	zhengquanshichanghongzhoukan
证券市场环境	zhengquanshichanghuanjing
证券市场周刊	zhengquanshichangzhoukan
证券投资分析	zhengquantouzifenxi
证券投资基金	zhengquantouzijijin
证券投资信托基金	zhengquantouzixintuojijin
证券投资组合	zhengquantouzizuhe
证券推销所	zhengquantuixiaosuo
证券营业部	zhengquanyingyebu
证券咨询机构	zhengquanzixunjigou
证券资讯频道	zhengquanzixunpindao
郑州商品交易所	zhengzhoushangpinjiaoyisuo
至报告期末	zhibaogaoqimo
支持者关系	zhichizheguanxi
指定存款机构	zhidingcunkuanjigou
指定或更优价格	zhidinghuogengyoujiage
指定委托回转	zhidingweituohuizhuan
支付代理人	zhifudailiren
支付结算方式	zhifujiesuanfangshi
支付结算原则	zhifujiesuanyuanze
支付利息的债券	zhifulixidezhaiquan
质合走势图	zhihezoushitu
滞后经济指标	zhihoujingjizhibiao
芝加哥第一国民银行	zhijiagediyiguominyinhang
芝加哥交易所	zhijiagejiaoyisuo
芝加哥期权交易所	zhijiageqiquanjiaoyisuo
芝加哥商品交易所	zhijiageshangpinjiaoyisuo
直接标价法	zhijiebiaojiafa
直接参与计划	zhijiecanyujihua
直接递减抵押	zhijiedijiandiya
直接股票投资	zhijiegupiaotouzi
殖民地银行	zhimindiyinhang
滞纳金加收率	zhinajinjiashoulv
只能眼看着	zhinengyankanzhe
支票充实中	zhipiaochongshizhong
知钱俱乐部	zhiqianjulebu
指数期货网	zhishuqihuowang
直属营业部	zhishuyingyebu
直线折旧法	zhixianzhejiufa
智研外汇网	zhiyanwaihuiwang
职业操盘手	zhiyecaopanshou
只有本金的债券	zhiyoubenjindezhaiquan
仲裁委员会	zhongcaiweiyuanhui
中长期持有	zhongchangqichiyou
中长期信贷市场	zhongchangqixindaishichang
重大股权转让公告	zhongdaguquanzhuanranggonggao
重大事项报告	zhongdashixiangbaogao
中等收入群体	zhongdengshouruqunti
中非货币区	zhongfeihuobiqu
中关村证券	zhongguancunzhengquan
中国报告大厅	zhongguobaogaodating
中国保险资讯网	zhongguobaoxianzixunwang
中国并购评论网	zhongguobinggoupinglunwang
中国财富管理网	zhongguocaifuguanliwang
中国财富网	zhongguocaifuwang
中国财经报	zhongguocaijingbao
中国财经网	zhongguocaijingwang
中国财税信息在线	zhongguocaishuixinxizaixian
中国厂商网	zhongguochangshangwang
中国贷款网	zhongguodaikuanwang
中国电子商务网	zhongguodianzishangwuwang
中国对外经济贸易信托	zhongguoduiwaijingjimaoyixintuo
中国风险投资网	zhongguofengxiantouziwang
中国概念股	zhongguogainiangu
中国高层经理网	zhongguogaocengjingliwang
中国工商银行	zhongguogongshangyinhang
中国股民网	zhongguoguminwang
中国股票顾问网	zhongguogupiaoguwenwang
中国管理传播网	zhongguoguanlichuanbowang
中国管理培训网	zhongguoguanlipeixunwang
中国光大银行	zhongguoguangdayinhang
中国国际财务有限公司	zhongguoguojicaiwuyouxiangongsi
中国国际信托投资公司	zhongguoguojixintuotouzigongsi
中国国际招标网	zhongguoguojizhaobiaowang
中国国家企业网	zhongguoguojiaqiyewang
中国国家银行	zhongguoguojiayinhang
中国海外上市网	zhongguohaiwaishangshiwang
中国黄金交易网	zhongguohuangjinjiaoyiwang
中国黄金资讯网	zhongguohuangjinzixunwang
中国基金网	zhongguojijinwang
中国建设银行	zhongguojiansheyinhang
中国建银投资证券有限责任公司	zhongguojianyintouzizhengquanyouxianzerengongsi
中国金币礼品网	zhongguojinbilipinwang
中国金币收藏网	zhongguojinbishoucangwang
中国进出口网	zhongguojinchukouwang
中国进出口银行	zhongguojinchukouyinhang
中国进口网	zhongguojinkouwang
中国金融出版社	zhongguojinrongchubanshe
中国金融创新网	zhongguojinrongchuangxinwang
中国金融培训网	zhongguojinrongpeixunwang
中国金融期货交易所	zhongguojinrongqihuojiaoyisuo
中国金融期货网	zhongguojinrongqihuowang
中国金融市场	zhongguojinrongshichang
中国金融体制	zhongguojinrongtizhi
中国金融网	zhongguojinrongwang
中国金融写作网	zhongguojinrongxiezuowang
中国金融学奖	zhongguojinrongxuejiang
中国金融学院	zhongguojinrongxueyuan
中国经济报告	zhongguojingjibaogao
中国经济时报	zhongguojingjishibao
中国经济网	zhongguojingjiwang
中国经济周刊	zhongguojingjizhoukan
中国经营报	zhongguojingyingbao
中国竞争情报网	zhongguojingzhengqingbaowang
中国理财师网	zhongguolicaishiwang
中国理财网	zhongguolicaiwang
中国联合商报	zhongguolianheshangbao
中国联合投资理财网	zhongguolianhetouzilicaiwang
中国零售银行网	zhongguolingshouyinhangwang
中国贸易金融网	zhongguomaoyijinrongwang
中国民生银行	zhongguominshengyinhang
中国民营经济周刊	zhongguominyingjingjizhoukan
中国农业银行	zhongguonongyeyinhang
中国票据网	zhongguopiaojuwang
中国品牌总网	zhongguopinpaizongwang
中国企管网	zhongguoqiguanwang
中国企业家	zhongguoqiyejia
中国人保健康	zhongguorenbaojiankang
中国人民保险公司	zhongguorenminbaoxiangongsi
中国人民建设银行	zhongguorenminjiansheyinhang
中国人民银行	zhongguorenminyinhang
中国人寿保险	zhongguorenshoubaoxian
中国商贸网	zhongguoshangmaowang
中国上市公司资讯网	zhongguoshangshigongsizixunwang
中国商业地产	zhongguoshangyedichan
中国式市场	zhongguoshishichang
