阿帕网	apawang
剪切图片	jianqietupian
牛顿迭代	niudundiedai
添加硬件	tianjiayingjian
防注入	fangzhuru
网络加速	wangluojiasu
视频广告	shipinguanggao
飞机大战	feijidazhan
自动寻路	zidongxunlu
双缓冲区	shuanghuanchongqu
捕鱼达人	buyudaren
维护计划	weihujihua
中值滤波	zhongzhilvbo
弹性计算	tanxingjisuan
策略路由	celueluyou
数据约束	shujuyueshu
日志监控	rizhijiankong
虚树	xushu
多重纹理	duochongwenli
故障解决	guzhangjiejue
黑白棋	heibaiqi
机械键盘	jixiejianpan
资料收集	ziliaoshouji
项目分析	xiangmufenxi
中心矩	zhongxinju
完美世界	wanmeishijie
远程处理	yuanchengchuli
开机自检	kaijizijian
量子计算	liangzijisuan
就业指导	jiuyezhidao
梦幻西游	menghuanxiyou
会议系统	huiyixitong
龙芯	longxin
产品策划	chanpincehua
开源硬件	kaiyuanyingjian
整体二分	zhengtierfen
有限元	youxianyuan
百度推广	baidutuiguang
喷水装置	penshuizhuangzhi
按键精灵	anjianjingling
游戏测试	youxiceshi
脸部识别	lianbushibie
黑客工具	heikegongju
卫星导航	weixingdaohang
未登录词	weidengluci
跨境电商	kuajingdianshang
花指令	huazhiling
基础语言	jichuyuyan
机械臂	jixiebi
线性基	xianxingji
数据去重	shujuquchong
棋盘游戏	qipanyouxi
进程注入	jinchengzhuru
金山快盘	jinshankuaipan
四轴	sizhou
商业价值	shangyejiazhi
填充区	tianchongqu
守望者	shouwangzhe
北桥芯片	beiqiaoxinpian
子级元素	zijiyuansu
可并堆	kebingdui
僵尸网络	jiangshiwangluo
美拍	meipai
漏洞挖掘	loudongwajue
神州数码	shenzhoushuma
立体几何	litijihe
设计评审	shejipingshen
对偶图	duioutu
手机视频	shoujishipin
网站前台	wangzhanqiantai
段锁	duansuo
伽马校正	gamajiaozheng
嵌套规则	qiantaoguize
爬山法	pashanfa
反射贴图	fanshetietu
谷歌学术	gugexueshu
死锁避免	sisuobimian
网络原理	wangluoyuanli
通信基础	tongxinjichu
六度分离	liudufenli
技术流	jishuliu
地图投影	ditutouying
文件监控	wenjianjiankong
南桥芯片	nanqiaoxinpian
激光雷达	jiguangleida
问题集	wentiji
弹性碰撞	tanxingpengzhuang
炉石传说	lushichuanshuo
滑动开关	huadongkaiguan
调和级数	tiaohejishu
网站运维	wangzhanyunwei
块状链表	kuaizhuanglianbiao
死锁预防	sisuoyufang
游戏技术	youxijishu
电子线路	dianzixianlu
数字信封	shuzixinfeng
矩阵加速	juzhenjiasu
训练计划	xunlianjihua
死锁恢复	sisuohuifu
电路分析	dianlufenxi
割顶	geding
原子锁	yuanzisuo
棋牌游戏	qipaiyouxi
回文树	huiwenshu
探测工具	tancegongju
超图	chaotu
后端框架	houduankuangjia
直接模式	zhijiemoshi
微社区	weishequ
测试理论	ceshililun
金融分析	jinrongfenxi
线性过滤	xianxingguolv
自描述性	zimiaoshuxing
公共事件	gonggongshijian
下载者	xiazaizhe
蚁群	yiqun
综合布线	zonghebuxian
综合开发	zonghekaifa
工业相机	gongyexiangji
实体型	shitixing
矩阵优化	juzhenyouhua
谷歌地球	gugediqiu
业界动态	yejiedongtai
雾化效果	wuhuaxiaoguo
电脑维修	diannaoweixiu
射频模块	shepinmokuai
数值分析	shuzhifenxi
脉冲响应	maichongxiangying
绿盟科技	lvmengkeji
不定积分	budingjifen
自动布线	zidongbuxian
惯性导航	guanxingdaohang
手机网游	shoujiwangyou
强制下线	qiangzhixiaxian
神经计算	shenjingjisuan
媒体格式	meitigeshi
日志审计	rizhishenji
工程软件	gongchengruanjian
写任务	xierenwu
超算	chaosuan
媒体技术	meitijishu
云备份	yunbeifen
电子相册	dianzixiangce
监控告警	jiankonggaojing
技术攻关	jishugongguan
灰鸽子	huigezi
组队赛	zuduisai
认证链	renzhenglian
栅格数据	shangeshuju
逻辑部件	luojibujian
规范名	guifanming
滑动门	huadongmen
一键恢复	yijianhuifu
游戏工具	youxigongju
百度影音	baiduyingyin
接口总线	jiekouzongxian
现场设备	xianchangshebei
穷举攻击	qiongjugongji
黑客防线	heikefangxian
网站监控	wangzhanjiankong
九章算术	jiuzhangsuanshu
重置文件	chongzhiwenjian
阶跃响应	jieyuexiangying
读任务	durenwu
函数节流	hanshujieliu
自动推理	zidongtuili
三维偏序	sanweipianxu
树上莫队	shushangmodui
量化交易	lianghuajiaoyi
槽号	caohao
网络攻防	wangluogongfang
技能冷却	jinenglengque
兆赫兹	zhaohezi
高光谱	gaoguangpu
线电阻	xiandianzu
等待表	dengdaibiao
加密芯片	jiamixinpian
熊猫烧香	xiongmaoshaoxiang
自然景物	ziranjingwu
事务调度	shiwudiaodu
威胁情报	weixieqingbao
光通信	guangtongxin
会声会影	huishenghuiying
删除硬件	shanchuyingjian
三分查找	sanfenchazhao
百度卫士	baiduweishi
穷举测试	qiongjuceshi
证件识别	zhengjianshibie
安全焦点	anquanjiaodian
意外停机	yiwaitingji
超出隐藏	chaochuyincang
金融安全	jinronganquan
网狐	wanghu
数值方法	shuzhifangfa
行情分析	hangqingfenxi
工作页	gongzuoye
香蕉派	xiangjiaopai
恢复块	huifukuai
语音增强	yuyinzengqiang
竞赛图	jingsaitu
噪音抑制	zaoyinyizhi
地图制图	dituzhitu
六十四卦	liushisigua
计网	jiwang
简单网	jiandanwang
一键备份	yijianbeifen
合并边框	hebingbiankuang
安卓测试	anzhuoceshi
逻辑布局	luojibuju
冰刃	bingren
搞机	gaoji
思科网络	sikewangluo
指令解码	zhilingjiema
字计数	zijishu
知识竞赛	zhishijingsai
指令分类	zhilingfenlei
支付中心	zhifuzhongxin
更改硬件	genggaiyingjian
扩展总线	kuozhanzongxian
自动文摘	zidongwenzhai
作业表	zuoyebiao
分派表	fenpaibiao
超五类	chaowulei
页回收	yehuishou
歧义消解	qiyixiaojie
防护体系	fanghutixi
泛微	fanwei
画家算法	huajiasuanfa
点检索	dianjiansuo
百度旅游	baidulvyou
机器狗	jiqigou
浮点除	fudianchu
数码科技	shumakeji
驱动大师	qudongdashi
黑客基地	heikejidi
华为网络	huaweiwangluo
同步总线	tongbuzongxian
树形动规	shuxingdonggui
自然联结	ziranlianjie
新指令集	xinzhilingji
因果推理	yinguotuili
跨行合并	kuahanghebing
黑客手册	heikeshouce
多波束	duoboshu
奇数场	jishuchang
易移植性	yiyizhixing
黑客网站	heikewangzhan
现场升级	xianchangshengji
盒式磁带	heshicidai
内部级	neibuji
行为动画	xingweidonghua
软件区	ruanjianqu
卫星直播	weixingzhibo
程序有误	chengxuyouwu
样本矩	yangbenju
动态补偿	dongtaibuchang
点点通	diandiantong
单色设备	danseshebei
跨列合并	kualiehebing
造形	zaoxing
安全资讯	anquanzixun
延期处理	yanqichuli
背景合并	beijinghebing
手机工具	shoujigongju
驱动门	qudongmen
浮点乘	fudiancheng
电子模块	dianzimokuai
请求评论	qingqiupinglun
偶检验	oujianyan
无穷集	wuqiongji
浮点加	fudianjia
自作用	zizuoyong
大型纹理	daxingwenli
时域响应	shiyuxiangying
百度词典	baiducidian
音圈电机	yinquandianji
卡饭论坛	kafanluntan
双绞电缆	shuangjiaodianlan
圆弧插补	yuanhuchabu
线确认	xianqueren
辅助段	fuzhuduan
连接机	lianjieji
延迟转移	yanchizhuanyi
数位动规	shuweidonggui
智能电脑	zhinengdiannao
病毒防治	bingdufangzhi
闭合电路	bihedianlu
轮廓识别	lunkuoshibie
隐面消除	yinmianxiaochu
记账码	jizhangma
边写边读	bianxiebiandu
比例带	bilidai
精定位	jingdingwei
死锁消除	sisuoxiaochu
瞬态分析	shuntaifenxi
自然纹理	ziranwenli
轮廓生成	lunkuoshengcheng
非英特尔	feiyingteer
冰盾	bingdun
丘奇论题	qiuqilunti
动态聚焦	dongtaijujiao
百度魔拍	baidumopai
站长助手	zhanzhangzhushou
基本数据类型	jibenshujuleixing
数据库操作	shujukucaozuo
连接数据库	lianjieshujuku
文件描述符	wenjianmiaoshufu
文本编辑器	wenbenbianjiqi
命令行参数	minglinghangcanshu
数据库服务器	shujukufuwuqi
关系型数据库	guanxixingshujuku
远程服务器	yuanchengfuwuqi
不区分大小写	buqufendaxiaoxie
客户端程序	kehuduanchengxu
字符串常量	zifuchuanchangliang
数据库查询	shujukuchaxun
浏览器缓存	liulanqihuancun
资源管理器	ziyuanguanliqi
移动互联网	yidonghulianwang
微信公众号	weixingongzhonghao
垃圾收集器	lajishoujiqi
自定义函数	zidingyihanshu
数据库连接池	shujukulianjiechi
互联网公司	hulianwanggongsi
数据库访问	shujukufangwen
应用程序开发	yingyongchengxukaifa
浏览器兼容	liulanqijianrong
数据库设计	shujukusheji
最大公约数	zuidagongyueshu
软件工程师	ruanjiangongchengshi
第一次启动	diyiciqidong
数据持久化	shujuchijiuhua
版本控制系统	banbenkongzhixitong
函数式编程	hanshushibiancheng
直接插入排序	zhijiecharupaixu
支持向量机	zhichixiangliangji
自定义对象	zidingyiduixiang
分布式存储	fenbushicunchu
抽象工厂模式	chouxianggongchangmoshi
分布式缓存	fenbushihuancun
字符串拼接	zifuchuanpinjie
运算符重载	yunsuanfuchongzai
邮件服务器	youjianfuwuqi
对象序列化	duixiangxuliehua
平衡二叉树	pinghengerchashu
计算机专业	jisuanjizhuanye
关系运算符	guanxiyunsuanfu
二叉搜索树	erchasousuoshu
最小公倍数	zuixiaogongbeishu
输入输出流	shurushuchuliu
提高工作效率	tigaogongzuoxiaolv
数据访问层	shujufangwenceng
数据库事务	shujukushiwu
上下文菜单	shangxiawencaidan
企业级应用	qiyejiyingyong
单一职责原则	danyizhizeyuanze
服务器集群	fuwuqijiqun
模板方法模式	mubanfangfamoshi
事务隔离级别	shiwugelijibie
数据库应用	shujukuyingyong
分布式事务	fenbushishiwu
数据可视化	shujukeshihua
非对称加密	feiduichenjiami
数据库备份	shujukubeifen
缓冲区溢出	huanchongquyichu
静态链接库	jingtailianjieku
数据库链接	shujukulianjie
建造者模式	jianzaozhemoshi
朴素贝叶斯	pusubeiyesi
访问者模式	fangwenzhemoshi
内存数据库	neicunshujuku
声明式事务	shengmingshishiwu
文件传输协议	wenjianchuanshuxieyi
贝塞尔曲线	beisaierquxian
责任链模式	zerenlianmoshi
标准库函数	biaozhunkuhanshu
有向无环图	youxiangwuhuantu
备忘录模式	beiwanglumoshi
协方差矩阵	xiefangchajuzhen
不可重复读	bukechongfudu
代码编辑器	daimabianjiqi
最小二乘法	zuixiaoerchengfa
火狐浏览器	huohuliulanqi
科学计数法	kexuejishufa
虚拟文件系统	xuniwenjianxitong
运算符优先级	yunsuanfuyouxianji
解释器模式	jieshiqimoshi
优先级队列	youxianjiduilie
生命周期管理	shengmingzhouqiguanli
卷积神经网络	juanjishenjingwangluo
接口隔离原则	jiekougeliyuanze
多线程安全	duoxianchenganquan
矩阵快速幂	juzhenkuaisumi
逻辑表达式	luojibiaodashi
前端工程师	qianduangongchengshi
虚拟化技术	xunihuajishu
重载运算符	chongzaiyunsuanfu
测试驱动开发	ceshiqudongkaifa
自定义视图	zidingyishitu
开发工程师	kaifagongchengshi
中介者模式	zhongjiezhemoshi
函数表达式	hanshubiaodashi
开发者工具	kaifazhegongju
隐式类型转换	yinshileixingzhuanhuan
迭代器模式	diedaiqimoshi
消息中间件	xiaoxizhongjianjian
强连通分量	qiangliantongfenliang
标准模板库	biaozhunmubanku
无监督学习	wujianduxuexi
中文输入法	zhongwenshurufa
主成分分析	zhuchengfenfenxi
三元运算符	sanyuanyunsuanfu
依赖倒置原则	yilaidaozhiyuanze
装饰器模式	zhuangshiqimoshi
性能测试工具	xingnengceshigongju
数字信号处理	shuzixinhaochuli
数据预处理	shujuyuchuli
曼哈顿距离	manhadunjuli
数据库集群	shujukujiqun
里氏替换原则	lishitihuanyuanze
数据库索引	shujukusuoyin
傅里叶变换	fuliyebianhuan
互联网金融	hulianwangjinrong
进程间通讯	jinchengjiantongxun
后缀表达式	houzhuibiaodashi
客户端服务器	kehuduanfuwuqi
性能分析工具	xingnengfenxigongju
下拉列表框	xialaliebiaokuang
分布式架构	fenbushijiagou
数据库更新	shujukugengxin
深度神经网络	shendushenjingwangluo
单源最短路径	danyuanzuiduanlujing
拒绝服务攻击	jujuefuwugongji
互联网服务	hulianwangfuwu
二分查找法	erfenchazhaofa
测试工程师	ceshigongchengshi
高性能计算	gaoxingnengjisuan
数据库恢复	shujukuhuifu
随机梯度下降	suijitiduxiajiang
自定义字体	zidingyiziti
傅立叶变换	fuliyebianhuan
项目管理工具	xiangmuguanligongju
最小路径覆盖	zuixiaolujingfugai
跨平台开发	kuapingtaikaifa
搜狗输入法	sougoushurufa
中间人攻击	zhongjianrengongji
浏览器内核	liulanqineihe
搜索引擎优化	sousuoyinqingyouhua
职责链模式	zhizelianmoshi
兼容性测试	jianrongxingceshi
无线路由器	wuxianluyouqi
最大独立集	zuidaduliji
开发者社区	kaifazheshequ
移动应用开发	yidongyingyongkaifa
打开对话框	dakaiduihuakuang
计算机基础	jisuanjijichu
版本管理工具	banbenguanligongju
俄罗斯方块	eluosifangkuai
数据库优化	shujukuyouhua
流媒体服务器	liumeitifuwuqi
颜色选择器	yansexuanzeqi
响应式设计	xiangyingshisheji
云计算平台	yunjisuanpingtai
分布式消息	fenbushixiaoxi
中缀表达式	zhongzhuibiaodashi
有监督学习	youjianduxuexi
用户界面设计	yonghujiemiansheji
工作流引擎	gongzuoliuyinqing
数据库迁移	shujukuqianyi
加速度传感器	jiasuduchuanganqi
自动化部署	zidonghuabushu
贝叶斯网络	beiyesiwangluo
互联网协议	hulianwangxieyi
数据库缓存	shujukuhuancun
开放封闭原则	kaifangfengbiyuanze
八皇后问题	bahuanghouwenti
操作系统原理	caozuoxitongyuanli
打开编辑器	dakaibianjiqi
块级作用域	kuaijizuoyongyu
恢复出厂设置	huifuchuchangshezhi
扩展欧几里得	kuozhanoujilide
人力资源管理	renliziyuanguanli
自动化构建	zidonghuagoujian
半透明效果	bantoumingxiaoguo
最小点覆盖	zuixiaodianfugai
数据库复制	shujukufuzhi
数据结构实验	shujujiegoushiyan
图形处理器	tuxingchuliqi
单源最短路	danyuanzuiduanlu
模块化编程	mokuaihuabiancheng
安全套接层	anquantaojieceng
交互设计师	jiaohushejishi
半监督学习	banjianduxuexi
电子商务平台	dianzishangwupingtai
数据库接口	shujukujiekou
遍历文件夹	bianliwenjianjia
自动化运维	zidonghuayunwei
图形用户接口	tuxingyonghujiekou
数据库维护	shujukuweihu
向量空间模型	xiangliangkongjianmoxing
高斯混合模型	gaosihunhemoxing
存储空间不足	cunchukongjianbuzu
前后端分离	qianhouduanfenli
服务器安全	fuwuqianquan
贝叶斯分类	beiyesifenlei
最大生成树	zuidashengchengshu
银行家算法	yinhangjiasuanfa
服务器测试	fuwuqiceshi
条件随机场	tiaojiansuijichang
嵌入式处理器	qianrushichuliqi
自定义指令	zidingyizhiling
概率图模型	gailvtumoxing
层次结构图	cengcijiegoutu
可重入函数	kechongruhanshu
单页面应用	danyemianyingyong
计算机原理	jisuanjiyuanli
模拟退火算法	monituihuosuanfa
偏微分方程	pianweifenfangcheng
生物信息学	shengwuxinxixue
分布式框架	fenbushikuangjia
宽度优先搜索	kuanduyouxiansousuo
系统分析员	xitongfenxiyuan
广义线性模型	guangyixianxingmoxing
多元线性回归	duoyuanxianxinghuigui
线性判别分析	xianxingpanbiefenxi
可见性问题	kejianxingwenti
软件开发流程	ruanjiankaifaliucheng
供应链管理	gongyinglianguanli
测试自动化	ceshizidonghua
优先级反转	youxianjifanzhuan
高可用架构	gaokeyongjiagou
项目管理软件	xiangmuguanliruanjian
视频会议系统	shipinhuiyixitong
配置管理工具	peizhiguanligongju
植物大战僵尸	zhiwudazhanjiangshi
哥德巴赫猜想	gedebahecaixiang
无线网络连接	wuxianwangluolianjie
前缀表达式	qianzhuibiaodashi
多媒体播放器	duomeitibofangqi
四边形不等式	sibianxingbudengshi
启发式合并	qifashihebing
物理数据模型	wulishujumoxing
二维线段树	erweixianduanshu
概念数据模型	gainianshujumoxing
网络虚拟化	wangluoxunihua
任意多边形	renyiduobianxing
最优化方法	zuiyouhuafangfa
视觉设计师	shijueshejishi
带权并查集	daiquanbingchaji
生成器模式	shengchengqimoshi
中心极限定理	zhongxinjixiandingli
计算机结构	jisuanjijiegou
傅里叶级数	fuliyejishu
极大似然估计	jidasiranguji
验证码识别	yanzhengmashibie
动态域名解析	dongtaiyumingjiexi
家庭自动化	jiatingzidonghua
摄像机标定	shexiangjibiaoding
维特比算法	weitebisuanfa
虚拟现实技术	xunixianshijishu
常微分方程	changweifenfangcheng
多层感知机	duocengganzhiji
数据库中间件	shujukuzhongjianjian
最速下降法	zuisuxiajiangfa
动态数据交换	dongtaishujujiaohuan
业务流程管理	yewuliuchengguanli
数据库调优	shujukutiaoyou
浏览器服务器	liulanqifuwuqi
直方图均衡	zhifangtujunheng
奇异值分解	qiyizhifenjie
线性同余方程	xianxingtongyufangcheng
社会工程学	shehuigongchengxue
互联网架构	hulianwangjiagou
安全浏览器	anquanliulanqi
运算放大器	yunsuanfangdaqi
液晶显示屏	yejingxianshiping
语言程序设计	yuyanchengxusheji
共轭梯度法	gongetidufa
字符串哈希	zifuchuanhaxi
百度浏览器	baiduliulanqi
指令集架构	zhilingjijiagou
人工神经元	rengongshenjingyuan
当前优先级	dangqianyouxianji
算术逻辑单元	suanshuluojidanyuan
异步传输模式	yibuchuanshumoshi
循环神经网络	xunhuanshenjingwangluo
逻辑数据模型	luojishujumoxing
印刷电路板	yinshuadianluban
群组选择器	qunzuxuanzeqi
代码健壮性	daimajianzhuangxing
工业机器人	gongyejiqiren
权值线段树	quanzhixianduanshu
相似度计算	xiangsidujisuan
社会心理学	shehuixinlixue
边双连通分量	bianshuangliantongfenliang
存储虚拟化	cunchuxunihua
浮点运算单元	fudianyunsuandanyuan
仓库管理系统	cangkuguanlixitong
运维自动化	yunweizidonghua
键盘控制器	jianpankongzhiqi
搜索引擎营销	sousuoyinqingyingxiao
余弦相似度	yuxianxiangsidu
点双连通分量	dianshuangliantongfenliang
流水线处理	liushuixianchuli
浏览器脚本	liulanqijiaoben
粒子群算法	liziqunsuanfa
网络最大流	wangluozuidaliu
认知心理学	renzhixinlixue
不可逆加密	bukenijiami
文字转语音	wenzizhuanyuyin
四轴飞行器	sizhoufeixingqi
平台企业版	pingtaiqiyeban
可变比特率	kebianbitelv
电子邮件营销	dianziyoujianyingxiao
不间断电源	bujianduandianyuan
可编程控制器	kebianchengkongzhiqi
线段树合并	xianduanshuhebing
网络安全技术	wangluoanquanjishu
身份证识别	shenfenzhengshibie
可分配空间	kefenpeikongjian
共享内存结构	gongxiangneicunjiegou
程序化交易	chengxuhuajiaoyi
计算机绘图	jisuanjihuitu
网络流最大流	wangluoliuzuidaliu
文件系统阶段	wenjianxitongjieduan
