阿姆斯里克	amusilike
残疾人康复工作办公室	canjirenkangfugongzuobangongshi
下级法庭	xiajifating
代写文书	daixiewenshu
国务院科技干部局	guowuyuankejiganbuju
地方性会计法规	difangxingkuaijifagui
公司合并分立	gongsihebingfenli
代理控告	dailikonggao
不可侵犯权	bukeqinfanquan
医疗药费	yiliaoyaofei
建筑市场管理规定	jianzhushichangguanliguiding
产前诊断技术管理办法	chanqianzhenduanjishuguanlibanfa
破坏性采矿罪	pohuaixingcaikuangzui
贩卖淫秽物品罪	fanmaiyinhuiwupinzui
非商业性风险	feishangyexingfengxian
小额钱债审裁处	xiaoeqianzhaishencaichu
知识产权证券化	zhishichanquanzhengquanhua
民用运力国防动员条例	minyongyunliguofangdongyuantiaoli
司法信息技术	sifaxinxijishu
工资制度改革小组	gongzizhidugaigexiaozu
澳门特别行政区驻军法	aomentebiexingzhengquzhujunfa
注册会计师注册办法	zhucekuaijishizhucebanfa
非法出售增值税专用发票罪	feifachushouzengzhishuizhuanyongfapiaozui
有价证券诈骗罪	youjiazhengquanzhapianzui
表现代理	biaoxiandaili
翻译名义集	fanyimingyiji
意思表达一致	yisibiaodayizhi
强制性产品认证标志管理办法	qiangzhixingchanpinrenzhengbiaozhiguanlibanfa
北京市盈科律师事务所	beijingshiyingkelvshishiwusuo
交战团体	jiaozhantuanti
吞吐基础货币	tuntujichuhuobi
国家安全法实施细则	guojiaanquanfashishixize
特定之债	tedingzhizhai
饲料生产企业审查办法	siliaoshengchanqiyeshenchabanfa
中国新闻工作者协会	zhongguoxinwengongzuozhexiehui
红十字标志使用办法	hongshizibiaozhishiyongbanfa
保险经纪公司管理规定	baoxianjingjigongsiguanliguiding
农村公路建设管理办法	nongcungonglujiansheguanlibanfa
轮机日志	lunjirizhi
仓库防火安全管理规则	cangkufanghuoanquanguanliguize
无抵押债券	wudiyazhaiquan
城市黄线管理办法	chengshihuangxianguanlibanfa
国际海运危险货物规则	guojihaiyunweixianhuowuguize
违法提供出口退税凭证罪	weifatigongchukoutuishuipingzhengzui
其行为已经构成诈骗罪	qixingweiyijinggouchengzhapianzui
战时临阵脱逃罪	zhanshilinzhentuotaozui
综合效益指标	zonghexiaoyizhibiao
专利实施强制许可办法	zhuanlishishiqiangzhixukebanfa
生效判决裁定	shengxiaopanjuecaiding
祖父条款	zufutiaokuan
使失效	shishixiao
罪责自负原则	zuizezifuyuanze
电力市场运营基本规则	dianlishichangyunyingjibenguize
农业机械维修管理规定	nongyejixieweixiuguanliguiding
起诉要求赔偿损失	qisuyaoqiupeichangsunshi
前科报告制度	qiankebaogaozhidu
无纸交易	wuzhijiaoyi
军队信访条例	junduixinfangtiaoli
入境发展黑社会组织罪	rujingfazhanheishehuizuzhizui
研究生法学	yanjiushengfaxue
国家黄金管理局	guojiahuangjinguanliju
农业机械试验鉴定办法	nongyejixieshiyanjiandingbanfa
蚕种管理办法	canzhongguanlibanfa
放纵制售伪劣商品犯罪行为罪	fangzongzhishouweilieshangpinfanzuixingweizui
中国法学教育研究	zhongguofaxuejiaoyuyanjiu
全球投资表现标准	quanqiutouzibiaoxianbiaozhun
专用记账凭证	zhuanyongjizhangpingzheng
特殊风险保险	teshufengxianbaoxian
住房公积金财务管理办法	zhufanggongjijincaiwuguanlibanfa
主要民事赔偿责任	zhuyaominshipeichangzeren
可转让票据	kezhuanrangpiaoju
产权瑕疵	chanquanxiaci
煤炭出口配额管理办法	meitanchukoupeieguanlibanfa
居住区级道路	juzhuqujidaolu
非生息资产	feishengxizichan
出售出入境证件罪	chushouchurujingzhengjianzui
国防专利条例	guofangzhuanlitiaoli
可作多种解释	kezuoduozhongjieshi
中等职业学校德育大纲	zhongdengzhiyexuexiaodeyudagang
国家知识产权局专利检索咨询中心	guojiazhishichanquanjuzhuanlijiansuozixunzhongxin
审裁小组	shencaixiaozu
动产抵押登记办法	dongchandiyadengjibanfa
单一之债	danyizhizhai
非法剥夺公民宗教信仰自由罪	feifaboduogongminzongjiaoxinyangziyouzui
文康律师事务所	wenkanglvshishiwusuo
先予执行申请书	xianyuzhixingshenqingshu
证据之间相互印证	zhengjuzhijianxianghuyinzheng
国务院口岸领导小组	guowuyuankouanlingdaoxiaozu
房屋部分产权	fangwubufenchanquan
录制权	luzhiquan
城市房屋拆迁工作规程	chengshifangwuchaiqiangongzuoguicheng
特别法庭副庭长	tebiefatingfutingzhang
动植物检疫失职罪	dongzhiwujianyishizhizui
一般缓刑	yibanhuanxing
阻碍军人执行职务罪	zuaijunrenzhixingzhiwuzui
医疗器械临床试验规定	yiliaoqixielinchuangshiyanguiding
电视剧审查管理规定	dianshijushenchaguanliguiding
战时自伤罪	zhanshizishangzui
法律与习俗	falvyuxisu
为实施权	weishishiquan
安全生产培训管理办法	anquanshengchanpeixunguanlibanfa
农副产品购销合同条例	nongfuchanpingouxiaohetongtiaoli
食用菌菌种管理办法	shiyongjunjunzhongguanlibanfa
核电站保险	hedianzhanbaoxian
国务院体制改革办公室	guowuyuantizhigaigebangongshi
票据收款人	piaojushoukuanren
动植物检疫徇私舞弊罪	dongzhiwujianyixunsiwubizui
仿制药品审批办法	fangzhiyaopinshenpibanfa
美术品经营管理办法	meishupinjingyingguanlibanfa
要式民事法律行为	yaoshiminshifalvxingwei
资本市场有效原则	zibenshichangyouxiaoyuanze
代理房地产买卖	dailifangdichanmaimai
报纸管理暂行规定	baozhiguanlizanxingguiding
非法获取军事秘密罪	feifahuoqujunshimimizui
非债清偿	feizhaiqingchang
船舶保险单	chuanbobaoxiandan
清理整顿公司领导小组	qinglizhengdungongsilingdaoxiaozu
代理席位	dailixiwei
对席判决	duixipanjue
港口经营管理规定	gangkoujingyingguanliguiding
电力市场监管办法	dianlishichangjianguanbanfa
恒生指数期权	hengshengzhishuqiquan
股票升值权	gupiaoshengzhiquan
阻碍执行军事职务罪	zuaizhixingjunshizhiwuzui
亲生父亲或母亲	qinshengfuqinhuomuqin
经济法规研究中心	jingjifaguiyanjiuzhongxin
起重机械安全监察规定	qizhongjixieanquanjianchaguiding
专利费用减缓办法	zhuanlifeiyongjianhuanbanfa
城市公有房屋管理规定	chengshigongyoufangwuguanliguiding
中医医院管理评价指南	zhongyiyiyuanguanlipingjiazhinan
兽药注册办法	shouyaozhucebanfa
优楼频螺迦叶	youloupinluojiaye
国家城市建设总局	guojiachengshijianshezongju
节约能源管理暂行条例	jieyuenengyuanguanlizanxingtiaoli
有线电视管理暂行办法	youxiandianshiguanlizanxingbanfa
一经循公诉程序定罪	yijingxungongsuchengxudingzui
内幕交易审裁处	neimujiaoyishencaichu
职工教育管理委员会	zhigongjiaoyuguanliweiyuanhui
引诱未成年人聚众淫乱罪	yinyouweichengnianrenjuzhongyinluanzui
全部履行法	quanbulvxingfa
中医药继续教育规定	zhongyiyaojixujiaoyuguiding
成套机电产品	chengtaojidianchanpin
阻碍司法公正	zuaisifagongzheng
合约一方	heyueyifang
外国企业常驻代表机构登记管理办法	waiguoqiyechangzhudaibiaojigoudengjiguanlibanfa
资助恐怖活动罪	zizhukongbuhuodongzui
影子董事	yingzidongshi
新屋开工及营建许可	xinwukaigongjiyingjianxuke
没有书面凭证	meiyoushumianpingzheng
环境信访办法	huanjingxinfangbanfa
走私普通货物物品罪	zousiputonghuowuwupinzui
土地按揭	tudianjie
可待因中毒	kedaiyinzhongdu
统计执法检查规定	tongjizhifajianchaguiding
加工承揽合同条例	jiagongchenglanhetongtiaoli
指使部属违反职责罪	zhishibushuweifanzhizezui
参加优先股	canjiayouxiangu
专利申请优先权	zhuanlishenqingyouxianquan
聚众持械劫狱罪	juzhongchixiejieyuzui
海关关务公开办法	haiguanguanwugongkaibanfa
公路工程质量监督规定	gonglugongchengzhiliangjianduguiding
辩护要点	bianhuyaodian
萧何定律	xiaohedinglv
越权无效原则	yuequanwuxiaoyuanze
渤海生物资源养护规定	bohaishengwuziyuanyanghuguiding
专利申请号标准	zhuanlishenqinghaobiaozhun
民事诉讼程序公约	minshisusongchengxugongyue
水产资源繁殖保护条例	shuichanziyuanfanzhibaohutiaoli
国务院扶贫开发办	guowuyuanfupinkaifaban
财政检查工作办法	caizhengjianchagongzuobanfa
战时造谣惑众罪	zhanshizaoyaohuozhongzui
逃避商检罪	taobishangjianzui
保险统计管理暂行规定	baoxiantongjiguanlizanxingguiding
爆炸危险场所安全规定	baozhaweixianchangsuoanquanguiding
新闻出版统计管理办法	xinwenchubantongjiguanlibanfa
中国工商银行办公室	zhongguogongshangyinhangbangongshi
电力企业信息报送规定	dianliqiyexinxibaosongguiding
受托保管人	shoutuobaoguanren
港口工程竣工验收办法	gangkougongchengjungongyanshoubanfa
全面摊薄每股盈利	quanmiantanbaomeiguyingli
优良种畜登记规则	youliangzhongchudengjiguize
劳动防护用品管理规定	laodongfanghuyongpinguanliguiding
矿产资源登记统计管理办法	kuangchanziyuandengjitongjiguanlibanfa
接送不合格兵员罪	jiesongbuhegebingyuanzui
企业法人年度检验办法	qiyefarenniandujianyanbanfa
电力企业信息披露规定	dianliqiyexinxipiluguiding
理解价值定价法	lijiejiazhidingjiafa
地方人民检察院	difangrenminjianchayuan
雇佣童工从事危重劳动罪	guyongtonggongcongshiweizhonglaodongzui
涉外民事关系法律适用法	shewaiminshiguanxifalvshiyongfa
进口药材管理办法	jinkouyaocaiguanlibanfa
乌尔纳木法典	wuernamufadian
弃权与禁止反言	qiquanyujinzhifanyan
简单权益法	jiandanquanyifa
国家核应急预案	guojiaheyingjiyuan
故意损毁名胜古迹罪	guyisunhuimingshenggujizui
舱口围板	cangkouweiban
劳动争议仲裁当事人	laodongzhengyizhongcaidangshiren
因特网服务提供者	yintewangfuwutigongzhe
票据承兑人	piaojuchengduiren
印刷品承印管理规定	yinshuapinchengyinguanliguiding
许诺销售权	xunuoxiaoshouquan
特别检察厅副厅长	tebiejianchatingfutingzhang
电网运行规则	dianwangyunxingguize
吸收客户资金不入账罪	xishoukehuzijinburuzhangzui
假冒他人专利罪	jiamaotarenzhuanlizui
不动产信用控制	budongchanxinyongkongzhi
激冷效应	jilengxiaoying
重播权	chongboquan
城市动物园管理规定	chengshidongwuyuanguanliguiding
国家编制委员会	guojiabianzhiweiyuanhui
协作型联营	xiezuoxinglianying
乡镇联营企业暂行规定	xiangzhenlianyingqiyezanxingguiding
一次指数平滑法	yicizhishupinghuafa
规模经济学	guimojingjixue
丢失枪支不报罪	diushiqiangzhibubaozui
委托买卖契约	weituomaimaiqiyue
机械复制权	jixiefuzhiquan
中国银行业维权公约	zhongguoyinhangyeweiquangongyue
食盐价格管理办法	shiyanjiageguanlibanfa
政治犯不引渡原则	zhengzhifanbuyinduyuanze
危险驾驶罪	weixianjiashizui
国家通信保障应急预案	guojiatongxinbaozhangyingjiyuan
伤残抚恤管理办法	shangcanfuxuguanlibanfa
控告式诉讼	konggaoshisusong
指令回避	zhilinghuibi
感染性精神病	ganranxingjingshenbing
森林法院	senlinfayuan
海洋石油安全生产规定	haiyangshiyouanquanshengchanguiding
种族血缘	zhongzuxueyuan
反对劫持人质国际公约	fanduijiechirenzhiguojigongyue
电力安全生产监管办法	dianlianquanshengchanjianguanbanfa
有产与无产	youchanyuwuchan
夫妻共同所有财产	fuqigongtongsuoyoucaichan
违规出具金融票证罪	weiguichujujinrongpiaozhengzui
加强企业管理领导小组	jiaqiangqiyeguanlilingdaoxiaozu
协议外资金额	xieyiwaizijine
或裁或审制度	huocaihuoshenzhidu
港口危险货物管理规定	gangkouweixianhuowuguanliguiding
合伙共有财产	hehuogongyoucaichan
进出口商品复验办法	jinchukoushangpinfuyanbanfa
空头转帐支票	kongtouzhuanzhangzhipiao
小企业会计准则	xiaoqiyekuaijizhunze
进口药材抽样规定	jinkouyaocaichouyangguiding
价值分析业务	jiazhifenxiyewu
财产保险基本险条款	caichanbaoxianjibenxiantiaokuan
环境资源法论丛	huanjingziyuanfaluncong
从民事法律行为	congminshifalvxingwei
企业效绩评价操作细则	qiyexiaojipingjiacaozuoxize
饲料产品认证管理办法	siliaochanpinrenzhengguanlibanfa
新兽药研制管理办法	xinshouyaoyanzhiguanlibanfa
出版物印刷管理规	chubanwuyinshuaguanligui
银行业协会工作指引	yinhangyexiehuigongzuozhiyin
市场从业员	shichangcongyeyuan
国家以工代赈管理办法	guojiayigongdaizhenguanlibanfa
特定行政行为	tedingxingzhengxingwei
阻碍军事行动罪	zuaijunshixingdongzui
票面价额	piaomianjiae
权利文件	quanliwenjian
控制现金投放	kongzhixianjintoufang
毛国华	maoguohua
非专属权	feizhuanshuquan
夏凤英	xiafengying
海底电缆管道保护规定	haididianlanguandaobaohuguiding
私放俘虏罪	sifangfuluzui
战时拒不救治伤病军人罪	zhanshijubujiuzhishangbingjunrenzui
预约分保	yuyuefenbao
生产销售劣药罪	shengchanxiaoshoulieyaozui
受供养子女	shougongyangzinv
人民解放军财务部	renminjiefangjuncaiwubu
诺成性民事法律行为	nuochengxingminshifalvxingwei
心智发育迟缓	xinzhifayuchihuan
电力监管信息公开办法	dianlijianguanxinxigongkaibanfa
银行抵消权	yinhangdixiaoquan
刑事裁决书	xingshicaijueshu
指令性措施	zhilingxingcuoshi
国际集装箱安全公约	guojijizhuangxianganquangongyue
税收执法检查规则	shuishouzhifajianchaguize
异地资金汇划	yidizijinhuihua
赎楼利息	shuloulixi
交通法规制定程序规定	jiaotongfaguizhidingchengxuguiding
宗教活动场所登记办法	zongjiaohuodongchangsuodengjibanfa
批租土地财产	pizutudicaichan
中国人民解放军财务部	zhongguorenminjiefangjuncaiwubu
违令作战消极罪	weilingzuozhanxiaojizui
二种邪见	erzhongxiejian
社会文教支出	shehuiwenjiaozhichu
国防专利代理机构	guofangzhuanlidailijigou
共同实施违法行为	gongtongshishiweifaxingwei
聚众冲击军事禁区罪	juzhongchongjijunshijinquzui
统计调查证管理办法	tongjidiaochazhengguanlibanfa
被公安机关抓获归案后	beigonganjiguanzhuahuoguianhou
医院中药饮片管理规范	yiyuanzhongyaoyinpianguanliguifan
海域使用权登记办法	haiyushiyongquandengjibanfa
车辆识别代号管理办法	cheliangshibiedaihaoguanlibanfa
稀土领导小组	xitulingdaoxiaozu
欠缺真诚	qianquezhencheng
强制变卖被扣押船舶	qiangzhibianmaibeikouyachuanbo
中国法律门户网	zhongguofalvmenhuwang
国际船舶载重线公约	guojichuanbozaizhongxiangongyue
绕规模贷款	raoguimodaikuan
直接产权	zhijiechanquan
司法参军事	sifacanjunshi
中间业主	zhongjianyezhu
绿色市场认证实施规则	lvseshichangrenzhengshishiguize
非折现法	feizhexianfa
全国医院工作条例	quanguoyiyuangongzuotiaoli
港口规划管理规定	gangkouguihuaguanliguiding
从新兼从轻原则	congxinjiancongqingyuanze
重大事故隐患管理规定	zhongdashiguyinhuanguanliguiding
铁路运输收入管理规程	tieluyunshushouruguanliguicheng
代理房地产转让	dailifangdichanzhuanrang
拒绝提供间谍犯罪证据罪	jujuetigongjiandiefanzuizhengjuzui
企业兼并合同纠纷	qiyejianbinghetongjiufen
茧丝质量监督管理办法	jiansizhiliangjianduguanlibanfa
蒋有才	jiangyoucai
基金会信息公布办法	jijinhuixinxigongbubanfa
狂犬病防治技术规范	kuangquanbingfangzhijishuguifan
民用航空管理制度	minyonghangkongguanlizhidu
本外币对冲操作	benwaibiduichongcaozuo
民用机场使用许可规定	minyongjichangshiyongxukeguiding
电梯应急指南	diantiyingjizhinan
有机产品认证实施规则	youjichanpinrenzhengshishiguize
佛瑞斯塔号航空母舰	foruisitahaohangkongmujian
无锡山禾集团第一制药有限公司	wuxishanhejituandiyizhiyaoyouxiangongsi
事件驱动型策略	shijianqudongxingcelue
血铅临床检验技术规范	xueqianlinchuangjianyanjishuguifan
按揭贷款保证金	anjiedaikuanbaozhengjin
远洋渔业管理规定	yuanyangyuyeguanliguiding
终局行政行为	zhongjuxingzhengxingwei
武警法	wujingfa
上诉审裁处	shangsushencaichu
附期限民事法律行为	fuqixianminshifalvxingwei
高等学校档案管理办法	gaodengxuexiaodanganguanlibanfa
少数派股东救济措施	shaoshupaigudongjiujicuoshi
有抵押权证	youdiyaquanzheng
西安城墙保护条例	xianchengqiangbaohutiaoli
操纵证券期货交易价格罪	caozongzhengquanqihuojiaoyijiagezui
高速客船安全管理	gaosukechuananquanguanli
证券投资基金行业公约	zhengquantouzijijinhangyegongyue
无遗嘱者遗产条例	wuyizhuzheyichantiaoli
税务代理业务规程	shuiwudailiyewuguicheng
书记员宣读法庭纪律	shujiyuanxuandufatingjilv
强制性转股条款	qiangzhixingzhuangutiaokuan
海域使用权管理规定	haiyushiyongquanguanliguiding
刑事回避	xingshihuibi
海关保税核查办法	haiguanbaoshuihechabanfa
船员服务管理规定	chuanyuanfuwuguanliguiding
永久性抗辩权	yongjiuxingkangbianquan
游艇安全管理规定	youtinganquanguanliguiding
国家房管局	guojiafangguanju
音像制品制作管理规定	yinxiangzhipinzhizuoguanliguiding
采取虚构事实隐瞒真相	caiquxugoushishiyinmanzhenxiang
国务院国资委工作规则	guowuyuanguoziweigongzuoguize
水利风景区管理办法	shuilifengjingquguanlibanfa
判决理据	panjueliju
平等互利协商一致	pingdenghulixieshangyizhi
宗教指导者	zongjiaozhidaozhe
领养母亲	lingyangmuqin
沿海航标管理办法	yanhaihangbiaoguanlibanfa
二空观	erkongguan
轻微违约行为	qingweiweiyuexingwei
不要式民事法律行为	buyaoshiminshifalvxingwei
主要业务地点	zhuyaoyewudidian
粘性增值	nianxingzengzhi
中国煤炭行业自律公约	zhongguomeitanhangyezilvgongyue
擅自改变武器装备编配用途罪	shanzigaibianwuqizhuangbeibianpeiyongtuzui
