阿纳克	anake
异物肉芽肿	yiwurouyazhong
异戊酸	yiwusuan
异物同名	yiwutongming
异戊烯	yiwuxi
异戊烯基萘醌	yiwuxijinaikun
异戊酰辅酶	yiwuxianfumei
异细胞	yixibao
已烯雌酚	yixicifen
乙烯基	yixiji
乙烯醚	yiximi
乙烯酮	yixitong
翼下颌间隙	yixiahejianxi
翼下颌注射法	yixiahezhushefa
胰腺	yixian
乙酰	yixian
乙酰氨基半乳糖	yixiananjibanrutang
乙酰氨基半乳糖苷酶	yixiananjibanrutangganmei
乙酰氨基己糖	yixiananjijitang
乙酰氨基葡烯糖	yixiananjipuxitang
乙酰胺酶	yixiananmei
乙酰半乳糖胺	yixianbanrutangan
乙酰半乳糖胺二磷酸尿苷	yixianbanrutanganerlinsuanniaogan
乙酰半乳糖胺酶	yixianbanrutanganmei
乙酰半乳糖胺脱乙酰酶	yixianbanrutangantuoyixianmei
乙酰胞壁酰五肽	yixianbaobixianwutai
乙酰丙嗪	yixianbingqin
乙酰丙酸	yixianbingsuan
乙酰丙酸盐	yixianbingsuanyan
乙酰赤藓糖鞘氨醇	yixianchixiantangqiaoanchun
胰腺创伤	yixianchuangshang
乙酰胆	yixiandan
乙酰胆碱	yixiandanjian
乙酰胆碱受体	yixiandanjianshouti
乙酰胆碱心脏停搏	yixiandanjianxinzangtingbo
乙酰胆碱酯酶	yixiandanjianzhimei
乙酰多巴胺	yixianduobaan
乙酰辅酶	yixianfumei
乙酰甘露糖胺	yixianganlutangan
乙酰甘露糖胺醇	yixianganlutanganchun
乙酰肝素酶	yixiangansumei
乙酰谷氨酸合成酶	yixianguansuanhechengmei
乙酰基	yixianji
乙酰己糖胺	yixianjitangan
乙酰己糖胺醇	yixianjitanganchun
乙酰壳己糖	yixiankejitang
乙酰酪胺	yixianlaoan
乙酰黎豆氨酸	yixianlidouansuan
乙酰磷酸盐	yixianlinsuanyan
胰腺囊肿	yixiannangzhong
胰腺脓肿	yixiannongzhong
乙酰葡糖胺	yixianputangan
乙酰葡糖胺醇	yixianputanganchun
乙酰葡糖胺磷酸转移酶	yixianputanganlinsuanzhuanyimei
乙酰葡糖胺糖苷酶	yixianputangantangganmei
乙酰葡糖胺转移酶	yixianputanganzhuanyimei
乙酰乳糖胺	yixianrutangan
乙酰乳糖胺重复结构	yixianrutanganchongfujiegou
乙酰软骨二糖	yixianruanguertang
乙酰神	yixianshen
乙酰神经氨糖酸加单氧酶	yixianshenjingantangsuanjiadanyangmei
乙酰水解酶	yixianshuijiemei
乙酰水杨酸	yixianshuiyangsuan
乙酰水杨酸盐	yixianshuiyangsuanyan
乙酰苏糖鞘氨醇	yixiansutangqiaoanchun
胰腺外瘘	yixianwailou
乙酰血糖苷脂	yixianxuetangganzhi
乙酰亚甲胱氨酸	yixianyajiaguangansuan
乙酰氧肟酸	yixianyangwosuan
乙酰乙酸	yixianyisuan
乙酰乙酸内酯	yixianyisuanneizhi
乙酰乙酸盐	yixianyisuanyan
乙酰已糖胺	yixianyitangan
胰腺异位	yixianyiwei
乙酰乙酰	yixianyixian
乙酰乙酰辅酶	yixianyixianfumei
胰腺移植	yixianyizhi
胰腺周围脓肿	yixianzhouweinongzhong
乙酰转移酶	yixianzhuanyimei
异向性病毒	yixiangxingbingdu
异形胞	yixingbao
异形孢子	yixingbaozi
乙型肝炎病毒	yixingganyanbingdu
异形红细胞症	yixinghongxibaozheng
异型抗血清	yixingkangxueqing
异型抗原	yixingkangyuan
异形配子	yixingpeizi
异形性	yixingxing
依序表达	yixubiaoda
医学感性美	yixueganxingmei
医学环境美	yixuehuanjingmei
医学技术美	yixuejishumei
医学技艺美	yixuejiyimei
医学康复	yixuekangfu
医学科学美	yixuekexuemei
医学理性美	yixuelixingmei
医学美	yixuemei
医学美感	yixuemeigan
医学美学	yixuemeixue
医学人体美	yixuerentimei
医学审美	yixueshenmei
医学审美对象	yixueshenmeiduixiang
医学审美范畴	yixueshenmeifanchou
医学审美观	yixueshenmeiguan
医学审美关系	yixueshenmeiguanxi
医学审美价值	yixueshenmeijiazhi
医学审美客体	yixueshenmeiketi
医学审美目标	yixueshenmeimubiao
医学审美能力	yixueshenmeinengli
医学审美判断	yixueshenmeipanduan
医学审美心理	yixueshenmeixinli
医学审美直觉	yixueshenmeizhijue
医学审美主体	yixueshenmeizhuti
医学遗传学	yixueyichuanxue
医学真菌学	yixuezhenjunxue
异烟肼	yiyanjing
异养	yiyang
一氧化碳血红蛋白血	yiyanghuatanxuehongdanbaixue
一氧化碳营养菌	yiyanghuatanyingyangjun
异养生物	yiyangshengwu
异养植物	yiyangzhiwu
胰液	yiye
溢液	yiye
一叶荻碱	yiyedijian
移液管吸球	yiyeguanxiqiu
异义替换	yiyitihuan
一硬二油酸甘油酯	yiyingeryousuanganyouzhi
一硬二棕榈酸甘油酯	yiyingerzonglvsuanganyouzhi
异源	yiyuan
异源倍	yiyuanbei
异源倍性	yiyuanbeixing
异源多倍	yiyuanduobei
异源多倍体	yiyuanduobeiti
异源多倍性	yiyuanduobeixing
异源联会	yiyuanlianhui
异源嵌合体	yiyuanqianheti
翼缘区	yiyuanqu
异源双链	yiyuanshuanglian
异源四倍体	yiyuansibeiti
衣原体性尿道炎	yiyuantixingniaodaoyan
异源同工酶	yiyuantonggongmei
异源性	yiyuanxing
医源性多毛症	yiyuanxingduomaozheng
胰源性腹水	yiyuanxingfushui
医源性阳萎	yiyuanxingyangwei
异源异倍体	yiyuanyibeiti
异源异倍性	yiyuanyibeixing
异蔗果三糖	yizheguosantang
已知成份培养液	yizhichengfenpeiyangye
抑制蛋白	yizhidanbai
胰脂肪酶	yizhifangmei
抑制剂	yizhiji
抑制激素	yizhijisu
抑制基因	yizhijiyin
抑制基因突变	yizhijiyintubian
抑制解除	yizhijiechu
异质结合	yizhijiehe
移植抗原	yizhikangyuan
胰脂酶	yizhimei
移植免疫	yizhimianyi
移植免疫性	yizhimianyixing
移植免疫学	yizhimianyixue
移植命名学	yizhimingmingxue
移植排斥	yizhipaichi
移植片	yizhipian
移植肾功能延迟	yizhishengongnengyanchi
移植肾活检	yizhishenhuojian
移植肾原病复发	yizhishenyuanbingfufa
异质双链	yizhishuanglian
抑制素	yizhisu
抑制肽	yizhitai
异质体	yizhiti
异质同晶	yizhitongjing
抑制物	yizhiwu
移植物	yizhiwu
移植物存活率	yizhiwucunhuolv
移植物抗宿主病	yizhiwukangsuzhubing
移植物排斥	yizhiwupaichi
抑制物缺乏学说	yizhiwuquefaxueshuo
移植物照射	yizhiwuzhaoshe
抑制细胞	yizhixibao
移植心脏复跳	yizhixinzangfutiao
抑制性激素	yizhixingjisu
异质性抗原	yizhixingkangyuan
抑制性突触	yizhixingtuchu
抑制胸腺细胞类固醇	yizhixiongxianxibaoleiguchun
抑制胸腺细胞甾类	yizhixiongxianxibaozailei
一致序列	yizhixulie
移植胰假性囊肿	yizhiyijiaxingnangzhong
移植胰胰瘘	yizhiyiyilou
移植胰胰腺炎	yizhiyiyixianyan
抑制因子	yizhiyinzi
抑制者	yizhizhe
异种材料心脏瓣膜	yizhongcailiaoxinzangbanmo
一种氮丙啶诱变剂	yizhongdanbingdingyoubianji
一种非离子型去污剂	yizhongfeilizixingquwuji
异种肺氧合	yizhongfeiyanghe
一种分子能量图	yizhongfenzinengliangtu
异种干扰	yizhongganrao
异种荷包牡丹碱	yizhonghebaomudanjian
一种肌纤维结构	yizhongjixianweijiegou
异种嫁接	yizhongjiajie
一种抗癌药	yizhongkangaiyao
一种抗凝血剂商品名	yizhongkangningxuejishangpinming
异种抗体	yizhongkangti
一种抗血凝剂	yizhongkangxueningji
一种抗叶酸物	yizhongkangyesuanwu
异种抗原	yizhongkangyuan
一种霉菌色素	yizhongmeijunsesu
一种免疫抑制剂	yizhongmianyiyizhiji
异种气管置换术	yizhongqiguanzhihuanshu
异种特异性	yizhongteyixing
异种心脏瓣膜	yizhongxinzangbanmo
异种型	yizhongxing
异种性	yizhongxing
异种牙移植术	yizhongyayizhishu
异种疫苗	yizhongyimiao
异种移植	yizhongyizhi
异种移植物	yizhongyizhiwu
一种炸药	yizhongzhayao
一种终止突变	yizhongzhongzhitubian
异种组织	yizhongzuzhi
异柱克生物质	yizhukeshengwuzhi
异株受精	yizhushoujing
乙状窦沟	yizhuangdougou
乙状窦后入路	yizhuangdouhourulu
乙状窦前入路	yizhuangdouqianrulu
乙状结肠	yizhuangjiechang
乙状结肠膀胱	yizhuangjiechangpangguang
乙状结肠膀胱扩大术	yizhuangjiechangpangguangkuodashu
乙状结肠系膜	yizhuangjiechangximo
异宗配合	yizongpeihe
蚁走感	yizougan
异族抗原	yizukangyuan
龈瓣	yinban
音必	yinbi
隐蔽剪接部位	yinbijianjiebuwei
隐蔽决定簇	yinbijuedingcu
隐蔽抗原	yinbikangyuan
隐蔽切口	yinbiqiekou
隐蔽细胞	yinbixibao
隐蔽性糖脂	yinbixingtangzhi
龈变性	yinbianxing
阴部管	yinbuguan
隐卟啉	yinbulin
印车前明碱	yincheqianmingjian
龈成形术	yinchengxingshu
隐翅虫皮炎	yinchichongpiyan
蚓垂	yinchui
阴唇系带	yinchunjidai
阴唇美容术	yinchunmeirongshu
龈袋	yindai
茚氮兰	yindanlan
阴道闭锁	yindaobisuo
阴道紧缩术	yindaojinsuoshu
阴道模具	yindaomuju
阴道皮瓣移植形成术	yindaopibanyizhixingchengshu
阴道皮片移植形成术	yindaopipianyizhixingchengshu
阴道缺如	yindaoqueru
阴道松弛	yindaosongchi
阴道狭窄	yindaoxiazhai
阴道形成术	yindaoxingchengshu
阴道再造术	yindaozaizaoshu
阴蒂包皮	yindibaopi
阴蒂切除术	yindiqiechushu
阴蒂头	yinditou
阴电性	yindianxing
印度大麻	yindudama
吲哚丁酸	yinduodingsuan
吲哚酚	yinduofen
吲哚蔺糖苷	yinduolintanggan
吲哚乙胺	yinduoyian
吲哚乙醇	yinduoyichun
吲哚乙酸	yinduoyisuan
隐耳	yiner
引发酶	yinfamei
引发体	yinfati
银汞沉着症	yingongchenzhuozheng
银汞合金	yingonghejin
龈沟	yingou
龈沟液测量仪	yingouyeceliangyi
龈沟液取样纸条	yingouyequyangzhitiao
龈谷	yingu
银桦酚	yinhuafen
隐花植物	yinhuazhiwu
银环蛇毒蛋白	yinhuanshedudanbai
印迹法	yinjifa
印迹和杂交	yinjihezajiao
银鲛肝醇	yinjiaoganchun
印戒细胞癌	yinjiexibaoai
引进种	yinjinzhong
阴茎阿米巴病	yinjingamibabing
阴茎癌前期病变	yinjingaiqianqibingbian
阴茎包涵囊肿	yinjingbaohannangzhong
阴茎勃起	yinjingboqi
阴茎成形术	yinjingchengxingshu
阴茎挫伤	yinjingcuoshang
阴茎放线菌病	yinjingfangxianjunbing
阴茎骨化	yinjingguhua
阴茎黑色素瘤	yinjingheisesuliu
阴茎坏死	yinjinghuaisi
阴茎基底细胞癌	yinjingjidixibaoai
阴茎畸形	yinjingjixing
阴茎假瘤	yinjingjialiu
阴茎绞窄	yinjingjiaozhai
阴茎截断	yinjingjieduan
阴茎结核	yinjingjiehe
阴茎结核疹	yinjingjiehezhen
阴茎近端型尿道下裂	yinjingjinduanxingniaodaoxialie
阴茎鳞状细胞癌	yinjinglinzhuangxibaoai
阴茎鳞状细胞原位癌	yinjinglinzhuangxibaoyuanweiai
隐静脉	yinjingmai
阴茎梅毒	yinjingmeidu
阴茎美容术	yinjingmeirongshu
阴茎囊肿	yinjingnangzhong
阴茎粘液样囊肿	yinjingnianyeyangnangzhong
阴茎扭转	yinjingniuzhuan
阴茎皮肤撕脱伤	yinjingpifusituoshang
阴茎皮样囊肿	yinjingpiyangnangzhong
阴茎皮脂腺囊肿	yinjingpizhixiannangzhong
阴茎前阴囊	yinjingqianyinnang
阴茎切除	yinjingqiechu
阴茎缺如	yinjingqueru
阴茎缺失	yinjingqueshi
阴茎损伤	yinjingsunshang
阴茎体	yinjingti
阴茎头	yinjingtou
阴茎头白斑病	yinjingtoubaibanbing
阴茎头型尿道上裂	yinjingtouxingniaodaoshanglie
阴茎头型尿道下裂	yinjingtouxingniaodaoxialie
阴茎脱位	yinjingtuowei
阴茎下弯	yinjingxiawan
阴茎下弯畸形	yinjingxiawanjixing
阴茎纤维性海绵体炎	yinjingxianweixinghaimiantiyan
阴茎型尿道上裂	yinjingxingniaodaoshanglie
阴茎型尿道下裂	yinjingxingniaodaoxialie
阴茎血管瘤	yinjingxueguanliu
阴茎血肿	yinjingxuezhong
阴茎异常勃起	yinjingyichangboqi
阴茎阴囊皮肤撕脱	yinjingyinnangpifusituo
阴茎阴囊象皮肿	yinjingyinnangxiangpizhong
阴茎阴囊型尿道下裂	yinjingyinnangxingniaodaoxialie
阴茎远端型尿道下裂	yinjingyuanduanxingniaodaoxialie
阴茎再造	yinjingzaizao
阴茎折断	yinjingzheduan
阴茎肿瘤	yinjingzhongliu
阴茎转位	yinjingzhuanwei
龈口炎	yinkouyan
阴离子	yinlizi
阴离子呼吸	yinlizihuxi
阴离子碱	yinlizijian
阴离子交换	yinlizijiaohuan
阴离子交换换脂	yinlizijiaohuanhuanzhi
阴离子交换剂	yinlizijiaohuanji
阴离子交换树脂	yinlizijiaohuanshuzhi
阴离子通道	yinlizitongdao
阴离子型去污剂	yinlizixingquwuji
龈瘤	yinliu
引流管	yinliuguan
龈流血指数	yinliuxuezhishu
阴毛美容术	yinmaomeirongshu
阴毛移植	yinmaoyizhi
印模材料	yinmocailiao
印模膏	yinmogao
印模糊剂	yinmohuji
印模面	yinmomian
印模石膏	yinmoshigao
印模托盘	yinmotuopan|yinmutuopan
阴囊癌	yinnangai
阴囊挫伤	yinnangcuoshang
阴囊对裂	yinnangduilie
阴囊发育不全	yinnangfayubuquan
阴囊放线菌病	yinnangfangxianjunbing
阴囊坏疽	yinnanghuaiju
阴囊畸形	yinnangjixing
阴囊角化囊肿	yinnangjiaohuanangzhong
阴囊结核	yinnangjiehe
阴囊结石	yinnangjieshi
阴囊脓肿	yinnangnongzhong
阴囊皮肤梅毒	yinnangpifumeidu
阴囊皮脂腺囊肿	yinnangpizhixiannangzhong
阴囊缺如	yinnangqueru
阴囊丝虫病	yinnangsichongbing
阴囊损伤	yinnangsunshang
阴囊象皮病	yinnangxiangpibing
阴囊血管角化瘤	yinnangxueguanjiaohualiu
阴囊血管瘤	yinnangxueguanliu
阴囊血肿	yinnangxuezhong
阴囊异位	yinnangyiwei
阴囊脂肪瘤	yinnangzhifangliu
阴囊肿瘤	yinnangzhongliu
阴囊转位	yinnangzhuanwei
隐匿阴茎	yinniyinjing
隐配基	yinpeiji
音频电疗法	yinpindianliaofa
隐品碱	yinpinjian
龈平面	yinpingmian
龈切除术	yinqiechushu
隐球菌病	yinqiujunbing
龈曲	yinqu
银染色	yinranse
龈乳头	yinrutou
龈乳头炎	yinrutouyan
茚三酮	yinsantong
龈上牙石	yinshangyashi
阴生植物	yinshengzhiwu
阴虱病	yinshibing
尹氏芦沟龙	yinshilugoulong
饮食性糖尿	yinshixingtangniao
饮水消毒剂	yinshuixiaoduji
隐酮	yintong
隐头果	yintouguo
音握	yinwo
隐窝炎	yinwoyan
引物	yinwu
引物合成酶	yinwuhechengmei
引物延伸	yinwuyanshen
引物预合成	yinwuyuhecheng
龈下刮治器	yinxiaguazhiqi
龈下刮治术	yinxiaguazhishu
龈下外形	yinxiawaixing
龈下牙石	yinxiayashi
龈线	yinxian
银屑病关节炎	yinxiebingguanjieyan
银屑病性剥脱性皮炎	yinxiebingxingbotuoxingpiyan
隐性癌基因	yinxingaijiyin
隐性化	yinxinghua
隐性脊柱裂	yinxingjizhulie
隐性颅裂	yinxinglulie
隐性梅毒	yinxingmeidu
隐性酸中毒	yinxingsuanzhongdu
龈牙单位	yinyadanwei
龈牙结合部	yinyajiehebu
龈牙纤维	yinyaxianwei
隐芽植物	yinyazhiwu
龈炎	yinyan
龈炎指数	yinyanzhishu
茵芋碱	yinyujian
龈缘高点	yinyuangaodian
龈缘高度	yinyuangaodu
龈缘突	yinyuantu
音乐电疗法	yinyuedianliaofa
音乐疗法	yinyueliaofa
因子对	yinzidui
硬癌	yingai
硬斑病	yingbanbing
瘿病	yingbing
樱草苷	yingcaogan
樱草糖	yingcaotang
硬蛋白	yingdanbai
硬腭裂	yingelie
婴儿骨皮质增生症	yingergupizhizengshengzheng
婴儿坏疽性皮炎	yingerhuaijuxingpiyan
婴儿玫瑰疹	yingermeiguizhen
婴儿鞘膜积液	yingerqiaomojiye
婴儿肾	yingershen
婴儿湿疹	yingershizhen
婴儿臀部肉芽肿	yingertunburouyazhong
婴儿趾部纤维瘤病	yingerzhibuxianweiliubing
婴儿指部纤维瘤病	yingerzhibuxianweiliubing
硬飞燕草次碱	yingfeiyancaocijian
瘿蜂	yingfeng
硬骨板	yingguban
硬骨鱼	yingguyu
硬骨鱼类	yingguyulei
荧光标记	yingguangbiaoji
荧光测定	yingguangceding
荧光测定法	yingguangcedingfa
荧光猝灭剂	yingguangcumieji
荧光蛋白	yingguangdanbai
荧光分光光度计	yingguangfenguangguangduji
荧光分光计	yingguangfenguangji
荧光分析	yingguangfenxi
荧光分子平均寿命	yingguangfenzipingjunshouming
荧光计	yingguangji
荧光抗体	yingguangkangti
荧光抗体技术	yingguangkangtijishu
荧光染料	yingguangranliao
荧光燃料	yingguangranliao
荧光色素	yingguangsesu
荧光寿命	yingguangshouming
荧光素	yingguangsu
荧光素标记抗体	yingguangsubiaojikangti
荧光素酶	yingguangsumei
荧光素如绿脓杆菌	yingguangsurulvnongganjun
荧光素荧光黄	yingguangsuyingguanghuang
荧光探针	yingguangtanzhen
荧光显微镜	yingguangxianweijing
荧光显微术	yingguangxianweishu
荧光小体	yingguangxiaoti
荧光原位杂交	yingguangyuanweizajiao
荧光自显影图	yingguangzixianyingtu
颖果	yingguo
硬红斑	yinghongban
硬化法	yinghuafa
硬化剂注入疗法	yinghuajizhuruliaofa
硬化疗法	yinghualiaofa
硬化萎缩性苔藓	yinghuaweisuoxingtaixian
硬化性胆管炎	yinghuaxingdanguanyan
硬化性骨髓炎	yinghuaxinggusuiyan
硬化性淋巴管炎	yinghuaxinglinbaguanyan
硬化性黏液水肿	yinghuaxingnianyeshuizhong
硬化性血管瘤	yinghuaxingxueguanliu
硬化性脂肪肉芽肿	yinghuaxingzhifangrouyazhong
硬化作用	yinghuazuoyong
应激反应	yingjifanying
硬脊膜	yingjimo
硬脊膜动静脉瘘	yingjimodongjingmailou
硬脊膜外脓肿	yingjimowainongzhong
硬脊膜外血肿	yingjimowaixuezhong
硬脊膜下脓肿	yingjimoxianongzhong
硬脊膜下血肿	yingjimoxiaxuezhong
应激物	yingjiwu
应激性溃疡	yingjixingkuiyang
应激性糖尿病	yingjixingtangniaobing
应激状态	yingjizhuangtai
硬节	yingjie
硬结	yingjie
应力副承托区	yinglifuchengtuoqu
应力骨折	yingliguzhe
应力缓冲器	yinglihuanchongqi
应力缓冲式桥	yinglihuanchongshiqiao
应力主承托区	yinglizhuchengtuoqu
硬鳞鱼	yinglinyu
硬鳞鱼类	yinglinyulei
硬毛钩藤碱	yingmaogoutengjian
硬膜	yingmo
硬脑膜	yingnaomo
硬脑膜动静脉瘘	yingnaomodongjingmailou
硬脑膜下水瘤	yingnaomoxiashuiliu
硬皮病	yingpibing
硬皮马勃	yingpimabo
蝇蛆病	yingqubing
硬水综合征	yingshuizonghezheng
罂粟碱	yingsujian
罂粟壳碱	yingsukejian
硬纤维瘤	yingxianweiliu
硬橡皮	yingxiangpi
影象增强显微术	yingxiangzengqiangxianweishu
蝇蕈醇	yingxunchun
蝇蕈碱	yingxunjian
蝇蕈绛素	yingxunjiangsu
营养孢囊	yingyangbaonang
营养不良性钙化	yingyangbuliangxinggaihua
营养不良性溃疡	yingyangbuliangxingkuiyang
营养不良性萎缩	yingyangbuliangxingweisuo
营养过度	yingyangguodu
营养核	yingyanghe
营养级	yingyangji
营养期噬菌体	yingyangqishijunti
营养缺乏	yingyangquefa
营养缺乏性湿疹	yingyangquefaxingshizhen
营养体杂交	yingyangtizajiao
营养物	yingyangwu
营养细胞	yingyangxibao
营养性繁殖	yingyangxingfanzhi
营养性增殖	yingyangxingzengzhi
营养叶	yingyangye
营养障碍	yingyangzhangai
营养质	yingyangzhi
营养支持	yingyangzhichi
硬叶植物	yingyezhiwu
影印培养	yingyinpeiyang
应用免疫学	yingyongmianyixue
鹰爪豆碱	yingzhaodoujian
硬脂醛	yingzhiquan
硬脂炔酸	yingzhiquesuan
硬脂四烯酸	yingzhisixisuan
硬脂酰辅酶	yingzhixianfumei
硬质小麦	yingzhixiaomai
涌动孢子	yongdongbaozi
永久充填	yongjiuchongtian
永久性结肠造口术	yongjiuxingjiechangzaokoushu
永久性种植体	yongjiuxingzhongzhiti
蛹壳	yongke
用鳍	yongqi
釉板	youban
右半结肠切除术	youbanjiechangqiechushu
油包水乳化佐剂	youbaoshuiruhuazuoji
有被小泡	youbeixiaopao
有被小窝	youbeixiaowo
有被液泡	youbeiyepao
诱变	youbian
诱变剂	youbianji
诱变性	youbianxing
诱变因素	youbianyinsu
诱变作用	youbianzuoyong
友病因子	youbingyinzi
油彩皮炎	youcaipiyan
油菜素	youcaisu
有翅成虫	youchichengchong
有翅昆虫	youchikunchong
有创压力监测	youchuangyalijiance
釉丛	youcong
有袋类动物	youdaileidongwu
诱导二	youdaoer
诱导酶	youdaomei
诱导期	youdaoqi
诱导契合理论	youdaoqihelilun
诱导前期	youdaoqianqi
诱导物	youdaowu
诱导性心脏停搏	youdaoxingxinzangtingbo
诱导抑制性	youdaoyizhixing
游动孢子	youdongbaozi
游动孢子囊	youdongbaozinang
游动胆囊	youdongdannang
游动接合孢子	youdongjiehebaozi
游动精子	youdongjingzi
游动配子	youdongpeizi
游动细胞	youdongxibao
幼儿急疹	youerjizhen
诱发变异	youfabianyi
诱发刺激	youfaciji
诱发突变	youfatubian
诱发物	youfawu
有核细胞	youhexibao
幼红细胞	youhongxibao
优化规范	youhuaguifan
疣化角化不良瘤	youhuajiaohuabuliangliu
有花植物	youhuazhiwu
优黄蒿萜酮	youhuanghaotietong
有机凝胶	youjiningjiao
有机酸代谢病	youjisuandaixiebing
有机酸尿症	youjisuanniaozheng
有机酸血症	youjisuanxuezheng
有极性基	youjixingji
有机营养生物	youjiyingyangshengwu
釉基质	youjizhi
釉结	youjie
幼茎	youjing
友菌素	youjunsu
有孔印模托盘	youkongyinmutuopan
游离端固定桥	youliduangudingqiao
游离核	youlihe
游离肌皮瓣	youlijipiban
游离基因	youlijiyin
游离碱	youlijian
游离皮瓣	youlipiban
游离皮肤移植	youlipifuyizhi
游离皮肤移植术	youlipifuyizhishu
游离酸	youlisuan
游离胰岛素	youliyidaosu
游离龈	youliyin
游离龈沟	youliyingou
游离缘	youliyuan
游离脂肪酸	youlizhifangsuan
游离组织移植术	youlizuzhiyizhishu
游离组织移植物	youlizuzhiyizhiwu
幽灵蛋白	youlingdanbai
幽灵牧场	youlingmuchang
幽门	youmen
幽门闭锁	youmenbisuo
幽门窦	youmendou
幽门梗阻	youmengengzu
幽门管溃疡	youmenguankuiyang
幽门肌切开术	youmenjiqiekaishu
幽门蹼	youmenpu
幽门前瓣膜	youmenqianbanmo
幽门狭窄	youmenxiazhai
釉面横纹	youmianhengwen
幼年黄色肉芽肿	younianhuangserouyazhong
幼年纤维腺瘤	younianxianweixianliu
幼年直肠息肉	younianzhichangxirou
尤佩罗利	youpeiluoli
有胚植物	youpeizhiwu
柚皮苷酶	youpiganmei
邮票状皮片	youpiaozhuangpipian
油漆皮炎	youqipiyan
优球蛋白	youqiudanbai
油醛脱氢酶	youquantuoqingmei
釉上皮	youshangpi
优生学	youshengxue
优势对数计分	youshiduishujifen
右室房化	youshifanghua
优势抗原	youshikangyuan
右室异常肌束	youshiyichangjishu
优势植物	youshizhiwu
有丝分	yousifen
有丝分裂	yousifenlie
有丝分裂不分离	yousifenliebufenli
有丝分裂互换	yousifenliehuhuan
有丝分裂器	yousifenlieqi
有丝分裂因子	yousifenlieyinzi
有丝分裂中心	yousifenliezhongxin
有丝分裂周期	yousifenliezhouqi
油酸	yousuan
油酸盐	yousuanyan
釉髓	yousui
有髓神经纤维	yousuishenjingxianwei
