爱之蔓	aizhiman
蛇葡萄	sheputao
佘山羊奶子	sheshanyangnaizi
蛇纹美洲豹	shewenmeizhoubao
蛇纹坦克	shewentanke
蛇纹头大胡子	shewentoudahuzi
蛇纹熊猫	shewenxiongmao
肾茶	shencha
申古斑点豹	shengubandianbao
神经索	shenjingsuo
神经外膜	shenjingwaimo
肾蕨	shenjue
神农大胡子	shennongdahuzi
神奇螺	shenqiluo
深山含笑	shenshanhanxiao
绅士鼠	shenshishu
神眼斧头	shenyanfutou
神针火箭	shenzhenhuojian
圣诞树莫丝	shengdanshumosi
省沽油	shengguyou
胜红蓟	shenghongji
生毛体	shengmaoti
生石花	shengshihua
圣塔伦	shengtalun
圣塔伦大胡子	shengtalundahuzi
圣塔伦湖	shengtalunhu
省藤	shengteng
生物区系	shengwuquxi
生长抑制剂	shengzhangyizhiji
鲺病	shibing
石蝉草	shichancao
石蟾蜍	shichanchu
石菖蒲	shichangpu
矢车菊	shicheju
十大功劳	shidagonglao
世代交替	shidaijiaoti
世代时间	shidaishijian
石刁柏	shidiaobai
石吊兰	shidiaolan
石防风	shifangfeng
食粪性	shifenxing
石果	shiguo
石斛	shihu
石胡荽	shihusui
石火丽丽	shihuolili
石碱花	shijianhua
十间雀	shijianque
什锦丁香	shijindingxiang
使君子	shijunzi
噬菌作用	shijunzuoyong
石栎	shili
石榴	shiliu
石龙芮	shilongrui
莳萝	shiluo
石楠	shinan
石南藤	shinanteng
石山巴豆	shishanbadou
湿生扁蕾	shishengbianlei
石生蓼	shishengliao
柿树科	shishuke
石粟	shisu
石蒜	shisuan
石细胞	shixibao
石仙桃	shixiantao
石香薷	shixiangru
石血	shixue
石竹	shizhu
十字苔草	shizitaicao
受精囊	shoujingnang
手掌参	shouzhangcan
树菠萝	shuboluo
输导系统	shudaoxitong
输导组织	shudaozuzhi
疏点豹	shudianbao
树锦鸡儿	shujinjier
蜀葵	shukui
鼠李	shuli
鼠李科	shulike
数量性状	shuliangxingzhuang
鼠尾草	shuweicao
鼠尾粟	shuweisu
蜀五加	shuwujia
疏叶当归	shuyedanggui
疏叶香根芹	shuyexianggenqin
薯蓣	shuyu
刷状藻	shuazhuangzao
双带鼠	shuangdaishu
双份血清	shuangfenxueqing
双核体	shuangheti
双黑斑鼠	shuangheibanshu
双花堇菜	shuanghuajincai
双夹槐	shuangjiahuai
双色鼠	shuangseshu
双悬果	shuangxuanguo
水百合	shuibaihe
水鳖	shuibie
水菜	shuicai
睡菜	shuicai
水草夹	shuicaojia
水草剪	shuicaojian
水草情迷	shuicaoqingmi
水草育成	shuicaoyucheng
水车前	shuicheqian
水葱	shuicong
水飞蓟	shuifeiji
水浮莲	shuifulian
水棘针	shuijizhen
水剑草	shuijiancao
水金凤	shuijinfeng
水晶花	shuijinghua
水晶兰	shuijinglan
水晶莫丝	shuijingmosi
水韭	shuijiu
水蕨	shuijue
水苦荬	shuikumai
水蜡树	shuilashu
睡莲	shuilian
睡莲科	shuilianke
水蓼	shuiliao
水龙	shuilong
水龙骨	shuilonggu
水马桑	shuimasang
水蔓青	shuimanqing
水毛花	shuimaohua
水蒲桃	shuiputao
水芹	shuiqin
水曲柳	shuiquliu
水筛	shuishai
水杉	shuishan
水上叶	shuishangye
水生植物	shuishengzhiwu
水虱草	shuishicao
水湿柳叶菜	shuishiliuyecai
水石榕	shuishirong
水松	shuisong
水苏	shuisu
水莎草	shuisuocao
水蓑衣	shuisuoyi
水田碎米荠	shuitiansuimiji
水天堂论坛	shuitiantangluntan
水团花	shuituanhua
水蕹	shuiweng
水翁	shuiweng
水蜈蚣	shuiwugong
水下叶	shuixiaye
水苋菜	shuixiancai
水杨梅	shuiyangmei
水芋	shuiyu
水蔗草	shuizhecao
水中叶	shuizhongye
水竹	shuizhu
水珠草	shuizhucao
水竹叶	shuizhuye
水族教科书	shuizujiaokeshu
水族田园	shuizutianyuan
顺圣	shunsheng
丝波迪宝石	sibodibaoshi
四川山矾	sichuanshanfan
四季丁香	sijidingxiang
四季桂花	sijiguihua
四季海裳	sijihaishang
四季海棠	sijihaitang
四季樱草	sijiyingcao
四季竹	sijizhu
四棱草	silengcao
丝鳍平克	siqipingke
丝鳍鼠	siqishu
丝石竹	sishizhu
四照花	sizhaohua
松虫草	songchongcao
送春花	songchunhua
松根	songgen
松蒿	songhao
松鳞	songlin
松鳞病	songlinbing
松下兰	songxialan
松叶菊	songyeju
松叶牡丹	songyemudan
溲疏	soushu
苏丹草	sudancao
宿根天人菊	sugentianrenju
苏利南鼠	sulinanshu
苏麻	suma
粟米草	sumicao
苏木	sumu
素心腊梅	suxinlamei
酸橙	suancheng
酸莓	suanmei
酸模	suanmo
酸柠檬	suanningmeng
算盘子	suanpanzi
酸性砂	suanxingsha
酸枣	suanzao
穗花蛇菰	suihuashegu
穗状花序	suizhuanghuaxu
莎草	suocao
锁洞鱼	suodongyu
索可帕	suokepa
锁阳	suoyang
塔柏	tabai
塌菜	tacai
塔库土大胡子	takutudahuzi
太白韭	taibaijiu
泰菲阿卡西	taifeiakaxi
泰菲河	taifeihe
苔垢菜	taigoucai
泰国大红花	taiguodahonghua
泰国巨鲤	taiguojuli
太空飞鼠	taikongfeishu
太空鼠	taikongshu
肽链内切酶	tailianneiqiemei
太平花	taipinghua
太平莓	taipingmei
台湾草	taiwancao
台湾泡桐	taiwanpaotong
台湾榕	taiwanrong
台湾式造景	taiwanshizaojing
台湾水韭	taiwanshuijiu
台湾相思	taiwanxiangsi
胎座	taizuo
探春	tanchun
坦干伊喀湖	tanganyikahu
坦干依喀湖	tanganyikahu
碳酸盐硬度	tansuanyanyingdu
檀香科	tanxiangke
糖粉蝴蝶	tangfenhudie
糖芥	tangjie
唐松草	tangsongcao
糖原酶	tangyuanmei
陶瓷珠	taocizhu
桃金娘	taojinniang
桃色忍冬	taoserendong
桃叶珊瑚	taoyeshanhu
特殊转导	teshuzhuandao
藤五加	tengwujia
嚏根草	tigencao
甜菜	tiancai
甜橙	tiancheng
天冬	tiandong
天冬草	tiandongcao
甜瓜	tiangua
天河液肥	tianheyefei
天胡荽	tianhusui
天麻	tianma
田麻	tianma
天门冬	tianmendong
天名精	tianmingjing
天目木姜子	tianmumujiangzi
天目琼花	tianmuqionghua
天南星	tiannanxing
天女花	tiannvhua
天女木兰	tiannvmulan
天然河砂	tianranhesha
天使鼠	tianshishu
甜甜圈坦克	tiantianquantanke
天仙果	tianxianguo
天仙子	tianxianzi
田旋花	tianxuanhua
甜叶菊	tianyeju
天野尚	tianyeshang
天鱼论坛	tianyuluntan
天鱼沙龙	tianyushalong
天竺桂	tianzhugui
天竺葵	tianzhukui
田字草	tianzicao
条间部	tiaojianbu
调节基因	tiaojiejiyin
条金灯	tiaojindeng
跳鲈	tiaolu
条纹金老虎	tiaowenjinlaohu
铁刀木	tiedaomu
铁灯兔耳风	tiedengtuerfeng
铁肥	tiefei
贴梗海棠	tiegenghaitang
铁海棠	tiehaitang
铁皇冠	tiehuangguan
铁甲紫罗兰	tiejiaziluolan
铁马鞭	tiemabian
铁扫帚	tiesaozhou
铁色草	tiesecao
铁色箭	tiesejian
铁苋菜	tiexiancai
铁线莲	tiexianlian
铁仔	tiezai
庭菖蒲	tingchangpu
鞓红	tinghong
葶苈	tingli
同步培养	tongbupeiyang
铜锤草	tongchuicao
铜锤玉带草	tongchuiyudaicao
同核体	tongheti
通气组织	tongqizuzhi
通脱木	tongtuomu
同形配子	tongxingpeizi
同种抗体	tongzhongkangti
同种抗原	tongzhongkangyuan
同种免疫	tongzhongmianyi
同宗配合	tongzongpeihe
头洞症	toudongzheng
透骨草	tougucao
透茎冷水花	toujinglengshuihua
投肯河黄珍珠	toukenhehuangzhenzhu
透明斑	toumingban
透明包菜	toumingbaocai
土当归	tudanggui
土丁桂	tudinggui
土豆直升机	tudouzhishengji
兔儿伞	tuersan
土茯苓	tufuling
土荆芥	tujingjie
菟葵	tukui
土圞儿	tuluaner
土木香	tumuxiang
土牛膝	tuniuxi
土壤微生物	turangweishengwu
土人参	turencan|turenshen
土沈香	tushenxiang
吐丝器	tusiqi
图腾老虎	tutenglaohu
凸型造景	tuxingzaojing
臀棘	tunji
橐吾	tuowu
挖耳草	waercao
瓦氏呼吸器	washihuxiqi
瓦松	wasong
娃娃鼠	wawashu
瓦韦	wawei
外颚叶	waieye
外菌幕	waijunmu
外来种	wailaizhong
外髓	waisui
外咽片	waiyanpian
晚花杨	wanhuayang
碗莲	wanlian
万年春	wannianchun
万年蒿	wannianhao
万年青	wannianqing
顽皮豹	wanpibao
顽皮豹鼠	wanpibaoshu
万寿菊	wanshouju
万天石	wantianshi
晚香玉	wanxiangyu
网草	wangcao
望春花	wangchunhua
网格大胡子	wanggedahuzi
王瓜	wanggua
王莲	wanglian
网球花	wangqiuhua
网鼠	wangshu
网尾鱼	wangweiyu
尾点灯	weidiandeng
维管束	weiguanshu
威罕	weihan
尾花细辛	weihuaxixin
维吉塔	weijita
尾孔	weikong
薇拉西黑钻	weilaxiheizuan
微量元素缺乏	weiliangyuansuquefa
委陵菜	weilingcai
威灵仙	weilingxian
卫茅	weimao
卫矛	weimao
卫矛科	weimaoke
微毛柃	weimaoling
委内瑞拉蝴蝶	weineiruilahudie
微气管	weiqiguan
萎蕤	weirui
喂食栏	weishilan
围食膜	weishimo
维塔塔老虎	weitatalaohu
围心窦	weixindou
尾叶桉	weiyean
围蛹	weiyong
魏兹曼鼠	weizimanshu
稳定化选择	wendinghuaxuanze
温度感觉	wenduganjue
文冠果	wenguanguo
温和噬菌体	wenheshijunti
问荆	wenjing
纹孔	wenkong
蚊母树	wenmushu
温拿老鼠斑	wennalaoshuban
文殊兰	wenshulan
文心兰	wenxinlan
温郁金	wenyujin
文竹	wenzhu
蚊子草	wenzicao
蕹菜	wengcai
渥丹	wodan
莴苣	woju
无孢子生殖	wubaozishengzhi
无柄卫矛	wubingweimao
五彩石竹	wucaishizhu
五彩铁	wucaitie
五彩芋	wucaiyu
乌饭果	wufanguo
无梗五加	wugengwujia
蜈蚣兰	wugonglan
无花果	wuhuaguo
无患子	wuhuanzi
无患子科	wuhuanzike
五加	wujia
五加科	wujiake
芜菁	wujing
无茎	wujing
无茎草	wujingcao
芜菁甘蓝	wujingganlan
乌韭	wujiu
乌桕	wujiu
无菌培养	wujunpeiyang
乌卡雅莉虎纹	wukayalihuwen
乌蔹莓	wulianmei
乌蔹莓五加	wulianmeiwujia
乌麦	wumai
五色梅	wusemei
五色苋	wusexian
午时花	wushihua
雾水葛	wushuige
乌苏里黄芩	wusulihuangqin
乌苏里鼠李	wusulishuli
乌苏里瓦韦	wusuliwawei
梧桐科	wutongke
乌头	wutou
乌头属	wutoushu
勿忘草	wuwangcao
五味泥	wuweini
五味土	wuweitu
五味子	wuweizi
无效等位基因	wuxiaodengweijiyin
无性孢子	wuxingbaozi
乌药	wuyao
五叶地锦	wuyedijin
无印蛇鱼	wuyinsheyu
五月艾	wuyueai
五爪龙	wuzhaolong
五指柑	wuzhigan
吴茱萸	wuzhuyu
细胞激动素	xibaojidongsu
细胞介导免疫	xibaojiedaomianyi
细胞溶解	xibaorongjie
细胞质基因	xibaozhijiyin
西伯利亚杏	xiboliyaxing
西府海棠	xifuhaitang
西葫芦	xihulu
膝节	xijie
锡兰鱂	xilanjiang
希美莉	ximeili
希美丽	ximeili
菥蓂	ximi
喜树	xishu
溪荪	xisun
洗提液	xitiye
豨莶	xixian
细辛	xixin
细雪大胡子	xixuedahuzi
西洋参	xiyangshen
细叶变叶木	xiyebianyemu
细叶锦鸡儿	xiyejinjier
细叶榕	xiyerong
细叶铁	xiyetie
细叶铁皇冠	xiyetiehuangguan
细叶小檗	xiyexiaobo
细叶沿阶草	xiyeyanjiecao
细叶紫薇	xiyeziwei
细轴芫花	xizhouyuanhua
细柱柳	xizhuliu
夏孢子堆	xiabaozidui
霞草	xiacao
虾脊兰	xiajilan
夏枯草	xiakucao
夏威夷草	xiaweiyicao
下颜	xiayan
狭叶朴	xiayepu
虾衣花	xiayihua
夏蛰	xiazhe
夏至草	xiazhicao
仙白草	xianbaicao
鲜黄连	xianhuanglian
仙客来	xiankelai
仙茅	xianmao
仙人笔	xianrenbi
仙桃草	xiantaocao
限制因子	xianzhiyinzi
香柏	xiangbai
香茶菜	xiangchacai
香椿	xiangchun
香附子	xiangfuzi
橡胶榕	xiangjiaorong
香堇菜	xiangjincai
香蓼	xiangliao
香鳞	xianglin
降龙草	xianglongcao
象皮病	xiangpibing
香蒲	xiangpu
香芹	xiangqin
香青	xiangqing
香薷	xiangru
香豌豆	xiangwandou
香豌豆花	xiangwandouhua
香雪兰	xiangxuelan
香雪球	xiangxueqiu
象牙红	xiangyahong
香杨	xiangyang
香叶天竺葵	xiangyetianzhukui
香樟	xiangzhang
小包菜	xiaobaocai
小孢子囊	xiaobaozinang
小檗	xiaobo
小苍兰	xiaocanglan
小柴胡	xiaochaihu
小巢菜	xiaochaocai
小丑老虎	xiaochoulaohu
小丑珍珠	xiaochouzhenzhu
小丑钻	xiaochouzuan
消肚	xiaodu
小对叶	xiaoduiye
小梗	xiaogeng
小榖精	xiaogujing
小葫芦	xiaohulu
硝化石	xiaohuashi
小花溲疏	xiaohuasoushu
小黄后	xiaohuanghou
小楷槭	xiaokaiqi
小喇叭扩散器	xiaolabakuosanqi
小连翘	xiaolianqiao
小露兜	xiaoludou
小毛茛	xiaomaogen
小木通	xiaomutong
小青南瓜	xiaoqingnangua
小青杨	xiaoqingyang
硝酸苯汞	xiaosuanbengong
小甜甜鼠	xiaotiantianshu
小叶杜英	xiaoyeduying
笑靥花	xiaoyehua
小叶黄杨	xiaoyehuangyang
小叶锦鸡儿	xiaoyejinjier
小叶榄仁	xiaoyelanren
小叶朴	xiaoyepu
小叶鼠李	xiaoyeshuli
小叶野决明	xiaoyeyejueming
小玉满天星	xiaoyumantianxing
小鸢尾	xiaoyuanwei
小圆叶	xiaoyuanye
小箦藻	xiaozezao
薤白	xiebai
缬草	xiecao
协同因子	xietongyinzi
蝎子草	xiezicao
新菠萝女王	xinboluonvwang
辛谷食人鱼	xingushirenyu
新黑熊猫	xinheixiongmao
辛加平颌鳉	xinjiapinghejiang
心皮	xinpi
鑫品水族	xinpinshuizu
新熊猫	xinxiongmao
辛夷	xinyi
兴安白芷	xinganbaizhi
兴安胡枝子	xinganhuzhizi
兴安落叶松	xinganluoyesong
兴安升麻	xinganshengma
荇菜	xingcai
莕菜	xingcai
星点木	xingdianmu
星毛珍珠梅	xingmaozhenzhumei
星星草	xingxingcao
性因子	xingyinzi
熊猫黑云	xiongmaoheiyun
熊猫雪球	xiongmaoxueqiu
雄蕊	xiongrui
雄性不育	xiongxingbuyu
休眠孢子	xiumianbaozi
绣球	xiuqiu
绣球绣线菊	xiuqiuxiuxianju
徐长卿	xuchangqing
续随子	xusuizi
萱草	xuancao
旋覆花	xuanfuhua
悬浮培养	xuanfupeiyang
悬钩子	xuangouzi
旋花	xuanhua
悬铃木	xuanlingmu
悬铃木科	xuanlingmuke
玄参	xuanshen
玄参科	xuanshenke
旋蒴苣苔	xuanshuojutai
选择通透性	xuanzetongtouxing
选择性培养基	xuanzexingpeiyangji
血斑大胡子	xuebandahuzi
雪斑达摩	xuebandamo
雪滴花	xuedihua
雪花棋盘	xuehuaqipan
血见愁	xuejianchou
雪柳	xueliu
血鳍灯	xueqideng
雪球大胡子	xueqiudahuzi
雪松	xuesong
血桐	xuetong
雪钻达摩	xuezuandamo
训饵	xuner
雅柏	yabai
亚邦那	yabangna
鸦椿卫矛	yachunweimao
鸦葱	yacong
鸦胆子	yadanzi
鸭儿芹	yaerqin
芽管	yaguan
鸭脚木	yajiaomu
亚马逊大胡子	yamaxundahuzi
亚前缘脉	yaqianyuanmai
鸭舌草	yashecao
芽生	yasheng
亚属	yashu
芽殖	yazhi
鸭跖草	yazhicao
亚洲红鼻	yazhouhongbi
鸭嘴花	yazuihua
岩败酱	yanbaijiang
眼斑豹鼠	yanbanbaoshu
烟草花叶病毒	yancaohuayebingdu
岩风	yanfeng
盐肤木	yanfumu
烟管蓟	yanguanji
岩茴香	yanhuixiang
岩藿香	yanhuoxiang
沿阶草	yanjiecao
雁来红	yanlaihong
燕麦草	yanmaicao
岩蔷薇	yanqiangwei
岩青兰	yanqinglan
烟圈鼠	yanquanshu
艳山姜	yanshanjiang
盐生植物	yanshengzhiwu
盐酸硫胺素	yansuanliuansu
芫荽	yansui
芫荽叶	yansuiye
焰尾灯	yanweideng
燕尾兰	yanweilan
燕尾棋盘	yanweiqipan
胭脂花	yanzhihua
胭脂鼠	yanzhishu
眼子菜	yanzicai
羊耳菊	yangerju
羊耳蒜	yangersuan
羊红膻	yanghongshan
氧化磷酸化	yanghualinsuanhua
洋蓟	yangji
羊角槭	yangjiaoqi
羊角藤	yangjiaoteng
洋梨	yangli
阳离子电泳	yanglizidianyong
杨柳科	yangliuke
羊舌树	yangsheshu
洋水仙	yangshuixian
洋桃	yangtao
羊蹄	yangti
羊蹄甲	yangtijia
杨桐	yangtong
洋紫荆	yangzijing
药绿柴	yaolvchai
野艾	yeai
叶柄	yebing
野大豆	yedadou
叶底红	yedihong
叶底珠	yedizhu
野凤仙花	yefengxianhua
野风信子	yefengxinzi
野葛	yege
野菰	yegu
野海椒	yehaijiao
叶痕	yehen
野花椒	yehuajiao
野火球	yehuoqiu
液剂	yeji
野韭菜	yejiucai
野菊	yeju
野菱	yeling
夜落金钱	yeluojinqian
叶绿体基粒	yelvtijili
叶脉	yemai
野茉莉科	yemolike
野木瓜	yemugua
液泡膜	yepaomo
液泡形成体	yepaoxingchengti
野漆树	yeqishu
野蔷薇	yeqiangwei
叶鞘	yeqiao
野荞麦	yeqiaomai
野山楂	yeshanzha
叶上珠	yeshangzhu
野生种	yeshengzhong
野黍	yeshu
野塘蒿	yetanghao
野梧桐	yewutong
野西瓜苗	yexiguamiao
叶下珠	yexiazhu
叶镶嵌	yexiangqian
夜香树	yexiangshu
野燕麦	yeyanmai
野罂粟	yeyingsu
野芋	yeyu
叶原基	yeyuanji
叶枕	yezhen
野芝麻	yezhima
叶轴	yezhou
叶子花	yezihua
异倍体	yibeiti
异丙威	yibingwei
宜昌荚蒾	yichangjiami
遗传重组	yichuanchongzu
遗传工程学	yichuangongchengxue
一串红	yichuanhong
遗传平衡	yichuanpingheng
一点红	yidianhong
异核体	yiheti
缢痕	yihen
一间鼠	yijianshu
薏景堂	yijingtang
伊朗紫硬胶	yilangziyingjiao
伊乐藻	yilezao
伊莉莉扁头	yililibiantou
溢流式过滤	yiliushiguolv
移码突变	yimatubian
益母草	yimucao
一年蓬	yinianpeng
一品红	yipinhong
乙炔喷灯	yiquependeng
异染粒	yiranli
异染色质	yiransezhi
依斯帕瑞鼠	yisiparuishu
易位子	yiweizi
异物同名	yiwutongming
一线跳鲈	yixiantiaolu
一线银板	yixianyinban
异叶败酱	yiyebaijiang
一叶萩	yiyeqiu
一枝黄花	yizhihuanghua
异种抗体	yizhongkangti
异种抗原	yizhongkangyuan
异宗配合	yizongpeihe
银边翠	yinbiancui
银翅鼠	yinchishu
印地安鼠	yindianshu
印第安鼠	yindianshu
阴地蕨	yindijue
银粉背蕨	yinfenbeijue
银光大暴牙	yinguangdabaoya
银桂	yingui
银合欢	yinhehuan
银河虬髯客	yinheqiuranke
银河坦克	yinhetanke
银河雪钻达摩	yinhexuezuandamo
银桦	yinhua
银花蝙蝠	yinhuabianfu
银花溅水鱼	yinhuajianshuiyu
隐花植物	yinhuazhiwu
银灰大胡子	yinhuidahuzi
引进种	yinjinzhong
银蓝灯	yinlandeng
阴离子树脂	yinlizishuzhi
银莲花	yinlianhua
银鳞灯	yinlindeng
银槭	yinqi
银杉	yinshan
银铜鲫	yintongji
阴香	yinxiang
银杏	yinxing
阴行草	yinxingcao
银星海棠	yinxinghaitang
银杏树	yinxingshu
茵芋	yinyu
银钻坦克	yinzuantanke
迎春	yingchun
迎春花	yingchunhua
应春花	yingchunhua
英哥鼠	yinggeshu
硬骨凌霄	yinggulingxiao
缨绒花	yingronghua
映山红	yingshanhong
营养孢囊	yingyangbaonang
营养期噬菌体	yingyangqishijunti
鹰爪枫	yingzhaofeng
硬质早熟禾	yingzhizaoshuhe
蝇子草	yingzicao
鼬瓣花	youbanhua
有柄石韦	youbingshiwei
游草	youcao
油茶	youcha
游动孢子	youdongbaozi
游动孢子囊	youdongbaozinang
游动精子	youdongjingzi
游动配子	youdongpeizi
诱发突变	youfatubian
诱发物	youfawu
幽芥	youjie
有茎草	youjingcao
游离基因	youlijiyin
莜麦	youmai
油杉	youshan
油松	yousong
优昙花	youtanhua
油桐	youtong
蚴蜕	youtui
有性繁殖	youxingfanzhi
幼叶铁皇冠	youyetiehuangguan
鱼鳔槐	yubiaohuai
玉蝉花	yuchanhua
玉芙蓉	yufurong
鱼骨葵	yugukui
雨久花	yujiuhua
玉兰	yulan
郁李	yuli
玉铃花	yulinghua
羽毛枫	yumaofeng
虞美人	yumeiren
玉美人	yumeiren
玉米尖	yumijian
鱼木	yumu
玉盘盂	yupanyu
愈伤组织	yushangzuzhi
雨树	yushu
榆树	yushu
鱼尾葵	yuweikui
鱼腥草	yuxingcao
玉绣球	yuxiuqiu
鱼眼草	yuyancao
榆叶梅	yuyemei
羽叶三七	yuyesanqi
羽衣飞燕子	yuyifeiyanzi
羽衣甘蓝	yuyiganlan
玉簪	yuzan
玉竹	yuzhu
圆柏	yuanbai
圆瓣冷水花	yuanbanlengshuihua
元宝草	yuanbaocao
元宝槭	yuanbaoqi
原生木质部	yuanshengmuzhibu
原生质体	yuanshengzhiti
原噬菌体	yuanshijunti
鸢尾	yuanwei
鸢尾属	yuanweishu
鸳鸯茉莉	yuanyangmoli
圆叶碱毛茛	yuanyejianmaogen
圆叶茅膏菜	yuanyemaogaocai
圆叶乌桕	yuanyewujiu
远志	yuanzhi
原植体	yuanzhiti
月光花	yueguanghua
月光鼠	yueguangshu
月桂	yuegui
岳桦	yuehua
月季	yueji
月季花	yuejihua
月见草	yuejiancao
越南箦藻	yuenanzezao
月月红	yueyuehong
云斑老虎	yunbanlaohu
云豹坦克	yunbaotanke
云豆	yundou
云木香	yunmuxiang
云南松	yunnansong
云南五叶参	yunnanwuyecan
云南油杉	yunnanyoushan
云杉	yunshan
云实	yunshi
云石燕子	yunshiyanzi
芸苔	yuntai
芸香	yunxiang
芸香科	yunxiangke
杂二聚体	zaerjuti
载色体	zaiseti
早花忍冬	zaohuarendong
皂荚	zaojia
早锦带花	zaojindaihua
蚤缀	zaozhui
泽兰	zelan
泽漆	zeqi
泽泻	zexie
箦藻	zezao
增色效应	zengsexiaoying
栅网	zhawang
窄叶南蛇藤	zhaiyenansheteng
窄叶绣线菊	zhaiyexiuxianju
战狗斗鱼	zhangoudouyu
粘鸟胶	zhanniaojiao
獐耳细辛	zhangerxixin
长角果	zhangjiaoguo
樟科	zhangke
杖藜	zhangli
樟梨	zhangli
樟树	zhangshu
獐牙菜	zhangyacai
掌叶半夏	zhangyebanxia
长叶榧树	zhangyefeishu
长叶榕	zhangyerong
沼生水马齿	zhaoshengshuimachi
爪哇莫丝	zhaowamosi
浙江过路黄	zhejiangguoluhuang
浙江铃子香	zhejianglingzixiang
哲曼宁黑芝麻	zhemanningheizhima
柘树	zheshu
针叶皇冠	zhenyehuangguan
珍珠菜	zhenzhucai
珍珠达摩	zhenzhudamo
珍珠黑金刚	zhenzhuheijingang
珍珠花	zhenzhuhua
珍珠溅水鱼	zhenzhujianshuiyu
珍珠鳉	zhenzhujiang
珍珠莲	zhenzhulian
珍珠满天星	zhenzhumantianxing
珍珠梅	zhenzhumei
珍珠钻琴尾	zhenzhuzuanqinwei
蒸发计	zhengfaji
正黑翅豹鼠	zhengheichibaoshu
蒸气发生器	zhengqifashengqi
蒸腾作用	zhengtengzuoyong
正铁血红素	zhengtiexuehongsu
知风草	zhifengcao
枳椇	zhiju
直立百部	zhilibaibu
脂鲤科	zhilike
芝麻菜	zhimacai
芝麻大胡子	zhimadahuzi
芝麻黑珍珠	zhimaheizhenzhu
芝麻鼠	zhimashu
质膜	zhimo
知母	zhimu
质配	zhipei
植物激素	zhiwujisu
植物检疫	zhiwujianyi
植物抗毒素	zhiwukangdusu
植物起源	zhiwuqiyuan
植物区系	zhiwuquxi
植物群落	zhiwuqunluo
植物杀菌素	zhiwushajunsu
植物遗传学	zhiwuyichuanxue
植物栽培	zhiwuzaipei
蜘蛛抱蛋	zhizhubaodan
蜘蛛兰	zhizhulan
支柱蓼	zhizhuliao
栀子	zhizi
栀子花	zhizihua
重瓣榆叶梅	zhongbanyuyemei
肿柄菊	zhongbingju
中部受精	zhongbushoujing
中东杨	zhongdongyang
中国繁缕	zhongguofanlv
中国水仙	zhongguoshuixian
中国银鲤	zhongguoyinli
中华猕猴桃	zhonghuamihoutao
中华石楠	zhonghuashinan
中华蹄盖蕨	zhonghuatigaijue
中间代谢	zhongjiandaixie
中景草	zhongjingcao
中麻黄	zhongmahuang
种群密度	zhongqunmidu
中生植物	zhongshengzhiwu
重退火	zhongtuihuo
中心质体	zhongxinzhiti
中胸	zhongxiong
中胸背板	zhongxiongbeiban
中胸腹板	zhongxiongfuban
中箦藻	zhongzezao
终止因子	zhongzhiyinzi
中柱鞘	zhongzhuqiao
肘脉	zhoumai
周皮	zhoupi
周韧维管束	zhourenweiguanshu
皱叶变豆菜	zhouyebiandoucai
皱叶狗尾草	zhouyegouweicao
皱叶鼠李	zhouyeshuli
周质	zhouzhi
竹柏	zhubai
朱顶红	zhudinghong
朱顶兰	zhudinglan
诸葛菜	zhugecai
朱蕉	zhujiao
竹节参	zhujiecan|zhujieshen
朱槿	zhujin
珠孔受精	zhukongshoujing
朱兰	zhulan
猪笼草	zhulongcao
朱栾	zhuluan
苎麻	zhuma
猪毛菜	zhumaocai
朱砂根	zhushagen
猪屎豆	zhushidou
柱头	zhutou
猪血糕坦克	zhuxuegaotanke
猪牙花	zhuyahua
珠芽蓼	zhuyaliao
猪殃殃	zhuyangyang
竹叶柴胡	zhuyechaihu
竹叶椒	zhuyejiao
竹叶兰	zhuyelan
竹叶子	zhuyezi
珠子参	zhuzican|zhuzishen
砖子苗	zhuanzimiao
壮干海枣	zhuangganhaizao
锥虫蓝	zhuichonglan
追骨风	zhuigufeng
锥栗	zhuili
紫八宝	zibabao
紫斑达摩	zibandamo
紫斑马	zibanma
紫背万年青	zibeiwannianqing
紫草	zicao
紫丁香	zidingxiang
紫椴	ziduan
紫萼	zie
子房	zifang
紫花地丁	zihuadiding
紫花络石	zihualuoshi
紫花前胡	zihuaqianhu
紫花卫矛	zihuaweimao
