阿贝聚光镜	abeijuguangjing
中间砖贮仓	zhongjianzhuanzhucang
中间状态	zhongjianzhuangtai
中间状氧化铝	zhongjianzhuangyanghualv
中间组	zhongjianzu
重浇巴比合金	zhongjiaobabihejin
重焦油	zhongjiaoyou
重浇铸	zhongjiaozhu
终结反应	zhongjiefanying
重介质	zhongjiezhi
重介质分选	zhongjiezhifenxuan
重介质分选机	zhongjiezhifenxuanji
重介质粘度	zhongjiezhiniandu
重介质洗矿筒	zhongjiezhixikuangtong
重介质选矿	zhongjiezhixuankuang
重介质选矿机	zhongjiezhixuankuangji
重介质旋流器	zhongjiezhixuanliuqi
重介质选筛	zhongjiezhixuanshai
重金属	zhongjinshu
重晶石	zhongjingshi
重卷	zhongjuan
重卷机	zhongjuanji
钟壳黄铜合金	zhongkehuangtonghejin
中肯元件	zhongkenyuanjian
中空电极	zhongkongdianji
中空钢	zhongkonggang
重空穴	zhongkongxue
中空轴	zhongkongzhou
钟口接头	zhongkoujietou
中口径	zhongkoujing
中跨	zhongkua
中块煤	zhongkuaimei
中矿	zhongkuang
终冷工段	zhonglenggongduan
重冷设备	zhonglengshebei
重力测定	zhongliceding
重力沉降槽	zhonglichenjiangcao
重力传送辊	zhonglichuansonggun
重力传送辊道	zhonglichuansonggundao
重力分选	zhonglifenxuan
重力高差	zhongligaocha
重力给料	zhongligeiliao
重力给料机	zhongligeiliaoji
重力给料装置	zhongligeiliaozhuangzhi
重力过滤器	zhongliguolvqi
重力滑槽	zhonglihuacao
重力滑移	zhonglihuayi
重力混合机	zhonglihunheji
重力加载	zhonglijiazai
重力浇注铸造	zhonglijiaozhuzhuzao
重力精矿	zhonglijingkuang
重力流动	zhongliliudong
重力落锤	zhongliluochui
重力偏析	zhonglipianxi
重力平衡	zhonglipingheng
重力破碎机	zhongliposuiji
重沥青	zhongliqing
中沥青	zhongliqing
重力烧结	zhonglishaojie
重力式电弧焊	zhonglishidianhuhan
重力式结合墙	zhonglishijieheqiang
重力试验	zhonglishiyan
重力收尘器	zhonglishouchenqi
重力水	zhonglishui
重力送料槽	zhonglisongliaocao
重力位置	zhongliweizhi
重力蓄力器	zhonglixuliqi
重力蓄压器	zhonglixuyaqi
重力选矿	zhonglixuankuang
重力选矿法	zhonglixuankuangfa
中粒玄武岩	zhonglixuanwuyan
重力压头	zhongliyatou
重力仪器	zhongliyiqi
重力运输	zhongliyunshu
重力运输机	zhongliyunshuji
重力爪	zhonglizhao
重力铸造	zhonglizhuzao
重力装料	zhonglizhuangliao
重敛缝	zhonglianfeng
重炼生铁	zhonglianshengtie
重联运行	zhonglianyunxing
重梁	zhongliang
重量百分比	zhongliangbaifenbi
重量百分数	zhongliangbaifenshu
重量包安阀	zhongliangbaoanfa
重量比例配混	zhongliangbilipeihun
重量不足	zhongliangbuzu
重量测定法	zhongliangcedingfa
重量差	zhongliangcha
重量定量分析	zhongliangdingliangfenxi
重量分布	zhongliangfenbu
重量分级机	zhongliangfenjiji
重量分数	zhongliangfenshu
重量分析测定	zhongliangfenxiceding
重量分析法	zhongliangfenxifa
重量浮液	zhongliangfuye
重量环	zhonglianghuan
重量计	zhongliangji
重量记录器	zhongliangjiluqi
重量减少	zhongliangjianshao
重量控制	zhongliangkongzhi
重量控制器	zhongliangkongzhiqi
重量流量	zhongliangliuliang
重量浓度	zhongliangnongdu
重量配料	zhongliangpeiliao
重量配料法	zhongliangpeiliaofa
重量平均直径	zhongliangpingjunzhijing
重量速率	zhongliangsulv
重量损失	zhongliangsunshi
重量损失法	zhongliangsunshifa
重量威力	zhongliangweili
重量温度比	zhongliangwendubi
重量增加	zhongliangzengjia
重量指示器	zhongliangzhishiqi
重量装粉法	zhongliangzhuangfenfa
重料车	zhongliaoche
终了温度	zhongliaowendu
中磷生铁	zhonglinshengtie
重馏分	zhongliufen
钟帽	zhongmao
重没燃烧器	zhongmeiranshaoqi
中煤重量校正	zhongmeizhongliangjiaozheng
重模	zhongmo
终磨	zhongmo
重模溶液	zhongmorongye
仲钼酸	zhongmusuan
仲钼酸铵	zhongmusuanan
仲钼酸盐	zhongmusuanyan
重铌钽矿	zhongnitankuang
中粘结性煤	zhongnianjiexingmei
重粘土	zhongniantu
中频带频率	zhongpindaipinlv
中频电路	zhongpindianlu
中频感应电炉	zhongpinganyingdianlu
中频感应炉	zhongpinganyinglu
中铅黄钢	zhongqianhuanggang
中强粘力型砂	zhongqiangzhanlixingsha
重屈折性	zhongquzhexing
重圈	zhongquan
仲醛	zhongquan
重绕	zhongrao
重绕时间	zhongraoshijian
重熔法	zhongrongfa
重溶剂	zhongrongji
重熔精炼	zhongrongjinglian
重润滑油	zhongrunhuayou
中砂轮	zhongshalun
重烧	zhongshao
重烧白云石	zhongshaobaiyunshi
重烧材料	zhongshaocailiao
重烧机	zhongshaoji
中烧耐火制品	zhongshaonaihuozhipin
钟式挡板	zhongshidangban
中式盐	zhongshiyan
重水反应堆	zhongshuifanyingdui
终速	zhongsu
中速齿轮	zhongsuchilun
中速飞机	zhongsufeiji
中速干燥	zhongsuganzao
仲酸	zhongsuan
中碎	zhongsui
中碳	zhongtan
中碳钢	zhongtangang
中碳钢丝	zhongtangangsi
中碳结构钢	zhongtanjiegougang
重碳酸盐	zhongtansuanyan
重钽铁矿	zhongtantiekuang
中碳铸钢	zhongtanzhugang
重调电流	zhongtiaodianliu
重调时间	zhongtiaoshijian
重调装置	zhongtiaozhuangzhi
钟铜	zhongtong
重同位素	zhongtongweisu
中位值	zhongweizhi
中温回火	zhongwenhuihuo
中瘟粘土砖	zhongwenniantuzhuan
中温烧成石灰	zhongwenshaochengshihui
中温烧成砖	zhongwenshaochengzhuan
中温退火	zhongwentuihuo
重物砝码加权	zhongwufamajiaquan
重钨基合金	zhongwujihejin
仲钨酸	zhongwusuan
仲钨酸钠	zhongwusuanna
仲钨酸盐	zhongwusuanyan
仲钨酸盐晶体	zhongwusuanyanjingti
中锡焊料	zhongxihanliao
中洗煤	zhongximei
重稀土	zhongxitu
中稀土	zhongxitu
重线捆	zhongxiankun
中线性	zhongxianxing
中线直径	zhongxianzhijing
中线桩	zhongxianzhuang
重象	zhongxiang
重相	zhongxiang
中箱	zhongxiang
重相出口	zhongxiangchukou
重相入口	zhongxiangrukou
中小型坯	zhongxiaoxingpi
中心表示	zhongxinbiaoshi
中心表现	zhongxinbiaoxian
中心标线	zhongxinbiaoxian
中心层线	zhongxincengxian
中心齿轮	zhongxinchilun
中心冲击	zhongxinchongji
中心抽头	zhongxinchoutou
中心传动	zhongxinchuandong
中心打壳	zhongxindake
中心带	zhongxindai
中心导体磁化	zhongxindaoticihua
中心电极	zhongxindianji
中心电站	zhongxindianzhan
中心对称类	zhongxinduichenlei
重心法	zhongxinfa
中心分流砖	zhongxinfenliuzhuan
重心高	zhongxingao
中心罐	zhongxinguan
中心管道现象	zhongxinguandaoxianxiang
中心光线锥	zhongxinguangxianzhui
重心规则	zhongxinguize
中心荷载	zhongxinhezai
中锌黄铜	zhongxinhuangtong
仲辛基	zhongxinji
中心记号	zhongxinjihao
中心计算装置	zhongxinjisuanzhuangzhi
中心加料	zhongxinjialiao
中心件	zhongxinjian
中心监控板	zhongxinjiankongban
中心浇焊焊缝	zhongxinjiaohanhanfeng
中心浇口	zhongxinjiaokou
中心进料孔	zhongxinjinliaokong
中心晶格	zhongxinjingge
中心距离	zhongxinjuli
中心孔腔	zhongxinkongqiang
中心孔式喷嘴	zhongxinkongshipenzui
中心孔隙	zhongxinkongxi
中心跨距	zhongxinkuaju
中心立轴	zhongxinlizhou
中心联接器	zhongxinlianjieqi
中心料柱	zhongxinliaozhu
中心裂纹	zhongxinliewen
中心裂纹试样	zhongxinliewenshiyang
中心零位仪表	zhongxinlingweiyibiao
中心流钢砖	zhongxinliugangzhuan
中心炉底出钢	zhongxinludichugang
中心冒口	zhongxinmaokou
中心煤气流	zhongxinmeiqiliu
中心排油孔	zhongxinpaiyoukong
中心配电板	zhongxinpeidianban
中心偏析	zhongxinpianxi
中心强度	zhongxinqiangdu
中心清晰度	zhongxinqingxidu
中心曲柄	zhongxinqubing
中心缺口试样	zhongxinquekoushiyang
中心润滑	zhongxinrunhua
中心石	zhongxinshi
中心试验器	zhongxinshiyanqi
中心试验室	zhongxinshiyanshi
中心疏松	zhongxinshusong
中心缩管	zhongxinsuoguan
中心缩孔	zhongxinsuokong
中心汤道砖	zhongxintangdaozhuan
中心通风道	zhongxintongfengdao
重心位置	zhongxinweizhi
中心位置控制	zhongxinweizhikongzhi
中心文件联机	zhongxinwenjianlianji
中心吸气管	zhongxinxiqiguan
中心线	zhongxinxian
中心纤维股芯	zhongxinxianweiguxin
中心销	zhongxinxiao
重心压应力	zhongxinyayingli
中心液压站	zhongxinyeyazhan
重心运动	zhongxinyundong
中心窄束	zhongxinzhaishu
中心致密度	zhongxinzhimidu
中心轴	zhongxinzhou
中心轴承	zhongxinzhoucheng
中心注管	zhongxinzhuguan
中心砖	zhongxinzhuan
中心装料	zhongxinzhuangliao
中心装料法	zhongxinzhuangliaofa
终行	zhongxing
中性焙烧	zhongxingbeishao
重型材料	zhongxingcailiao
中型槽	zhongxingcao
中性衬料	zhongxingchenliao
中性萃取	zhongxingcuiqu
中性导体	zhongxingdaoti
钟形底料罐	zhongxingdiliaoguan
中性电解液	zhongxingdianjieye
中性电解质	zhongxingdianjiezhi
中性电抗器	zhongxingdiankangqi
中性电阻	zhongxingdianzu
中性电阻盘	zhongxingdianzupan
重型吊车	zhongxingdiaoche
钟形度盘	zhongxingdupan
钟形阀	zhongxingfa
重型发动机	zhongxingfadongji
中性反应	zhongxingfanying
中性反应器	zhongxingfanyingqi
中性钢	zhongxinggang
中型钢材	zhongxinggangcai
重型钢梁栅	zhongxinggangliangshan
重型构架	zhongxinggoujia
中性化合物	zhongxinghuahewu
中性还原作用	zhongxinghuanyuanzuoyong
中性基	zhongxingji
重型机器	zhongxingjiqi
中型机器	zhongxingjiqi
重型机械	zhongxingjixie
钟形加热炉	zhongxingjiarelu
重型剪切机	zhongxingjianqieji
中性角	zhongxingjiao
中性介质	zhongxingjiezhi
中性浸出	zhongxingjinchu
中性浸出槽	zhongxingjinchucao
中性浸出工段	zhongxingjinchugongduan
中性浸出阶段	zhongxingjinchujieduan
中性金属	zhongxingjinshu
中性晶体	zhongxingjingti
钟形卡盘	zhongxingkapan
中性粒子浸蚀	zhongxinglizijinshi
中型连轧	zhongxinglianzha
中性炉衬	zhongxingluchen
中性炉气	zhongxingluqi
中性螺旋轴	zhongxingluoxuanzhou
中性滤光镜	zhongxinglvguangjing
中性耐火材料	zhongxingnaihuocailiao
中性耐火砖	zhongxingnaihuozhuan
中性浓缩	zhongxingnongsuo
中性气氛	zhongxingqifen
中性砌料	zhongxingqiliao
钟形汽室垫圈	zhongxingqishidianquan
中性气体	zhongxingqiti
重型起重机	zhongxingqizhongji
中性熔剂	zhongxingrongji
中性溶液	zhongxingrongye
钟形烧结炉	zhongxingshaojielu
重型设备	zhongxingshebei
中性试剂	zhongxingshiji
中性试纸	zhongxingshizhi
重型输送机	zhongxingshusongji
中性树脂	zhongxingshuzhi
重型水压机	zhongxingshuiyaji
中性体	zhongxingti
钟形铜炉罩	zhongxingtongluzhao
钟形物	zhongxingwu
中性稀泥浆	zhongxingxinijiang
中性吸收	zhongxingxishou
中性洗液	zhongxingxiye
中性线开关	zhongxingxiankaiguan
中性纤维	zhongxingxianwei
中型箱	zhongxingxiang
重型橡套电缆	zhongxingxiangtaodianlan
中型型材轧机	zhongxingxingcaizhaji
中型型钢轧机	zhongxingxinggangzhaji
中性焰	zhongxingyan
中性盐浴电炉	zhongxingyanyudianlu
中性氧化	zhongxingyanghua
重型叶轮	zhongxingyelun
钟形阴极	zhongxingyinji
中性渣	zhongxingzha
重型制动器	zhongxingzhidongqi
中型轴承	zhongxingzhoucheng
中性轴线	zhongxingzhouxian
中型铸件	zhongxingzhujian
中旋窗	zhongxuanchuang
重悬浮液	zhongxuanfuye
重悬浮液分选	zhongxuanfuyefenxuan
重悬浮液富集	zhongxuanfuyefuji
重悬浮液再生	zhongxuanfuyezaisheng
中压泵	zhongyabeng
重压道次	zhongyadaoci
终轧道次	zhongyadaoci
重压盖	zhongyagai
中压缸	zhongyagang
终压力	zhongyali
重压力锻造	zhongyaliduanzao
中压燃烧器	zhongyaranshaoqi
中压绕组	zhongyaraozu
终轧温度	zhongyawendu
中压线卷	zhongyaxianjuan
重压再结晶	zhongyazaijiejing
中央操作盘	zhongyangcaozuopan
中央差动机构	zhongyangchadongjigou
中央处理部件	zhongyangchulibujian
中央存储器	zhongyangcunchuqi
中央电话总局	zhongyangdianhuazongju
中央调度室	zhongyangdiaodushi
中央隔板	zhongyanggeban
重氧化钨	zhongyanghuawu
中央监视盘	zhongyangjianshipan
中央控制盘	zhongyangkongzhipan
中央控制站	zhongyangkongzhizhan
中央拉杆	zhongyanglagan
中央立柱	zhongyanglizhu
中央排料	zhongyangpailiao
中央卸料	zhongyangxieliao
中央终端装置	zhongyangzhongduanzhuangzhi
中央周边排料	zhongyangzhoubianpailiao
中央作垄犁体	zhongyangzuolongliti
重要仪器	zhongyaoyiqi
重要组分	zhongyaozufen
重液	zhongye
重液出口	zhongyechukou
重液入口	zhongyerukou
中音和	zhongyinhe
中音频	zhongyinpin
中硬钢	zhongyinggang
中硬冷拔线材	zhongyinglengbaxiancai
中硬沥青	zhongyingliqing
钟用青铜	zhongyongqingtong
重油	zhongyou
重油泵	zhongyoubeng
重油煤粉喷吹	zhongyoumeifenpenchui
重油喷射系统	zhongyoupenshexitong
重油燃烧器	zhongyouranshaoqi
重油烧嘴	zhongyoushaozui
重铀酸铵	zhongyousuanan
重铀酸钠	zhongyousuanna
重铀酸盐	zhongyousuanyan
重油脱硫设备	zhongyoutuoliushebei
重油直接脱硫	zhongyouzhijietuoliu
重原子	zhongyuanzi
中渣	zhongzha
终渣	zhongzha
重轧机负载	zhongzhajifuzai
终渣生成	zhongzhashengcheng
终渣形成层	zhongzhaxingchengceng
钟罩式炉	zhongzhaoshilu
钟罩试验	zhongzhaoshiyan
钟罩式窑	zhongzhaoshiyao
钟罩型电解槽	zhongzhaoxingdianjiecao
中真空	zhongzhenkong
重针制条机	zhongzhenzhitiaoji
重蒸馏精炼	zhongzhengliujinglian
终止符号	zhongzhifuhao
重质粘土工业	zhongzhiniantugongye
重质燃料油	zhongzhiranliaoyou
重质烃类	zhongzhitinglei
终止温度	zhongzhiwendu
种植穴挖掘机	zhongzhixuewajueji
中止氧化	zhongzhiyanghua
中轴	zhongzhou
中注管	zhongzhuguan
中注管砖	zhongzhuguanzhuan
中珠光体	zhongzhuguangti
中注模	zhongzhumo
钟状绝缘子	zhongzhuangjueyuanzi
钟状罩	zhongzhuangzhao
中子测水分	zhongziceshuifen
中子产额	zhongzichane
中子产生	zhongzichansheng
中子场	zhongzichang
中子成像	zhongzichengxiang
中子穿透截面	zhongzichuantoujiemian
中子发射体	zhongzifasheti
中子分光计	zhongzifenguangji
中子辐射损伤	zhongzifushesunshang
中子辐照脆化	zhongzifuzhaocuihua
中子辐照金属	zhongzifuzhaojinshu
中子辐照损伤	zhongzifuzhaosunshang
中子轰击	zhongzihongji
中子活	zhongzihuo
中子活化	zhongzihuohua
中子激活	zhongzijihuo
中子积通量	zhongzijitongliang
中子龄	zhongziling
中子谱学	zhongzipuxue
中子谱仪	zhongzipuyi
中子迁移截面	zhongziqianyijiemian
种子清选机	zhongziqingxuanji
中子绕射	zhongziraoshe
中子散射截面	zhongzisanshejiemian
中子射线照片	zhongzishexianzhaopian
中子射线照相	zhongzishexianzhaoxiang
中子生成	zhongzishengcheng
中子湿度计	zhongzishiduji
中子水分计	zhongzishuifenji
中子调节棒	zhongzitiaojiebang
中子通量密度	zhongzitongliangmidu
中子透射	zhongzitoushe
中子吸收断面	zhongzixishouduanmian
中子吸收剂	zhongzixishouji
中子吸收剂管	zhongzixishoujiguan
中子吸收截面	zhongzixishoujiemian
中子吸收能力	zhongzixishounengli
中子吸收元素	zhongzixishouyuansu
种子箱铰链	zhongzixiangjiaolian
中子衍射法	zhongziyanshefa
中子衍射分析	zhongziyanshefenxi
中子衍射花样	zhongziyanshehuayang
中子衍射图	zhongziyanshetu
中子衍射研究	zhongziyansheyanjiu
中子衍射照相	zhongziyanshezhaoxiang
中子衍照片	zhongziyanzhaopian
中子质量	zhongzizhiliang
中子中毒	zhongzizhongdu
中子自旋	zhongzizixuan
肘板	zhouban
轴比	zhoubi
周边爆破	zhoubianbaopo
周边淬火	zhoubiancuihuo
周边淬硬	zhoubiancuiying
周边加料	zhoubianjialiao
周边孔	zhoubiankong
周边空气	zhoubiankongqi
周边拉伸成形	zhoubianlashenchengxing
周边排矿	zhoubianpaikuang
周边排料	zhoubianpailiao
周边围堤	zhoubianweidi
周边氧化	zhoubianyanghua
肘柄	zhoubing
周波秒	zhoubomiao
轴不对称	zhoubuduichen
轴测法	zhoucefa
皱层	zhouceng
轴衬青铜	zhouchenqingtong
轴承	zhoucheng
轴承编号	zhouchengbianhao
轴承布置	zhouchengbuzhi
轴承材料	zhouchengcailiao
轴承拆卸器	zhouchengchaixieqi
轴承衬垫	zhouchengchendian
轴承代号	zhouchengdaihao
轴承电流	zhouchengdianliu
轴承垫片	zhouchengdianpian
轴承刚性	zhouchenggangxing
轴承滚道磨床	zhouchenggundaomochuang
轴承滚珠	zhouchenggunzhu
轴承过载	zhouchengguozai
轴承环	zhouchenghuan
轴承黄铜	zhouchenghuangtong
轴承架	zhouchengjia
轴承壳	zhouchengke
轴承螺栓	zhouchengluoshuan
轴承面	zhouchengmian
轴承面碎裂	zhouchengmiansuilie
轴承摩擦损失	zhouchengmocasunshi
轴承排列	zhouchengpailie
轴承强度	zhouchengqiangdu
轴承青铜	zhouchengqingtong
轴承屈服强度	zhouchengqufuqiangdu
轴承锁螺母	zhouchengsuoluomu
轴承台	zhouchengtai
轴承特性	zhouchengtexing
轴承体	zhouchengti
轴承凸缘	zhouchengtuyuan
轴承泄油面	zhouchengxieyoumian
轴承性能	zhouchengxingneng
轴承压力	zhouchengyali
轴承应力	zhouchengyingli
轴承用铸铁	zhouchengyongzhutie
轴承允许负荷	zhouchengyunxufuhe
轴承载荷	zhouchengzaihe
轴承罩	zhouchengzhao
轴承罩套	zhouchengzhaotao
轴承支架	zhouchengzhijia
轴承支座	zhouchengzhizuo
轴承转座	zhouchengzhuanzuo
轴承装配夹具	zhouchengzhuangpeijiaju
轴承阻力	zhouchengzuli
轴承座	zhouchengzuo
轴承座孔	zhouchengzuokong
轴承座圈	zhouchengzuoquan
轴承座套盖	zhouchengzuotaogai
轴挡	zhoudang
轴钉导轨	zhoudingdaogui
轴端	zhouduan
轴对称变形	zhouduichenbianxing
轴对称拉伸	zhouduichenlashen
轴耳罐耳	zhouerguaner
轴盖	zhougai
肘杆	zhougan
轴杆	zhougan
肘杆式冲床	zhouganshichongchuang
肘杆式压力机	zhouganshiyaliji
肘杆压机	zhouganyaji
肘杆压片机	zhouganyapianji
妯钢口高度	zhougangkougaodu
肘管	zhouguan
轴护套	zhouhutao
轴环套	zhouhuantao
轴架	zhoujia
轴键	zhoujian
轴尖式量规	zhoujianshilianggui
肘节	zhoujie
肘接	zhoujie
肘节杆	zhoujiegan
轴结构	zhoujiegou
周节误差	zhoujiewucha
周节仪	zhoujieyi
轴颈	zhoujing
轴颈部分	zhoujingbufen
轴颈直径	zhoujingzhijing
轴颈轴承	zhoujingzhoucheng
轴颈轴承衬	zhoujingzhouchengchen
轴颈轴承面	zhoujingzhouchengmian
轴锯箱	zhoujuxiang
骤冷	zhouleng
骤冷槽	zhoulengcao
骤冷室	zhoulengshi
骤冷作用	zhoulengzuoyong
舟列	zhoulie
轴流式风机	zhouliushifengji
轴流式鼓风机	zhouliushigufengji
轴流式汽轮机	zhouliushiqilunji
轴流式扇风机	zhouliushishanfengji
轴流式通风机	zhouliushitongfengji
轴流式透平	zhouliushitouping
轴螺栓	zhouluoshuan
周率下降	zhoulvxiajiang
皱面	zhoumian
周秒	zhoumiao
舟皿	zhoumin
舟皿熔炼	zhouminronglian
轴偏心度	zhoupianxindu
周频率	zhoupinlv
周期变化	zhouqibianhua
周期重复加载	zhouqichongfujiazai
周期动作开关	zhouqidongzuokaiguan
周期断面	zhouqiduanmian
周期断面钢材	zhouqiduanmiangangcai
周期断面钢筋	zhouqiduanmiangangjin
周期断面型钢	zhouqiduanmianxinggang
周期断面轧槽	zhouqiduanmianyacao
周期断面轧制	zhouqiduanmianzhazhi
周期法冷轧管	zhouqifalengzhaguan
周期反复电镀	zhouqifanfudiandu
周期反向电解	zhouqifanxiangdianjie
周期反向电流	zhouqifanxiangdianliu
周期计量器	zhouqijiliangqi
周期加热	zhouqijiare
周期检查	zhouqijiancha
周期孔型	zhouqikongxing
周期来压	zhouqilaiya
周期量	zhouqiliang
周期挪用	zhouqinuoyong
周期清理	zhouqiqingli
周期蠕变	zhouqirubian
周期润滑	zhouqirunhua
周期式冷轧管	zhouqishilengzhaguan
周期式轧管机	zhouqishizhaguanji
周期数	zhouqishu
周期退火	zhouqituihuo
周期退火炉	zhouqituihuolu
周期性点阵场	zhouqixingdianzhenchang
周期性负载	zhouqixingfuzai
周期性工作	zhouqixinggongzuo
周期性加热	zhouqixingjiare
周期性加载	zhouqixingjiazai
周期性检修	zhouqixingjianxiu
周期性结构	zhouqixingjiegou
