abuzhabi 阿布扎比
xianghuzhijian 相互之间
xianghuzunzhong 相互尊重
xianghuzuoyong 相互作用
xiangjianheji 相煎何急
xiangjiaojixie 橡胶机械
xiangjiaozhipin 橡胶制品
xiangjiwenshi 相继问世
xiangleyouxiang 想了又想
xianglezhuyi 享乐主义
xiangmufenxi 项目分析
xiangmuguanli 项目管理
xiangmujingli 项目经理
xiangmumingcheng 项目名称
xiangmuxuanze 项目选择
xiangqianxingshi 向前行驶
xiangqinxiangai 相亲相爱
xiangrufeifei 想入非非
xiangruyimo 相濡以沫
xiangshangqingxie 向上倾斜
xiangshouzaihou 享受在后
xiangsizhichu 相似之处
xiangtibinglun 相提并论
xiangtongzhichu 相同之处
xiangtuqixi 乡土气息
xiangwangyijiu 向往已久
xiangxiaqingxie 向下倾斜
xiangxielishe 香榭丽舍
xiangximiaoshu 详细描述
xiangxingjianchu 相形见绌
xiangxingwenzi 象形文字
xiangxixinxi 详细信息
xiangxiziliao 详细资料
xiangyaochumo 降妖除魔
xiangyingchengqu 相映成趣
xiangyingsudu 响应速度
xiangyiweiming 相依为命
xiangyoukanqi 向右看齐
xiangyoushengming 享有盛名
xiangyoushengyu 享有盛誉
xiangyuzhongwai 享誉中外
xiangzhengyiyi 象征意义
xiangzhengzhuyi 象征主义
xiangzhenqiye 乡镇企业
xiangzuokanqi 向左看齐
xianheyishi 显赫一时
xianhoushunxu 先后顺序
xianjindianxing 先进典型
xianjinfenzi 先进分子
xianjingeren 先进个人
xianjinguanli 现金管理
xianjinhouchu 先进后出
xianjinjingyan 先进经验
xianjinliuliang 现金流量
xianjinqingnian 先进青年
xianjinrenwu 先进人物
xianjinshebei 先进设备
xianjinshiji 先进事迹
xianjinxianchu 先进先出
xianjinzhifu 现金支付
xianjixiance 献计献策
xianjuetiaojian 先决条件
xianlaihoudao 先来后到
xianluchulai 显露出来
xianmingduibi 鲜明对比
xianminggexing 鲜明个性
xianminglichang 鲜明立场
xianmingxingxiang 鲜明形象
xianmingzhuti 鲜明主题
xiannvxiafan 仙女下凡
xianqingyizhi 闲情逸致
xianrukunjing 陷入困境
xianruweizhu 先入为主
xianruzhijian 先入之见
xianshanlouge 仙山楼阁
xianshengduoren 先声夺人
xianshibian 西安事变
xianshifangshi 显示方式
xianshiqingkuang 现实情况
xianshishenghuo 现实生活
xianshiyiyi 现实意义
xianshizhongduan 显示终端
xianshizhuangzhi 显示装置
xianshizhuyi 现实主义
xiantaibingdu 仙台病毒
xiantianbuzu 先天不足
xiantingxinbu 闲庭信步
xiantoubudui 先头部队
xianwaizhiyin 弦外之音
xianweichangdu 纤维长度
xianweijiegou 纤维结构
xianweirenzhi 鲜为人知
xianweishuji 县委书记
xianweisumei 纤维素酶
xianweixibao 纤维细胞
xianweizhipin 纤维制品
xianxianchulai 显现出来
xianxianghuansheng 险象环生
xianxingbianhuan 线性变换
xianxingbiaozhun 现行标准
xianxingdaishu 线性代数
xianxingdongwu 线形动物
xianxingfangcheng 线性方程
xianxingguanxi 线性关系
xianxingxiangguan 线性相关
xianyanduomu 鲜艳夺目
xianyangailv 先验概率
xianyansuiyu 闲言碎语
xianyihounan 先易后难
xianyijunren 现役军人
xianyouqiye 现有企业
xianyunnongqiao 纤云弄巧
xianzaobuce 险遭不测
xianzhixianjue 先知先觉
xianzhubiaozhi 显著标志
xianzhudiwei 显著地位
xianzhutedian 显著特点
xianzhuxiaoguo 显著效果
xianzouyibu 先走一步
xiaobuwuqu 小步舞曲
xiaocaiyidie 小菜一碟
xiaochugehe 消除隔阂
xiaochuyinhuan 消除隐患
xiaoedaikuan 小额贷款
xiaoerbuda 笑而不答
xiaofanganquan 消防安全
xiaofangduiyuan 消防队员
xiaofangqicai 消防器材
xiaofangsheshi 消防设施
xiaofeiguannian 消费观念
xiaofeijiegou 消费结构
xiaofeishichang 消费市场
xiaofeishuiping 消费水平
xiaofeixingwei 消费行为
xiaoguoguamin 小国寡民
xiaoguoxianzhu 效果显著
xiaohanzhigu 崤函之固
xiaohuabuliang 消化不良
xiaohuaqiguan 消化器官
xiaohuaxijun 硝化细菌
xiaohuaxishou 消化吸收
xiaohuaxitong 消化系统
xiaohurenjia 小户人家
xiaojibeiguan 消极悲观
xiaojingfumu 孝敬父母
xiaojiqingxu 消极情绪
xiaojiyingxiang 消极影响
xiaojiyinsu 消极因素
xiaokangjiating 小康家庭
xiaokangshehui 小康社会
xiaokangshuiping 小康水平
xiaokangzhijia 小康之家
xiaolaoaiqin 孝老爱亲
xiaoleqilai 笑了起来
xiaoluobotou 小萝卜头
xiaomoshiguang 消磨时光
xiaonongjingji 小农经济
xiaoqiaolinglong 小巧玲珑
xiaoqiaoliushui 小桥流水
xiaorongmanmian 笑容满面
xiaosanhexian 小三和弦
xiaoshengchanzhe 小生产者
xiaoshengniji 销声匿迹
xiaoshiliaoliao 小时了了
xiaoshiyizhuang 小事一桩
xiaoshoushichang 销售市场
xiaoshoushouru 销售收入
xiaoshouzhuguan 销售主管
xiaoshunfumu 孝顺父母
xiaosuanganyou 硝酸甘油
xiaotidazuo 小题大做
xiaotiqinjia 小提琴家
xiaotiqinqu 小提琴曲
xiaotiqinshou 小提琴手
xiaotizhongxin 孝悌忠信
xiaowanyier 小玩意儿
xiaoxiaonianji 小小年纪
xiaoxiezimu 小写字母
xiaoxinganling 小兴安岭
xiaoxinjinshen 小心谨慎
xiaoxinyaner 小心眼儿
xiaoxinyiyi 小心翼翼
xiaoyanmiman 硝烟弥漫
xiaoyaozizai 逍遥自在
xiaoyaxiya 小亚细亚
xiaoyuanhuanjing 校园环境
xiaoyuanshenghuo 校园生活
xiaoyuanwenhua 校园文化
xiaozhiyili 晓之以理
xiaozuhuodong 小组活动
xiaozutaolun 小组讨论
xiaweiyizhou 夏威夷州
xiayijieduan 下一阶段
xiayousuhang 下有苏杭
xiayuzhishui 夏禹治水
xiazaianzhuang 下载安装
xiazaisudu 下载速度
xiazimoyu 瞎子摸鱼
xibanyaren 西班牙人
xibanyayu 西班牙语
xibaofenlie 细胞分裂
xibaogongcheng 细胞工程
xibaogujia 细胞骨架
xibaopeiyang 细胞培养
xibaoronghe 细胞融合
xibaoxueshuo 细胞学说
xibaoyinzi 细胞因子
xibaozhouqi 细胞周期
xibaozuzhi 细胞组织
xibeidiqu 西北地区
xibolairen 希伯来人
xiboliya 西伯利亚
xibuxihuan 喜不喜欢
xibuzijin 喜不自禁
xichuwangwai 喜出望外
xicongtianjiang 喜从天降
xidierzuo 席地而坐
xiedaifangbian 携带方便
xiefengxiyu 斜风细雨
xieheyiyuan 协和医院
xiehuihuizhang 协会会长
xiehuizhuxi 协会主席
xiejiaozuzhi 邪教组织
xieqishoulai 携起手来
xieshangyizhi 协商一致
xieshizhuyi 写实主义
xieshoubingjian 携手并肩
xiesidili 歇斯底里
xietianxiedi 谢天谢地
xietiaokongzhi 协调控制
xietiaoyizhi 协调一致
xietonggongzuo 协同工作
xietongzuozhan 协同作战
xiexienimen 谢谢你们
xiexingwenzi 楔形文字
xiezuodanwei 协作单位
xiezuojiqiao 写作技巧
xiezuonengli 写作能力
xiezuotigang 写作提纲
xifangzhexue 西方哲学
xifutaozhuang 西服套装
xiguanshili 习惯势力
xiguanyongyu 习惯用语
xihanshiqi 西汉时期
xihuofengshou 喜获丰收
xijieliangyuan 喜结良缘
xijieyikong 洗劫一空
xijuanquanguo 席卷全国
xijuantianxia 席卷天下
xijunwuqi 细菌武器
xijuxiaoguo 喜剧效果
xijuyanyuan 喜剧演员
xilairangwang 熙来攘往
xilashenhua 希腊神话
xilazimu 希腊字母
xiliechanpin 系列产品
xiliejiangzuo 系列讲座
xilihutu 稀里糊涂
xilingyinshe 西泠印社
xilinhaote 锡林浩特
xilixiya 西里西亚
xiluoduode 希罗多德
ximalaya 喜马拉雅
xinandiqu 西南地区
xinanfeizhou 西南非洲
xinanlianda 西南联大
xinanlide 心安理得
xinaoerliang 新奥尔良
xinbuzaiyan 心不在焉
xinchaopengpai 心潮澎湃
xinchaoqifu 心潮起伏
xinchendaixie 新陈代谢
xinchishenwang 心驰神往
xinchunyukuai 新春愉快
xincunjiaoxing 心存侥幸
xindaiyewu 信贷业务
xindepianzhang 新的篇章
xindetihui 心得体会
xindeyiye 新的一页
xindianganying 心电感应
xindichunjie 心地纯洁
xineryouzheng 信而有征
xinfanggongzuo 信访工作
xinfanyiluan 心烦意乱
xinfuzhihuan 心腹之患
xinganbaobei 心肝宝贝
xinganqingyuan 心甘情愿
xingbiechayi 性别差异
xingbiejuese 性别角色
xingbieqishi 性别歧视
xingcheshijian 行车时间
xingdongbubian 行动不便
xingdongjihua 行动计划
xingdongminjie 行动敏捷
xingdongzhinan 行动指南
xingdongziru 行动自如
xingerbuyuan 行而不远
xingershangxue 形而上学
xingfenbuyi 兴奋不已
xingfengzuolang 兴风作浪
xingfujiating 幸福家庭
xingfumeihao 幸福美好
xingfumeiman 幸福美满
xingfushenghuo 幸福生活
xinggaocailie 兴高采烈
xinggetedian 性格特点
xinggetezheng 性格特征
xinggewaixiang 性格外向
xingguangcanlan 星光灿烂
xinghuojihua 星火计划
xingjiangjiumu 行将就木
xingjideren 性急的人
xingjinluxian 行进路线
xingjiyouchi 行己有耻
xingluoqibu 星罗棋布
xingmianyunan 幸免于难
xingnengcanshu 性能参数
xingnengxuqiu 性能需求
xingnengyouyue 性能优越
xingnengzhibiao 性能指标
xingqingjizao 性情急躁
xingqingwenhe 性情温和
xingqiudazhan 星球大战
xingquaihao 兴趣爱好
xingquangran 兴趣盎然
xingquxiaozu 兴趣小组
xingrongkugao 形容枯槁
xingsecongcong 行色匆匆
xingshianjian 刑事案件
xingshibihua 姓氏笔画
xingshichufen 刑事处分
xingshidongzhong 兴师动众
xingshiduoyang 形式多样
xingshifalv 刑事法律
xingshifanzui 刑事犯罪
xingshijuliu 刑事拘留
xingshiluoji 形式逻辑
xingshiluxian 行驶路线
xingshiquanli 行使权力
xingshisusong 刑事诉讼
xingshixitong 形式系统
xingshiyanjun 形势严峻
xingshiyuyan 形式语言
xingshizeren 刑事责任
xingshizhiquan 行使职权
xingshizhuijiu 刑事追究
xingshizhuquan 行使主权
xingshizhuyi 形式主义
xingshizourou 行尸走肉
xingshuaichengbai 兴衰成败
xingshuaicunwang 兴衰存亡
xingtaigeyi 形态各异
xingwangfada 兴旺发达
xingwanlilu 行万里路
xingweiangran 兴味盎然
xingweibiaoxian 行为表现
xingweibuduan 行为不端
xingweibujian 行为不检
xingweiguifan 行为规范
xingweikexue 行为科学
xingweinengli 行为能力
xingweixiguan 行为习惯
xingweiyishu 行为艺术
xingweizhunze 行为准则
xingwenliuchang 行文流畅
xingxianggongcheng 形象工程
xingxiangsheji 形象设计
xingxiangsiwei 形象思维
xingxiaoguli 形销骨立
xingxingdiandian 星星点点
xingxingsese 形形色色
xingxingzhihuo 星星之火
xingxiushuili 兴修水利
xingxunbigong 刑讯逼供
xingyingbuli 形影不离
xingyingxiangdiao 形影相吊
xingyunliushui 行云流水
xingyunzhishen 幸运之神
xingyushitai 行御史台
xingzailehuo 幸灾乐祸
xingzhenganjian 行政案件
xingzhengbianzhi 行政编制
xingzhengbumen 行政部门
xingzhengchufa 行政处罚
xingzhengchufen 行政处分
xingzhengdangju 行政当局
xingzhengfuyi 行政复议
xingzhengguanyuan 行政官员
xingzhengjibie 行政级别
xingzhengjuliu 行政拘留
xingzhengquhua 行政区划
xingzhengquyu 行政区域
xingzhengshiwu 行政事务
xingzhengsusong 行政诉讼
xingzhengxiaolv 行政效率
xingzhengxuke 行政许可
xingzhengzeren 行政责任
xingzhengzhangguan 行政长官
xingzhibobo 兴致勃勃
xingzhisuozhi 兴之所至
xingzhiyouxiao 行之有效
xingzongbuding 行踪不定
xinhaigeming 辛亥革命
xinhaochuli 信号处理
xinhaoqiangdu 信号强度
xinhaozhuandao 信号转导
xinhuaibuman 心怀不满
xinhuangyiluan 心慌意乱
xinhuaribao 新华日报
xinhuashudian 新华书店
xinhuazidian 新华字典
xinhuoxiangchuan 薪火相传
xinjigengsi 心肌梗死
xinjineiya 新几内亚
xinjirufen 心急如焚
xinjixibao 心肌细胞
xinkuangshenyi 心旷神怡
xinkuanshouji 新款手机
xinlaojiaoti 新老交替
xinlijiankang 心理健康
xinlijibing 心理疾病
xinlingshenchu 心灵深处
xinlingshouqiao 心灵手巧
xinlipinzhi 心理品质
xinlisuzhi 心理素质
xinlitedian 心理特点
xinlitezheng 心理特征
xinliweisheng 心理卫生
xinlixianxiang 心理现象
xinlixuejia 心理学家
xinliyisheng 心理医生
xinliyoushu 心里有数
xinlizhangai 心理障碍
xinlizhanshu 心理战术
xinlizhuanjia 心理专家
xinlizhunbei 心理准备
xinlulicheng 心路历程
xinmanyizu 心满意足
xinmayoujiang 信马由缰
xinmoxige 新墨西哥
xinniankuaile 新年快乐
xinnianyishi 新年伊始
xinpingqihe 心平气和
xinqingengyun 辛勤耕耘
xinqingongzuo 辛勤工作
xinqingshuchang 心情舒畅
xinqingyukuai 心情愉快
xinqinlaodong 辛勤劳动
xinqinnuli 辛勤努力
xinranjieshou 欣然接受
xinranmingbi 欣然命笔
xinranqianwang 欣然前往
xinrantongyi 欣然同意
xinshenbuding 心神不定
xinshenhuanghu 心神恍惚
xinshichongchong 心事重重
xinshounianlai 信手拈来
xinshounuoyan 信守诺言
xinuaile 喜怒哀乐
xinuwuchang 喜怒无常
xinwenbaodao 新闻报道
xinwenbiaoti 新闻标题
xinwenchuban 新闻出版
xinwenjiemu 新闻节目
xinwenjizhe 新闻记者
xinwenlianbo 新闻联播
xinwenmeiti 新闻媒体
xinwenpindao 新闻频道
xinwenrenwu 新闻人物
xinwenxiansuo 新闻线索
xinwenxuanchuan 新闻宣传
xinwenzhaopian 新闻照片
xinwenzixun 新闻资讯
xinwupangwu 心无旁骛
xinxiangshicheng 心想事成
xinxiangwangzhi 心向往之
xinxiankongqi 新鲜空气
xinxianquan 信息安全
xinxichanye 信息产业
xinxichuli 信息处理
xinxifankui 信息反馈
xinxiguanli 信息管理
xinxiguji 信息估计
xinxijiagong 信息加工
xinxijiansuo 信息检索
xinxijiegou 信息结构
xinxijishu 信息技术
xinxikexue 信息科学
xinxineirong 信息内容
xinxingcailiao 新型材料
xinxingchanye 新兴产业
xinxingguojia 新兴国家
xinxingjiancai 新型建材
xinxingnongcun 新型农村
xinxingshixia 新形势下
xinxingxueke 新兴学科
xinxinkuku 辛辛苦苦
xinxinnati 辛辛那提
xinxinxiangrong 欣欣向荣
xinxiongxiazhai 心胸狭窄
xinxirongyu 信息冗余
xinxiruokuang 欣喜若狂
xinxishidai 信息时代
xinxitiqu 信息提取
xinxiwangluo 信息网络
xinxixitong 信息系统
xinxizhongxin 信息中心
xinyingbiezhi 新颖别致
xinyinggelan 新英格兰
xinyoulingxi 心有灵犀
xinzhaobuxuan 心照不宣
xinzhongyoushu 心中有数
xiongcaidalve 雄才大略
xiongdierren 兄弟二人
xiongdijiemei 兄弟姐妹
xiongduojishao 凶多吉少
xionghuaidaju 胸怀大局
xionghuaitandang 胸怀坦荡
xiongshenesha 凶神恶煞
xiongshihuxi 胸式呼吸
xiongweizhuangguan 雄伟壮观
xiongxingbuyu 雄性不育
xiongxinzhuangzhi 雄心壮志
xiongxiongdahuo 熊熊大火
xiongxiongranshao 熊熊燃烧
xiongyongpengpai 汹涌澎湃
xiongyouchengzhu 胸有成竹
xiougeguo 西欧各国
xiouguojia 西欧国家
xipierhuang 西皮二黄
xiqiguguai 稀奇古怪
xiqujiaoxun 吸取教训
xirefanying 吸热反应
xisahala 西撒哈拉
xishaqundao 西沙群岛
xishengcailiao 吸声材料
xishengshengming 牺牲生命
xishengxiqi 细声细气
xishiningren 息事宁人
xishuangbanna 西双版纳
xishuinengli 吸水能力
xitonganquan 系统安全
xitongchanshu 系统阐述
xitongdiaodu 系统调度
xitongfenlei 系统分类
xitongfenxi 系统分析
xitonggongcheng 系统工程
xitongguanli 系统管理
xitongguzhang 系统故障
xitongjiankong 系统监控
xitongjicheng 系统集成
xitongjiegou 系统结构
xitongkongzhi 系统控制
xitongloudong 系统漏洞
xitongmoni 系统模拟
xitongpeizhi 系统配置
xitongqidong 系统启动
xitongrizhi 系统日志
xitongruanjian 系统软件
xitongshengcheng 系统生成
xitongshishi 系统实施
xitongweihu 系统维护
xitongwucha 系统误差
xitongyouhua 系统优化
xitongziyuan 系统资源
xitujinshu 稀土金属
xituyuansu 稀土元素
xiucishoufa 修辞手法
xiufuguocheng 修复过程
xiugaiwenzhang 修改文章
xiugaiyijian 修改意见
xiuhuabiyue 羞花闭月
xiuhuiqijian 休会期间
xiumianzhuangtai 休眠状态
xiuqixiangguan 休戚相关
xiuqiyugong 休戚与共
xiuqizhiping 修齐治平
xiushenqijia 修身齐家
xiushenyangxing 修身养性
xiushoupangguan 袖手旁观
xiuwuzhixin 羞恶之心
xiuxianhuodong 休闲活动
xiuxianyouxi 休闲游戏
xiuxishijian 休息时间
xiuxiububu 修修补补
xiuyangshengxi 休养生息
xiuzhengzhuyi 修正主义
xiwanggongcheng 希望工程
xiweichabie 细微差别
xiwenlejian 喜闻乐见
xixiaonuma 嬉笑怒骂
xixilala 稀稀拉拉
xixilidao 西西里岛
xixilili 淅淅沥沥
xixiluoluo 稀稀落落
xixingemian 洗心革面
xixingyuse 喜形于色
xixipinwei 细细品味
xixirangrang 熙熙攘攘
xixishushu 稀稀疏疏
xixixiangguan 息息相关
xixixiangtong 息息相通
xiyanbucha 习焉不察
xiyangxixia 夕阳西下
xiyangyueqi 西洋乐器
xiyiweichang 习以为常
xiyoujinshu 稀有金属
xiyouqiti 稀有气体
xiyuezhiqing 喜悦之情
xizangdaxue 西藏大学
xizangdifang 西藏地方
xizhiruwei 细致入微
xizhoushiqi 西周时期
xuanbuduli 宣布独立
xuanchuanbaodao 宣传报道
xuanchuancailiao 宣传材料
xuanchuanjiaoyu 宣传教育
xuanerweijue 悬而未决
xuangaochengli 宣告成立
xuangaopochan 宣告破产
xuangouzhinan 选购指南
xuanliduocai 绚丽多彩
xuanliduozi 绚丽多姿
xuanlvyoumei 旋律优美
xuanrandabo 轩然大波
xuanshijiuzhi 宣誓就职
xuanxianrenneng 选贤任能
xuanxianyuneng 选贤与能
xuanyajuebi 悬崖绝壁
xuanyanpanduan 选言判断
xuanzaikongzhong 悬在空中
xuanzeduixiang 选择对象
xuanzekaiguan 选择开关
xuanzewangluo 选择网络
xuanzhuancichang 旋转磁场
xubuxuyao 需不需要
xudunianhua 虚度年华
xuebuweiyuan 学部委员
xuechengguilai 学成归来
xueerbusi 学而不思
xueerbuyan 学而不厌
xuefaweiseng 削发为僧
xuekejianshe 学科建设
xuekezhishi 学科知识
xuekezhuanye 学科专业
xuelingertong 学龄儿童
xueqianjiaoyu 学前教育
xueqikaishi 学期开始
xueshangjiashuang 雪上加霜
xueshengmingdan 学生名单
xueshengsushe 学生宿舍
xueshengzizhi 学生自治
xueshixuewei 学士学位
xueshiyuanbo 学识渊博
xueshubaogao 学术报告
xueshuguandian 学术观点
xueshujiaoliu 学术交流
xueshulunwen 学术论文
xueshuquanwei 学术权威
xueshusixiang 学术思想
xueshutantao 学术探讨
xueshutuanti 学术团体
xueshuyanjiu 学术研究
xueshuzhuzuo 学术著作
xuewenyuanbo 学问渊博
xuexiaochengji 学校成绩
xuexiaoshitang 学校食堂
xuexiaotongxue 学校同学
xuexicailiao 学习材料
xuexichengji 学习成绩
xuexidongji 学习动机
xuexitaidu 学习态度
xuexitihui 学习体会
xuexiwaiyu 学习外语
xuexixiaoguo 学习效果
xuexixinde 学习心得
xuexiyongpin 学习用品
xueyechengji 学业成绩
xueyeyoucheng 学业有成
xueyizhiyong 学以致用
xueyousuocheng 学有所成
xuhuairuogu 虚怀若谷
xujiuyiqian 许久以前
xuliegaibian 序列改变
xumouyijiu 蓄谋已久
xunchangbaixing 寻常百姓
xunguidaoju 循规蹈矩
xunhangdaodan 巡航导弹
xunhangsudu 巡航速度
xunhuanfanfu 循环反复
xunhuanwangfu 循环往复
xunhuanxiaoshu 循环小数
xunhuanxitong 循环系统
xunhuanzuole 寻欢作乐
xunhuiyanchu 巡回演出
xunhuiyiliao 巡回医疗
xunhuizhanlan 巡回展览
xunidizhi 虚拟地址
xunihuanjing 虚拟环境
xunikongjian 虚拟空间
xunishijie 虚拟世界
xunixianshi 虚拟现实
xunlianfangfa 训练方法
xunlianxiangmu 训练项目
xunmengfazhan 迅猛发展
xunqiuzhenli 寻求真理
xunqiuzhishi 寻求知识
xunrenqishi 寻人启事
xunsimihuo 寻死觅活
xunsiwangfa 徇私枉法
xunsuchuji 迅速出击
xunsuxingdong 迅速行动
xunxinzishi 寻衅滋事
xunxujianjin 循序渐进
xunxunmimi 寻寻觅觅
xunxunshanyou 循循善诱
xunyiwenyao 寻医问药
