aaa 啊啊啊
zhebuduan 折不断
zhebufen 这部分
zhebuzhu 遮不住
zhedairen 这代人
zhedianer 这点儿
zhediesan 折叠伞
zheduanhua 这段话
zhefangmian 这方面
zhefanhua 这番话
zhegutian 鹧鸪天
zhehuier 这会儿
zhehuizi 这会子
zhejiangren 浙江人
zhejiangsheng 浙江省
zhekeshu 这棵树
zheliangdian 这两点
zheliangshou 这两首
zheliangxiang 这两项
zhemejiu 这么久
zhemexie 这么些
zhemezhao 这么着
zhenbugai 真不该
zhenbushao 真不少
zhenchabing 侦察兵
zhenchaji 侦察机
zhenchayuan 侦察员
zhenchengde 真诚地
zhenchengle 真成了
zhendangqi 振荡器
zhendizhan 阵地战
zhenduanshu 诊断书
zhenduanyi 诊断仪
zhenduixing 针对性
zhenfengxian 贞丰县
zhenfenshu 真分数
zhengbanqiao 郑板桥
zhengbeifang 正北方
zhengbeishui 整杯水
zhengbenshu 整本书
zhengbili 正比例
zhengbingchun 正丙醇
zhengbingzhi 征兵制
zhengbukai 睁不开
zhengcexing 政策性
zhengchanghua 正常化
zhengchanglv 正常率
zhengchangren 正常人
zhengchangzhi 正常值
zhengchenggong 郑成功
zhengchuxi 整出戏
zhengdangxing 正当性
zhengdengdai 正等待
zhengdianhe 正电荷
zhengdianlv 正点率
zhengdianzi 正电子
zhengdingchun 正丁醇
zhengdongfang 正东方
zhengduimian 正对面
zhengduizhe 正对着
zhengduozhan 争夺战
zhengfadiao 蒸发掉
zhengfaliang 蒸发量
zhengfamin 蒸发皿
zhengfanfang 正反方
zhengfangti 正方体
zhengfangxing 正方形
zhengfankui 正反馈
zhengfanmian 正反面
zhengfanshou 正反手
zhengfaqi 蒸发器
zhengfuhao 正负号
zhengfuji 正负极
zhengfujun 政府军
zhengfushu 正负数
zhengfuzhe 征服者
zhengganshang 正赶上
zhenggeer 整个儿
zhengguanying 郑观应
zhengguihua 正规化
zhengguijun 正规军
zhengjingshi 正经事
zhengjiwan 正己烷
zhengjuhua 整句话
zhengkaiyan 睁开眼
zhengkeshu 整棵树
zhenglanqi 正蓝旗
zhenglibiao 整理表
zhengliushui 蒸馏水
zhenglizi 正离子
zhenglongcun 正龙村
zhenglundian 争论点
zhenglunjia 政论家
zhenglvcheng 郑律成
zhengmangzhe 正忙着
zhengmiantu 正面图
zhengqianfang 正前方
zhengqichui 蒸汽锤
zhengqige 正气歌
zhengqiji 蒸汽机
zhengquanye 证券业
zhengquelv 正确率
zhengquexing 正确性
zhengshangfang 正上方
zhengshangyou 争上游
zhengshier 正事儿
zhengshitang 政事堂
zhengshitu 正视图
zhengshouge 整首歌
zhengshubei 整数倍
zhengshuzhuang 正梳妆
zhengsixiao 郑思肖
zhengtigan 整体感
zhengtihua 整体化
zhengtixing 整体性
zhengtizi 正体字
zhengtouying 正投影
zhengwuyuan 政务院
zhengxiafang 正下方
zhengxianbo 正弦波
zhengxiangfan 正相反
zhengxiaoying 郑小瑛
zhengyangmen 正阳门
zhengyanxia 睁眼瞎
zhengyigan 正义感
zhengyixing 正义性
zhengzhenduo 郑振铎
zhengzhengshu 正整数
zhengzhibu 政治部
zhengzhifan 政治犯
zhengzhihua 政治化
zhengzhijia 政治家
zhengzhiju 政治局
zhengzhike 政治课
zhengzhishi 政治史
zhengzhixing 政治性
zhengzhixue 政治学
zhengzhongjian 正中间
zhengzhoushi 郑州市
zhenhanli 震撼力
zhenhanxing 震撼性
zhenjiangren 镇江人
zhenjiangshi 镇江市
zhenjiaoren 真叫人
zhenjidui 侦缉队
zhenjingji 镇静剂
zhenjiuxue 针灸学
zhenkelian 真可怜
zhenkongdu 真空度
zhenliaoshi 诊疗室
zhenlingren 真令人
zhenlixing 真理性
zhenmianmu 真面目
zhennanguan 镇南关
zhennenggan 真能干
zhenqiegan 真切感
zhenrangren 真让人
zhenshanmei 真善美
zhenshide 真是的
zhenshigan 真实感
zhenshixing 真实性
zhentongyao 镇痛药
zhenxianhuo 针线活
zhenxinhua 真心话
zhenyaoming 真要命
zhenyelin 针叶林
zhenyeshu 针叶树
zhenyihan 真遗憾
zhenzhengfu 镇政府
zhenzhibiao 真值表
zhenzhishan 针织衫
zhenzhufen 珍珠粉
zhenzhugang 珍珠港
zheqilai 折起来
zhesanjia 这三家
zhesanren 这三人
zhesantiao 这三条
zhesanxiang 这三项
zheshechu 折射出
zhesheguang 折射光
zheshejiao 折射角
zheshelv 折射率
zheshihou 这时候
zheshouci 这首词
zhexiantu 折线图
zhexuejia 哲学家
zhexueshi 哲学史
zheyiguan 这一关
zheyike 这一课
zheyilai 这一来
zheyixia 这一下
zheyizhang 这一仗
zhezixi 折子戏
zhiaiwu 致癌物
zhibanxiang 纸板箱
zhibeiyou 知北游
zhibeizhen 指北针
zhibiaofu 制表符
zhibiaoqiang 掷标枪
zhibingjun 致病菌
zhibingxing 致病性
zhibiwei 之比为
zhibuguo 只不过
zhibuji 织布机
zhibuzhu 止不住
zhichangai 直肠癌
zhichengdian 支撑点
zhichenggan 支撑杆
zhichengjia 支撑架
zhichengli 支撑力
zhichengpin 制成品
zhichili 支持力
zhichilv 支持率
zhichizhe 支持者
zhidaojia 指导价
zhidaoxing 指导性
zhidaozhe 指导者
zhidingzhe 制定者
zhidongqi 制动器
zhiduhua 制度化
zhiduoshao 知多少
zhifangmei 脂肪酶
zhifangsuan 脂肪酸
zhifangtu 直方图
zhifazhe 执法者
zhifubao 支付宝
zhigaodian 制高点
zhigenyu 植根于
zhigougou 直勾勾
zhiguanjie 指关节
zhiguanxing 直观性
zhihaiquan 制海权
zhihebi 纸和笔
zhiheliang 质和量
zhihezi 纸盒子
zhihouxing 滞后性
zhihuibu 指挥部
zhihuiguan 指挥官
zhihuijia 指挥家
zhihuiquan 指挥权
zhihuisuo 指挥所
zhihuitai 指挥台
zhihuixing 智慧型
zhihuiyuan 指挥员
zhihuizhe 指挥者
zhijiagai 指甲盖
zhijiage 芝加哥
zhijiangjiang 直僵僵
zhijinduan 织锦缎
zhikongquan 制空权
zhilaohu 纸老虎
zhilengji 制冷剂
zhilengleng 直愣愣
zhiliangshu 质量数
zhilingji 指令集
zhilingxing 指令性
zhiliren 直立人
zhilishi 直立式
zhiliudian 直流电
zhiliuji 志留纪
zhiliyu 致力于
zhimayou 芝麻油
zhimindi 殖民地
zhimingdu 知名度
zhiminzhe 殖民者
zhinajin 滞纳金
zhinanche 指南车
zhinanzhen 指南针
zhinenghua 智能化
zhinengkao 只能靠
zhinengwang 智能网
zhinengxing 智能型
zhiniaoku 纸尿裤
zhinvxing 织女星
zhipeili 支配力
zhipeiquan 支配权
zhipeizhe 支配者
zhipianren 制片人
zhipufa 质谱法
zhipuyi 质谱仪
zhiqiguan 支气管
zhiqingquan 知情权
zhiqingzhe 知情者
zhiqiran 知其然
zhiriqi 之日起
zhirisheng 值日生
zhirongru 知荣辱
zhishengji 直升机
zhishenyu 置身于
zhishideng 指示灯
zhishidian 知识点
zhishihua 知识化
zhishiji 指示剂
zhishijie 知识界
zhishiku 知识库
zhishixing 知识型
zhishujie 植树节
zhishuzhi 指数值
zhisian 致死案
zhisuoji 之所急
zhisuoyi 之所以
zhitangye 制糖业
zhitianming 知天命
zhitiebing 掷铁饼
zhitingting 直挺挺
zhitouzi 掷骰子
zhiwojian 之我见
zhiwujie 植物界
zhiwuti 植物体
zhiwuxue 植物学
zhiwuyou 植物油
zhiwuyuan 植物园
zhixiangxing 指向性
zhixianshi 直线式
zhixiaodian 直销店
zhixiashi 直辖市
zhixindu 置信度
zhixingli 执行力
zhixingqi 执行器
zhixingzhe 执行者
zhixinhua 知心话
zhiyanzhai 脂砚斋
zhiyaochang 制药厂
zhiyebing 职业病
zhiyehua 职业化
zhiyexing 职业性
zhiyichang 制衣厂
zhiyuanjun 志愿军
zhiyuanti 支原体
zhiyuanzhe 志愿者
zhiyulv 治愈率
zhizaochang 制造厂
zhizaoju 制造局
zhizaoshang 制造商
zhizaoye 制造业
zhizaozhe 制造者
zhizhanyuan 指战员
zhizhengdang 执政党
zhizhengfu 执政府
zhizhengguan 执政官
zhizhengzhe 执政者
zhizhenshi 指针式
zhizhipin 纸制品
zhizhiti 脂质体
zhizhizhe 知之者
zhizhuwang 蜘蛛网
zhizhuxia 蜘蛛侠
zhizibeng 质子泵
zhizixing 之字形
zhizuozhe 制作者
zhizuozu 制作组
zhongbeibu 中北部
zhongcaifa 仲裁法
zhongcaiyuan 仲裁员
zhongchanghui 中常会
zhongchangpao 中长跑
zhongchangqi 中长期
zhongchangtong 仲长统
zhongchengyao 中成药
zhongchuixian 中垂线
zhongdianxian 终点线
zhongdianzhan 终点站
zhongdingwen 钟鼎文
zhongduanji 终端机
zhongduzhe 中毒者
zhongeryan 中耳炎
zhonggainian 种概念
zhongganmao 重感冒
zhonggongye 重工业
zhongguancun 中关村
zhongguishi 终归是
zhongguodui 中国队
zhongguoguan 中国馆
zhongguohai 中国海
zhongguohua 中国画
zhongguoshi 中国式
zhonghedian 中和殿
zhonghouqi 中后期
zhongjianceng 中间层
zhongjianglv 中奖率
zhongjianjian 中间件
zhongjianren 中间人
zhongjingshi 重晶石
zhongjinshu 重金属
zhongjiqi 中继器
zhongjiqiang 重机枪
zhongjiuhui 终究会
zhongjizhan 中继站
zhongjuli 中距离
zhongkeyuan 中科院
zhongkuohao 中括号
zhongliangji 重量级
zhongliangqing 重量轻
zhongliguo 中立国
zhongmeizhou 中美洲
zhongnanbu 中南部
zhongnanhai 中南海
zhongnanshan 终南山
zhongnianren 中年人
zhongniudou 种牛痘
zhongqingnian 中青年
zhongqiujie 中秋节
zhongrushi 钟乳石
zhongshangceng 中上层
zhongshanling 中山陵
zhongshanshi 中山市
zhongshanzhuang 中山装
zhongshengdai 中生代
zhongshengxiang 众生相
zhongshenhua 终身化
zhongshenquan 终审权
zhongshiji 中世纪
zhongshuling 中书令
zhongteda 重特大
zhongtiqin 中提琴
zhongtouxi 重头戏
zhongtudao 中途岛
zhongwaiwen 中外文
zhongweidu 中纬度
zhongweishu 中位数
zhongweizi 中微子
zhongwenban 中文版
zhongwenxi 中文系
zhongxiaceng 中下层
zhongxiaji 中下级
zhongxiaoxue 中小学
zhongxiaye 仲夏夜
zhongxiayou 中下游
zhongxibu 中西部
zhongxindian 中心点
zhongxinjiao 中心角
zhongxinqu 中心区
zhongxinxian 中心线
zhongxuesheng 中学生
zhongyangji 中央级
zhongyangju 中央局
zhongyaocai 中药材
zhongyaoxing 重要性
zhongyingwen 中英文
zhongyiqi 重义气
zhongyiyao 中医药
zhongyiyuan 众议院
zhongyuansu 重元素
zhongyudang 忠于党
zhongzaiqu 重灾区
zhongzhiye 种植业
zhongzhiyuan 种植园
zhongzhizhe 种植者
zhongzhizi 终止子
zhongzhongde 重重地
zhongzhouxian 中轴线
zhongzhuangang 中转港
zhongzhuanzhan 中转站
zhongzishu 种子数
zhongzixing 中子星
zhoubaba 皱巴巴
zhoubangyan 周邦彦
zhouchengwang 周成王
zhouduichen 轴对称
zhoudunyi 周敦颐
zhouenlai 周恩来
zhouguanjie 肘关节
zhoujianren 周建人
zhoujingwang 周敬王
zhoukangwang 周康王
zhoukoudian 周口店
zhoulibo 周立波
zhouliwang 周厉王
zhoumuwang 周穆王
zhounanwang 周赧王
zhoupingwang 周平王
zhouqibiao 周期表
zhouqichang 周期长
zhouqiduan 周期短
zhouqilv 周期律
zhouqixing 周期性
zhouquxian 舟曲县
zhoushanshi 舟山市
zhoushizong 周世宗
zhoushuren 周树人
zhoutianzi 周天子
zhouwenwang 周文王
zhouwenzhi 皱纹纸
zhouwuwang 周武王
zhouxiansheng 周先生
zhouxinfang 周信芳
zhouxinguo 轴心国
zhouxuanwang 周宣王
zhouyafu 周亚夫
zhouyiliang 周一良
zhouyouwang 周幽王
zhouzhengfu 州政府
zhouzongli 周总理
zhuajiuer 抓阄儿
zhuananzu 专案组
zhuanbiancheng 转变成
zhuandaqian 赚大钱
zhuandongzhou 转动轴
zhuanfagei 转发给
zhuangaoren 撰稿人
zhuangbancheng 装扮成
zhuangjiabing 装甲兵
zhuangjiqi 撞击器
zhuangjisheng 撞击声
zhuangpeishi 装配式
zhuangpeitu 装配图
zhuangpeixian 装配线
zhuangshihua 装饰画
zhuangshipin 装饰品
zhuangshiwu 装饰物
zhuangshixing 装饰性
zhuangshiyin 装饰音
zhuanguoshen 转过身
zhuangyuanzhu 庄园主
zhuangzailiang 装载量
zhuanhongrang 砖红壤
zhuanhuacheng 转化成
zhuanhualv 转化率
zhuanhuancheng 转换成
zhuanhuanqi 转换器
zhuanjiazu 专家组
zhuanjiyin 转基因
zhuankejia 篆刻家
zhuanlifa 专利法
zhuanliquan 专利权
zhuanmaidian 专卖店
zhuanmenhua 专门化
zhuanmenxing 专门性
zhuanquanquan 转圈圈
zhuansubi 转速比
zhuantixing 专题性
zhuanwafang 砖瓦房
zhuanwanchu 转弯处
zhuanxiaqu 转下去
zhuanxingqi 转型期
zhuanyanjian 转眼间
zhuanyedui 专业队
zhuanyehu 专业户
zhuanyehua 专业化
zhuanyexing 专业性
zhuanyixing 转移性
zhuanyizhuan 转一转
zhuanyongquan 专用权
zhuanyouquan 专有权
zhuanzhedian 转折点
zhuanzhuge 转朱阁
zhubajie 猪八戒
zhubanzhe 主办者
zhubite 朱庇特
zhuchanqu 主产区
zhuchengqu 主城区
zhuchengxu 主程序
zhuchici 主持词
zhuchiren 主持人
zhuchongba 朱重八
zhudaoquan 主导权
zhudaoxing 主导型
zhudaozhe 主导者
zhudongci 助动词
zhudonglun 主动轮
zhudongmai 主动脉
zhudongquan 主动权
zhudongxing 主动性
zhudunru 朱敦儒
zhugandao 主干道
zhuganwang 主干网
zhuganxian 主干线
zhugejun 诸葛均
zhugeliang 诸葛亮
zhugezhan 诸葛瞻
zhugongdiao 诸宫调
zhuguangqian 朱光潜
zhuhaishi 珠海市
zhuhangdao 主航道
zhuhanji 助焊剂
zhuhexin 祝贺信
zhuhongse 朱红色
zhuhouguo 诸侯国
zhuhouwang 诸侯王
zhuhuichang 主会场
zhuibushang 追不上
zhuidaohui 追悼会
zhuiguoqu 追过去
zhuijianpan 椎间盘
zhuijiuqi 追究其
zhuiluozai 坠落在
zhuimengren 追梦人
zhuishanglai 追上来
zhuisudao 追溯到
zhuisuizhe 追随者
zhuixunzhe 追寻着
zhujianer 朱践耳
zhujiangkou 珠江口
zhujiangren 主讲人
zhujifu 助记符
zhujiuge 祝酒歌
zhukaoguan 主考官
zhukechang 主客场
zhukefu 朱可夫
zhukeguan 主客观
zhuketi 主客体
zhukezhen 竺可桢
zhulijun 主力军
zhuliye 朱丽叶
zhuliyuan 助理员
zhuluoji 侏罗纪
zhunbeijin 准备金
zhunbeiqi 准备期
zhungaer 准噶尔
zhunimen 祝你们
zhunquedu 准确度
zhunquelv 准确率
zhunquexing 准确性
zhunxitong 准系统
zhuobielin 卓别林
zhuolidian 着力点
zhuoluchang 着陆场
zhuoluqi 着陆器
zhuomianshang 桌面上
zhuomicang 捉迷藏
zhuomuniao 啄木鸟
zhuonixian 卓尼县
zhuonongren 捉弄人
zhuoseji 着色剂
zhuoshuixi 浊水溪
zhuoyandian 着眼点
zhuoyanyu 着眼于
zhuozhengyuan 拙政园
zhuozhongdian 着重点
zhuozhongyu 着重于
zhuranji 助燃剂
zhurengong 主人公
zhurenjia 主人家
zhurenweng 主人翁
zhusediao 主色调
zhusheji 注射剂
zhushenghao 朱生豪
zhushenguan 主审官
zhusheqi 注射器
zhusheye 注射液
zhushijie 朱世杰
zhushitu 主视图
zhutige 主题歌
zhutingqi 助听器
zhutiqu 主题曲
zhutixing 主体性
zhutourou 猪头肉
zhutuiqi 助推器
zhuweituan 助威团
zhuxianzhen 朱仙镇
zhuxiaochun 朱孝纯
zhuxiguo 主席国
zhuxiling 主席令
zhuxingqi 助行器
zhuxingtu 柱形图
zhuxingu 主心骨
zhuxitai 主席台
zhuxituan 主席团
zhuxuanlv 主旋律
zhuxuejin 助学金
zhuyeqing 竹叶青
zhuyili 注意力
zhuyingtai 祝英台
zhuyizhe 主义者
zhuyoujiao 朱由校
zhuyouzhen 朱友贞
zhuyuanzhang 朱元璋
zhuzaiguo 驻在国
zhuzaochu 铸造出
zhuzhailou 住宅楼
zhuzhaiqu 住宅区
zhuzhanchang 主战场
zhuzhanji 朱瞻基
zhuzhiyu 朱之瑜
zhuzhuangtu 柱状图
zhuziqing 朱自清
zhuzuoquan 著作权
zibeigan 自卑感
zibene 资本额
zibenjia 资本家
zibenlun 资本论
zibianliang 自变量
zibizheng 自闭症
ziboshi 淄博市
zichanzhe 资产者
zichengwei 自称为
zichengxu 子程序
zidibing 子弟兵
zidingyi 自定义
zidonghua 自动化
zidongmen 自动门
ziduanming 字段名
zifaxing 自发性
zifeiyu 子非鱼
zifuchuan 字符串
zifuji 字符集
zigeer 自个儿
zigezheng 资格证
zigongshi 自贡市
zigongsi 子公司
zihaogan 自豪感
ziheise 紫黑色
zihongse 紫红色
zihuaxiang 自画像
zijiaoxi 自交系
zijiegou 子结构
zijieshu 字节数
zijilv 自给率
zijincheng 紫禁城
zijinghua 紫荆花
zijingshan 紫荆山
zijinliu 资金流
zijinshan 紫金山
zijuexing 自觉性
zikongli 自控力
zilaishui 自来水
ziliaojia 资料夹
ziliaoka 资料卡
ziliaoku 资料库
ziliaoshi 资料室
ziliudi 自留地
ziliujing 自流井
ziliushan 自留山
zimeipian 姊妹篇
zimianshang 字面上
zimiaoshu 自描述
zimingwei 自命为
zimingzhong 自鸣钟
zimubiao 字母表
ziranfeng 自然风
ziranguan 自然观
ziranguang 自然光
ziranhua 自然化
ziranjie 自然界
ziranli 自然力
ziranmei 自然美
ziranren 自然人
ziranshu 自然数
ziranxing 自然性
zishanchun 紫杉醇
zishashi 自杀式
zishatao 紫砂陶
zishibu 紫式部
zishuijing 紫水晶
zisuren 自诉人
zisuye 紫苏叶
zitenghua 紫藤花
ziwaiguang 紫外光
ziwaixian 紫外线
ziweidui 自卫队
ziweijun 自卫军
ziweiquan 自卫权
ziwuxian 子午线
zixike 自习课
zixingche 自行车
zixinxin 自信心
zixiting 仔细听
zixitong 子系统
zixunhui 咨询会
zixunshi 咨询师
zixunzhe 咨询者
zixunzu 咨询组
ziyaner 字眼儿
ziyangceng 滋养层
ziyoudu 自由度
ziyougang 自由港
ziyouhua 自由化
ziyouji 自由基
ziyoumin 自由民
ziyouquan 自由权
ziyouren 自由人
ziyoushi 自由式
ziyouti 自由体
ziyouxing 自由性
ziyouyong 自由泳
ziyuande 自愿地
ziyuanku 资源库
ziyuanliang 资源量
ziyuanxing 资源型
zizhifa 自治法
zizhili 自制力
zizhiling 自治领
zizhiqu 自治区
zizhiquan 自治权
zizhishi 自治市
zizhixian 自治县
zizhizhou 自治州
zizhuanti 自传体
zizhucan 自助餐
zizhuhua 自主化
zizhulin 紫竹林
zizhuquan 自主权
zizhushi 自助式
zizhuxing 自主性
zizunxin 自尊心
zongbagong 总罢工
zongbaihua 宗白华
zongbifen 总比分
zongbingli 总兵力
zongchangdu 总长度
zongchanliang 总产量
zongchanzhi 总产值
zongchengben 总成本
zongchuliang 总储量
zongdongyuan 总动员
zongduanmian 纵断面
zongdufu 总督府
zongfangzhen 总方针
zonggaishi 总该是
zonggaiyou 总该有
zongganshi 总干事
zonggonghui 总工会
zonggongsi 总公司
zongguanqing 总关情
zonghefa 综合法
zonghehua 综合化
zonghelei 综合类
zonghengjia 纵横家
zonghengtan 纵横谈
zongheti 综合体
zonghexing 综合性
zonghezheng 综合征
zonghoufang 总后方
zonghuangse 棕黄色
zonghuoan 纵火案
zongjiaofa 宗教法
zongjiaohua 宗教画
zongjiaojie 宗教界
zongjiazhi 总价值
zongjiehui 总结会
zongjiexing 总结性
zongjine 总金额
zongjingli 总经理
zongjiyou 总计有
zongjuesai 总决赛
zongkaiguan 总开关
zonglingshi 总领事
zongluxian 总路线
zongmianji 总面积
zongpoumian 纵剖面
zongqushi 总趋势
zongranneng 纵然能
zongrenkou 总人口
zongrenwu 总任务
zongshouru 总收入
zongshuji 总书记
zongsiling 总司令
zongtongfu 总统府
zongtongzhi 总统制
zongxianwang 总线网
zongxieding 总协定
zongxuqiu 总需求
zongyiwei 总以为
zongyiyuan 总医院
zongzhichu 总支出
zongzhihui 总指挥
zongzhongliang 总重量
zongzhuguo 宗主国
zongzichan 总资产
zongzuobiao 纵坐标
zoubudong 走不动
zoudeman 走得慢
zouduoyuan 走多远
zouguochang 走过场
zouhoumen 走后门
zoujianghu 走江湖
zoujiduan 走极端
zoumadeng 走马灯
zoumingqu 奏鸣曲
zoushitu 走势图
zoutaofen 邹韬奋
zouwanlu 走弯路
zouyibian 走一遍
zouyigui 邹一桂
zouzipai 走资派
zuanchulai 钻出来
zuanjingdui 钻井队
zuanjinqu 钻进去
zuankongzi 钻空子
zuansuan 组氨酸
zuantanji 钻探机
zuchengyuan 组成员
zuchongzhi 祖冲之
zudanbai 组蛋白
zufumu 祖父母
zuguosong 祖国颂
zuhecheng 组合成
zuhefa 组合法
zuhejian 组合键
zuheti 组合体
zuhexing 组合型
zuichuse 最出色
zuidahua 最大化
zuidashu 最大数
zuidazhe 最大者
zuidazhi 最大值
zuidiceng 最底层
zuididian 最低点
zuidijia 最低价
zuidiyin 最低音
zuidizhi 最低值
zuiduoneng 最多能
zuigaoceng 最高层
zuigaochao 最高潮
zuigaochu 最高处
zuigaodian 最高点
zuigaofen 最高分
zuigaofeng 最高峰
zuigaoji 最高级
zuigaojia 最高价
zuigaojiang 最高奖
zuigaozhi 最高值
zuiheshi 最合适
zuihuiguo 最惠国
zuikaojin 最靠近
zuinanduan 最南端
zuipizi 嘴皮子
zuiqiangyin 最强音
zuiqianyan 最前沿
zuishangceng 最上层
zuishenchu 最深处
zuiwengting 醉翁亭
zuixiaohua 最小化
zuixiaozhi 最小值
zuixinban 最新版
zuixinyu 醉心于
zuixunxun 醉醺醺
zuiyouhua 最优化
zuiyufa 罪与罚
zujiedi 租借地
zujizhan 阻击战
zuniqi 阻尼器
zuoanmen 左安门
zuoanren 作案人
zuobaogui 左宝贵
zuobiaoxi 坐标系
zuobiaozhi 坐标值
zuobiaozhou 坐标轴
zuobuliao 做不了
zuobuzhu 坐不住
zuodehao 做得好
zuodianshi 做点事
zuoditie 坐地铁
zuofangshi 作坊式
zuoguanggao 做广告
zuohaoshi 做好事
zuohoufang 左后方
zuohuoche 坐火车
zuojiaozi 坐轿子
zuoluoyu 坐落于
zuomaimai 做买卖
zuopinji 作品集
zuopinzhan 作品展
zuoqianfang 左前方
zuoqiuming 左丘明
zuoqujia 作曲家
zuoquzhe 作曲者
zuoshandiao 座山雕
zuoshangfang 左上方
zuoshangjiao 左上角
zuoshengyi 做生意
zuoshoushu 做手术
zuotanhui 座谈会
zuoweihao 座位号
zuoweishu 座位数
zuowenke 作文课
zuowenzhang 做文章
zuoxiafang 左下方
zuoxiajiao 左下角
zuoxuewen 做学问
zuoxuyan 作序言
zuoyeben 作业本
zuoyeti 作业题
zuoyitao 做一套
zuoyongli 作用力
zuoyoufang 左右方
zuoyouming 座右铭
zuoyoushou 左右手
zuozongtang 左宗棠
zuozuoye 做作业
zuqiuchang 足球场
zuqiudui 足球队
zuqiusai 足球赛
zuranji 阻燃剂
zusexing 阻塞性
zuweihui 组委会
zuzhifa 组织法
zuzhihua 组织化
