aba 阿巴
yitu 意图
yituan 一团
yituo 依托
yiwai 意外
yiwan 一万
yiwang 以往
yiwei 以为
yiwen 疑问
yiwo 一握
yiwu 义务
yixi 依稀
yixia 一下
yixian 一线
yixiang 一项
yixiao 一笑
yixie 一些
yixin 一心
yixing 异性
yixiu 衣袖
yixu 依序
yixue 医学
yixun 依循
yiyan 一眼
yiyang 一样
yiyao 医药
yiye 一夜
yiyi 意义
yiyin 译音
yiying 一应
yiyong 医用
yiyou 已有
yiyu 易于
yiyuan 医院
yiyue 一月
yiyun 意蕴
yizai 一再
yizang 胰脏
yizao 一早
yize 一则
yizeng 遗赠
yizhan 一战
yizhang 一张
yizhao 依照
yizhe 译者
yizhen 一阵
yizheng 仪征
yizhi 一直
yizhong 一种
yizhou 一周
yizhu 遗嘱
yizhuan 一转
yizhuang 一幢
yizhuo 衣着
yizi 椅子
yizong 遗踪
yizou 一走
yizu 一组
yizui 一嘴
yizun 一尊
yizuo 一座
yongai 永爱
yongan 永安
yongbao 拥抱
yongbi 用笔
yongbie 永别
yongbing 用兵
yongbu 永不
yongcai 庸才
yongcan 用餐
yongchang 用场
yongchao 涌潮
yongche 用车
yongcheng 用成
yongchi 泳池
yongchu 用处
yongchuan 永川
yongchun 永春
yongci 用词
yongcun 永存
yongcuo 用错
yongdai 拥戴
yongdao 用到
yongde 永德
yongdi 用地
yongdian 用电
yongdong 涌动
yongdu 拥堵
yongduo 勇夺
yongfa 用法
yongfan 用饭
yongfu 永福
yonggan 勇敢
yongge 用个
yonggong 用工
yongguang 用光
yongguo 用过
yonghan 勇悍
yonghe 永和
yongheng 永恒
yonghu 用户
yonghua 用花
yonghuai 用坏
yonghuo 用火
yongji 拥挤
yongjia 用家
yongjiao 用脚
yongjin 用尽
yongjing 泳镜
yongjiu 永久
yongju 用具
yongjue 永诀
yongjun 拥军
yongkang 永康
yongku 泳裤
yonglai 用来
yonglang 涌浪
yongle 永乐
yongli 用力
yongliang 用量
yongliao 用料
yongliu 涌流
yongmao 泳帽
yongmei 咏梅
yongmeng 勇猛
yongmo 用墨
yongmu 雍睦
yongnan 雍南
yongnao 用脑
yongneng 用能
yongnian 永年
yongning 邕宁
yongpin 用品
yongping 永平
yongqi 勇气
yongqian 用钱
yongqiang 用枪
yongqing 永清
yongquan 用权
yongren 用人
yongrong 雍容
yongru 涌入
yongse 用色
yongshan 永善
yongsheng 永生
yongshi 勇士
yongshou 用手
yongshu 用书
yongshui 用水
yongshun 永顺
yongsu 庸俗
yongtai 永泰
yongtan 咏叹
yongtang 用糖
yongtu 用途
yongwu 永无
yongxia 用下
yongxian 涌现
yongxiang 涌向
yongxin 用心
yongxing 永兴
yongxu 永续
yongxue 用血
yongyan 用眼
yongyao 用药
yongyi 用以
yongyou 拥有
yongyu 用于
yongyuan 永远
yongyue 踊跃
yongzan 咏赞
yongzhang 用章
yongzhe 勇者
yongzheng 雍正
yongzhi 用纸
yongzhong 臃肿
yongzhou 永州
yongzhu 永驻
yongzi 用字
yongzuo 用作
youai 友爱
youan 幽暗
youbang 友邦
youbao 邮包
youbei 有悖
youbi 右臂
youbian 右边
youbiao 游标
youbie 有别
youbing 有病
youbu 有部
youcai 油菜
youcang 油藏
youcao 油槽
youce 右侧
youceng 有层
youcha 有差
youchai 邮差
youchang 悠长
youche 有车
youcheng 又称
youchong 幼虫
youchou 忧愁
youchuan 游船
youchun 游春
youci 由此
youcuo 有错
youda 犹大
youdai 有待
youdang 游荡
youdao 诱导
youde 有的
youdeng 油灯
youdi 诱敌
youdian 有点
youdiao 有调
youdong 游动
youdu 有毒
youduan 右端
youer 幼儿
youfa 诱发
youfan 有范
youfang 有方
youfen 有分
youfeng 有风
youfou 有否
youfu 优抚
yougai 由该
yougan 有感
youge 有个
yougen 有根
yougong 有功
yougou 邮购
yougu 有股
youguan 有关
youguang 有光
yougui 有鬼
youguo 有过
youhai 有害
youhao 友好
youhe 有何
youhei 黝黑
youheng 有恒
youhou 优厚
youhu 油壶
youhua 优化
youhuan 忧患
youhuang 幽篁
youhui 优惠
youhuo 诱惑
youji 有机
youjia 有加
youjian 邮件
youjiang 有奖
youjiao 右脚
youjie 有节
youjin 有劲
youjing 幽静
youjiu 悠久
youju 邮局
youke 游客
youkong 有空
youkou 有口
youku 油库
youkuai 有块
youkuang 铀矿
youkui 有愧
youlai 由来
youlan 游览
youlang 游廊
youlao 有劳
youle 游乐
youlei 有泪
youli 有力
youliang 优良
youliao 油料
youlie 优劣
youling 幽灵
youlong 游龙
youlu 有路
youlun 邮轮
youlv 忧虑
youmei 优美
youmen 油门
youmeng 幽梦
youmi 有米
youmian 右面
youmiao 幼苗
youmin 忧民
youming 又名
youmo 幽默
youmu 游牧
younen 幼嫩
youneng 有能
youni 油腻
younian 幼年
younv 幼女
youpai 右派
youpi 有批
youpian 诱骗
youpiao 邮票
youpin 优品
youping 油瓶
youqi 尤其
youqian 有钱
youqin 有琴
youqing 友情
youqiu 有球
youqu 有趣
youquan 有权
youran 悠然
youren 有人
yourou 优柔
youru 犹如
youse 有色
yousha 诱杀
youshan 友善
youshang 忧伤
youshe 有舍
youshen 幽深
yousheng 有声
youshi 优势
youshou 右手
youshu 有数
youshui 有水
yousi 游丝
yousong 油松
yousuan 油酸
yousui 幽邃
yousun 有损
yousuo 有所
youtai 犹太
youtao 釉陶
youti 幼体
youtian 油田
youtiao 油条
youting 游艇
youtong 幼童
youtou 有头
youtu 有图
youtui 右腿
youwan 游玩
youwang 有望
youwei 尤为
youwo 优渥
youwu 有无
youxi 游戏
youxia 游侠
youxian 优先
youxiang 邮箱
youxiao 有效
youxie 有些
youxin 有心
youxing 有形
youxiu 优秀
youxu 有序
youxuan 优选
youxue 游学
youya 优雅
youyan 油烟
youyang 悠扬
youye 幽咽
youyi 友谊
youyin 诱因
youyong 有用
youyou 悠悠
youyu 由于
youyuan 有缘
youyue 优越
youyun 有云
youzai 犹在
youze 有责
youzha 油炸
youzhan 油毡
youzhang 有张
youzhe 有着
youzheng 邮政
youzhi 优质
youzhong 有种
youzhou 幽州
youzhu 有助
youzhuan 右转
youzi 游子
youzong 游踪
youzou 游走
youzui 有罪
youzuo 有座
yuan 预案
yuanan 冤案
yuanbang 怨谤
yuanbao 元宝
yuanben 原本
yuanbi 远比
yuanbing 援兵
yuanbo 渊博
yuanchan 原产
yuanchang 怨怅
yuanchao 远超
yuancheng 远程
yuanchu 远处
yuanchuang 原创
yuanci 原词
yuancuo 圆锉
yuanda 远大
yuandai 元代
yuandan 元旦
yuandao 远道
yuandi 原地
yuandian 远点
yuandiao 圆雕
yuanding 原定
yuandong 远东
yuandu 圆度
yuanduan 远端
yuandun 圆墩
yuane 员额
yuanfang 远方
yuanfei 远非
yuanfen 缘分
yuanfeng 元丰
yuanfu 怨府
yuangao 原告
yuange 远隔
yuangong 员工
yuangu 远古
yuanguan 远观
yuangui 圆规
yuangun 圆滚
yuanhang 远航
yuanhao 圆号
yuanhe 缘何
yuanhen 怨恨
yuanhou 猿猴
yuanhu 圆弧
yuanhua 圆滑
yuanhuan 圆环
yuanji 原籍
yuanjia 原价
yuanjian 原件
yuanjiang 沅江
yuanjiao 远郊
yuanjin 远近
yuanjing 愿景
yuanju 原句
yuanjun 援军
yuanke 远客
yuankong 圆孔
yuankou 圆口
yuanlai 原来
yuanlang 元朗
yuanlao 元老
yuanli 原理
yuanlian 圆脸
yuanliang 原谅
yuanliao 原料
yuanlin 园林
yuanling 圆领
yuanliu 源流
yuanluo 院落
yuanma 源码
yuanman 圆满
yuanmao 原貌
yuanmei 原煤
yuanmen 院门
yuanmeng 圆梦
yuanmian 原棉
yuanming 原名
yuanmou 远谋
yuanmu 原木
yuannei 院内
yuannian 元年
yuanpan 圆盘
yuanping 原平
yuanpu 园圃
yuanqi 远期
yuanqiang 院墙
yuanqing 冤情
yuanqiu 圆球
yuanqu 远去
yuanquan 圆圈
yuanque 圆缺
yuanren 猿人
yuanrong 元戎
yuanrun 圆润
yuanse 原色
yuanshan 远山
yuanshao 袁绍
yuanshe 远射
yuansheng 原生
yuanshi 原始
yuanshou 元首
yuanshu 原属
yuanshuai 元帅
yuanshui 原水
yuansi 冤死
yuansou 渊薮
yuansu 元素
yuantai 圆台
yuanti 原题
yuantian 怨天
yuantiao 远眺
yuantong 圆筒
yuantou 源头
yuantu 原图
yuanwai 园外
yuanwang 愿望
yuanwei 原为
yuanwen 原文
yuanxi 院系
yuanxian 原先
yuanxiao 院校
yuanxie 远些
yuanxin 圆心
yuanxing 圆形
yuanxiong 元凶
yuanxun 元勋
yuanyan 怨言
yuanyang 鸳鸯
yuanye 原野
yuanyi 愿意
yuanyin 原因
yuanyou 缘由
yuanyu 源于
yuanyuan 远远
yuanyue 元月
yuanzai 原在
yuanzang 援藏
yuanzao 圆凿
yuanze 原则
yuanzhang 院长
yuanzhen 元稹
yuanzheng 远征
yuanzhi 原指
yuanzhong 园中
yuanzhou 圆周
yuanzhu 援助
yuanzhuang 原装
yuanzhui 圆锥
yuanzhuo 圆桌
yuanzi 源自
yuanzou 远走
yuanzu 远足
yuanzuo 原作
yuba 浴霸
yubao 预报
yubei 预备
yuben 愚笨
yubi 玉璧
yubiao 鱼鳔
yubing 语病
yubo 玉帛
yubu 余部
yucai 育才
yuce 预测
yucha 鱼叉
yuchang 浴场
yuche 舆车
yuchen 宇称
yucheng 育成
yuchi 鱼翅
yuchong 鱼虫
yuchu 语出
yuchuan 渔船
yuchun 愚蠢
yuci 于此
yucong 玉琮
yucun 渔村
yudai 雨带
yudang 余党
yudao 遇到
yudi 余地
yudian 雨点
yudiao 语调
yuding 预订
yudong 豫东
yudou 玉斗
yudu 鱼肚
yuduan 语段
yudun 愚钝
yue 余额
yuebai 月白
yuebei 粤北
yuebian 越变
yuebing 月饼
yuebo 约伯
yuecai 粤菜
yuecha 越差
yuechang 越长
yueche 约车
yuechi 乐池
yuechu 月初
yueda 越大
yuedan 约旦
yuedao 越到
yuedi 月底
yueding 约定
yuedong 越冬
yuedu 阅读
yueduan 越短
yuedui 乐队
yueduo 越多
yueer 悦耳
yuefa 越发
yuefei 岳飞
yuefen 月份
yuefu 岳父
yuegan 乐感
yuegao 越高
yuege 约个
yuegong 越共
yueguan 乐官
yueguang 月光
yuegui 月桂
yueguo 越过
yuehan 约翰
yuehao 越好
yuehu 月湖
yuehua 月华
yuehui 约会
yueji 月季
yuejia 越加
yuejian 月间
yuejie 越界
yuejin 越近
yuejing 月经
yueju 跃居
yuejuan 阅卷
yuejun 月均
yueke 约克
yuekuai 越快
yuelai 越来
yuelan 阅览
yueli 阅历
yueliang 月亮
yueling 月令
yuelv 乐律
yuelve 约略
yuema 跃马
yueman 越慢
yuemian 月面
yueming 月明
yuemo 约莫
yuemu 岳母
yuenan 越南
yueneng 越能
yuepiao 月票
yuepu 乐谱
yueqi 乐器
yueqian 跃迁
yueqiang 越强
yueqin 月琴
yueqing 约请
yueqiong 越穷
yueqiu 月球
yuequ 乐曲
yuer 鱼儿
yueran 跃然
yueru 月入
yuese 月色
yueshang 跃上
yueshao 越少
yueshen 越深
yuesheng 跃升
yueshi 越是
yueshou 乐手
yueshu 约束
yuetai 月台
yuetan 乐坛
yuetuan 乐团
yuewang 越王
yuewei 越位
yuewu 乐舞
yuexia 跃下
yuexian 越线
yuexiang 月相
yuexiao 越小
yuexiu 越秀
yueya 月牙
yueyang 岳阳
yueyao 越窑
yueye 越野
yueyin 乐音
yueying 月影
yueyou 越有
yueyu 粤语
yueyuan 越远
yueyun 岳云
yuezhai 越窄
yuezhan 越战
yuezhang 乐章
yuezhou 岳州
yufa 愈发
yufang 预防
yufei 与非
yufeng 玉峰
yufou 与否
yufu 预付
yugan 预感
yugang 浴缸
yugao 预告
yuge 渔歌
yugong 愚公
yugu 预估
yuguan 狱官
yuguang 余光
yuguo 雨果
yuhai 遇害
yuhan 御寒
yuhang 宇航
yuhe 愈合
yuhou 预后
yuhua 鱼花
yuhuang 玉皇
yuhui 与会
yuhuo 渔获
yuji 预计
yujia 瑜伽
yujian 遇见
yujiang 于江
yujiao 余角
yujie 欲界
yujin 于今
yujing 预警
yuju 语句
yujue 欲绝
yuke 预科
yukou 鱼口
yukuai 愉快
yukuan 余款
yulai 雨来
yulan 预览
yulao 雨涝
yule 娱乐
yulei 鱼类
yuleng 遇冷
yuli 雨里
yulian 羽联
yuliang 雨量
yuliao 预料
yulie 渔猎
yulin 鱼鳞
yuling 谕令
yuliu 预留
yulong 玉龙
yulu 语录
yuluan 鱼卵
yulun 舆论
yulv 余氯
yuma 舆马
yuman 誉满
yumao 羽毛
yumei 愚昧
yumen 郁闷
yumi 玉米
yumiao 育苗
yumin 渔民
yuming 域名
yumou 预谋
yumu 余亩
yunan 遇难
yunbai 韵白
yunbi 运笔
yunbin 云鬓
yunbing 运兵
yunbu 韵部
yuncai 云彩
yuncang 蕴藏
yunceng 云层
yunchang 云长
yunche 晕车
yunchen 匀称
yunchou 运筹
yunchu 运出
yunchuan 晕船
yunda 运达
yundao 晕倒
yundong 运动
yundou 熨斗
yunduan 云端
yunduo 云朵
yune 迂讷
yunei 宇内
yuner 云尔
yunfan 云帆
yunfei 运费
yunfu 孕妇
yungang 云冈
yungui 云贵
yunhai 云海
yunhan 蕴含
yunhe 运河
yunhuan 云鬟
yunhui 运回
yunhuo 运货
yuni 淤泥
yunian 余年
yunji 云集
yunjian 云间
yunjiang 匀浆
yunjiao 韵脚
yunjie 蕴藉
yunjin 云锦
yunjing 匀净
yunjue 晕厥
yunlai 运来
yunli 运力
yunliang 运量
yunlin 云林
yunling 云岭
yunlong 云龙
yunluo 陨落
yunlv 韵律
yunmen 云门
yunming 殒命
yunmu 韵母
yunnan 云南
yunni 云霓
yunniang 酝酿
yunnuo 允诺
yunong 愚弄
yunpan 云盘
yunping 熨平
yunqi 运气
yunqiu 运球
yunque 云雀
yunran 晕染
yunru 运入
yunsan 云散
yunshan 云山
yunshang 云上
yunshi 陨石
yunshu 运输
yunshui 运水
yunsong 运送
yunsu 匀速
yunsuan 运算
yuntang 熨烫
yuntao 云涛
yunti 云梯
yuntian 云天
yuntie 陨铁
yunting 匀停
yuntou 云头
yuntu 云图
yunwang 运往
yunwei 韵味
yunwen 韵文
yunwu 云雾
yunxi 云系
yunxia 云霞
yunxian 郧县
yunxiao 云霄
yunxing 运行
yunxu 允许
yunxuan 晕眩
yunyan 云烟
yunyang 云阳
yunyi 蕴意
yunying 运营
yunyong 运用
yunyu 孕育
yunyun 云云
yunzai 运载
yunzhe 云遮
yunzhi 韵致
yunzhong 云中
yunzhuan 运转
yunzou 运走
yunzuo 运作
yupan 预判
yupen 浴盆
yupi 鱼皮
yuping 御屏
yuqi 与其
yuqian 榆钱
yuqiang 逾墙
yuqiao 渔樵
yuqing 舆情
yuqiu 欲求
yuqu 迂曲
yuquan 玉泉
yuque 余缺
yuqun 鱼群
yure 预热
yuren 育人
yurong 羽绒
yurou 鱼肉
yurun 玉润
yusai 预赛
yusan 雨伞
yuse 淤塞
yushan 御膳
yushang 遇上
yushe 预设
yushen 愈甚
yusheng 余生
yushi 于是
yushou 预售
yushu 余数
yushui 雨水
yushun 虞舜
yusu 语速
yusuan 预算
yusui 玉碎
yusuo 寓所
yutai 语态
yutang 鱼塘
yuti 语体
yutian 雨天
yutiao 余条
yutie 熨帖
yutou 鱼头
yutu 玉兔
yuwa 雨蛙
yuwai 域外
yuwan 愚顽
yuwang 欲望
yuwei 誉为
yuwen 语文
yuweng 渔翁
yuwu 雨雾
yuxi 预习
yuxia 余下
yuxian 预先
yuxiang 预想
yuxie 雨鞋
yuxin 育新
yuxing 欲行
yuxiong 愚兄
yuxu 语序
yuxuan 预选
yuxue 雨雪
yuyan 语言
yuyang 渔阳
yuyao 余姚
yuye 渔业
yuyi 予以
yuyin 语音
yuying 鱼鹰
yuyong 语用
yuyou 育幼
yuyu 郁郁
yuyuan 余元
yuyue 预约
yuyun 余韵
yuzan 玉簪
yuzhao 预兆
yuzhen 余震
yuzhi 欲知
yuzhong 语种
yuzhou 宇宙
yuzhu 预祝
yuzhuang 羽状
yuzhuo 玉镯
yuzu 语族
zacao 杂草
zachen 杂陈
zacheng 扎成
zafei 杂费
zahe 杂合
zahuan 杂环
zahui 杂烩
zahuo 杂货
zaibai 再拜
zaibian 在编
zaibie 再别
zaibo 载波
zaicha 再查
zaichang 在场
zaichuang 再创
zaici 再次
zaidao 栽倒
zaidian 再点
zaidu 再度
zaifen 再分
zaifu 宰辅
zaige 宰割
zaihai 灾害
zaihe 载荷
zaihou 灾后
zaihu 在乎
zaihua 栽花
zaihuan 再换
zaihuang 灾荒
zaihui 再会
zaihun 再婚
zaihuo 灾祸
zaijia 在家
zaijian 再见
zaijiao 再交
zaike 载客
zaiku 再苦
zailai 再来
zailian 再练
zailiang 载量
zailun 再论
zaimin 灾民
zaiming 载明
zainan 灾难
zainei 在内
zaipei 栽培
zaiqing 灾情
zaiqu 灾区
zairan 再燃
zairen 载人
zairu 载入
zaisan 再三
zaisha 宰杀
zaisheng 再生
zaishi 在世
zaishou 在手
zaishu 栽树
zaishua 再刷
zaishuo 再说
zaisuan 再算
zaitan 再谈
zaiti 载体
zaitian 再添
zaiwai 在外
zaiwang 再往
zaiwei 在位
zaixian 在线
zaixiang 宰相
zaixiao 在校
zaixing 再行
zaixiu 再修
zaixuan 再选
zaiyao 再要
zaiye 再也
zaiyi 在意
zaiyong 再用
zaiyou 再有
zaiyu 在于
zaizao 再造
zaize 再则
zaizeng 再增
zaizhe 再者
zaizhi 在职
zaizhong 载重
zaizuo 在座
zaji 杂技
zajia 杂家
zajiao 杂交
zajin 扎紧
zaju 杂剧
zajun 杂菌
zaliang 杂粮
zalu 杂录
zaluan 杂乱
zancheng 赞成
zanci 赞词
zancun 暂存
zangbei 藏北
zangdao 藏刀
zange 赞歌
zangfu 脏腑
zanghua 脏话
zanghuo 脏活
zanglan 藏蓝
zangli 葬礼
zangling 藏羚
zangma 藏马
zangnan 藏南
zangou 攒够
zangpao 藏袍
zangpi 臧否
zangqi 脏器
zangqing 藏青
zangshen 葬身
zangshi 藏式
zangsong 葬送
zangwen 藏文
zangwu 赃物
zangxi 藏戏
zangxiang 藏香
zangxue 藏学
zangyao 藏药
zangyu 藏语
zangzu 藏族
zanhua 簪花
zanian 杂念
zanju 暂居
zankou 暂扣
zanli 赞礼
zanmei 赞美
zanmen 咱们
zanqie 暂且
zanque 暂缺
zanshang 赞赏
zanshi 暂时
zansong 赞颂
zantan 赞叹
zanting 暂停
zantong 赞同
zanwei 暂未
zanxie 暂歇
zanxing 暂行
zanxu 赞许
zanyang 赞扬
zanying 簪缨
zanyu 赞誉
zanzhu 赞助
zanzi 簪子
zaoai 造爱
zaoan 早安
zaobao 早报
zaobi 造币
zaobiao 造表
zaocan 早餐
zaoce 造册
zaochen 早晨
zaocheng 造成
zaochu 造出
zaochuan 造船
zaochun 早春
zaoci 遭此
zaodao 遭到
zaodian 早点
zaodong 躁动
zaodu 早读
zaoer 枣儿
zaofan 早饭
zaofang 造访
zaofeng 遭逢
zaofu 造福
zaogai 早该
zaogan 枣干
zaogao 糟糕
zaoge 造个
zaohao 造好
zaohe 枣核
zaohong 枣红
zaohua 造化
zaohuo 灶火
zaoji 遭际
zaojia 造价
zaojie 遭劫
zaojing 造景
zaojiu 早就
zaoju 造句
zaokai 早开
zaokong 凿空
zaolei 藻类
zaolian 早恋
zaolin 造林
zaomu 枣木
zaonian 早年
zaopen 澡盆
zaopo 糟粕
zaoqi 早期
zaoqiao 造桥
zaore 燥热
zaoren 遭人
zaori 早日
zaoshang 早上
zaoshen 造神
zaosheng 噪声
zaoshi 早市
zaoshou 遭受
zaoshu 早熟
zaoshuai 早衰
zaoshuang 早霜
zaosui 早岁
zaota 糟蹋
zaotian 造田
zaotou 灶头
zaotui 早退
zaowan 早晚
zaowu 造物
zaoxia 早霞
zaoxian 早先
zaoxiang 造像
zaoxie 早些
zaoxing 造型
zaoyang 遭殃
zaoyao 造谣
zaoyi 早已
zaoyin 噪音
zaoying 造影
zaoyou 早有
zaoyu 遭遇
zaoyuan 枣园
zaozao 早早
zaozhi 造纸
zaozhuang 枣庄
zaozi 枣子
zaozuo 造作
zapo 砸破
zaqu 杂曲
zaran 扎染
zarou 杂糅
zase 杂色
zashang 砸伤
zashi 杂食
zashu 匝数
zashua 杂耍
zashui 杂税
zashuo 杂说
zasui 杂碎
zawen 杂文
zawu 杂物
zayi 杂役
zayuan 杂院
zazhi 杂志
zazhong 杂种
zebei 责备
zecheng 责成
zeda 责打
zefa 责罚
zeguai 责怪
zelan 泽兰
zeling 责令
zema 责骂
zenan 责难
zenban 怎办
zengan 怎敢
zengbie 赠别
zengbing 增兵
zengbu 增补
zengchan 增产
zengda 增大
zengduo 增多
zengfei 增肥
zengfu 增幅
zenggao 增高
zenggei 赠给
zengguang 增广
zenghen 憎恨
zenghou 增厚
zengjia 增加
zengjian 增减
zengjin 增进
zengkai 增开
zengli 赠礼
zengliang 增量
zengpin 赠品
zengqiang 增强
zengse 增色
zengshan 增删
zengshe 增设
zengshou 增收
zengsong 赠送
zengsu 增速
zengsun 曾孙
zengtian 增添
zengwei 增为
zengwen 增温
zengwu 憎恶
zengxiao 增效
zengxiu 增修
zengxuan 增选
zengyan 赠言
zengyi 增益
zengyu 赠予
zengyuan 增援
zengzhang 增长
zengzhi 增值
zengzhong 增重
zenme 怎么
zenneng 怎能
zensheng 怎生
zenshi 怎是
zenyang 怎样
zenzhi 怎知
zeou 择偶
zeqi 择期
zeren 责任
zewen 责问
zeyao 择要
zeye 择业
zeyou 择优
zeze 啧啧
zhabei 闸北
zhacai 榨菜
zhacheng 炸成
zhachu 榨出
zhadan 炸弹
zhade 乍得
zhadiao 炸掉
zhagang 轧钢
zhagen 扎根
zhaguo 扎过
zhahuang 札幌
zhahui 炸毁
zhaiba 窄巴
zhaibian 摘编
zhaichao 摘抄
zhaichu 摘除
zhaidai 窄带
zhaidi 宅邸
zhaidiao 摘掉
zhaihua 摘花
zhaiji 摘记
zhaikuan 债款
zhailai 摘来
zhailu 摘录
zhaimao 摘帽
zhaimen 宅门
zhaiqi 斋期
zhaiqu 摘取
zhaiquan 债券
zhaitiao 窄条
zhaiwu 债务
zhaixia 摘下
zhaixiao 窄小
zhaixing 摘星
zhaiyao 摘要
zhaiyi 摘译
zhaiyin 摘引
zhaiyuan 宅院
zhaizhu 债主
zhaizi 摘自
zhaji 闸机
zhajin 扎进
zhakai 炸开
zhakan 乍看
zhakong 扎孔
zhakou 闸口
zhalan 栅栏
zhalei 炸雷
zhalie 炸裂
zhamen 闸门
zhameng 蚱蜢
zhanbai 战败
zhanban 展板
zhanbei 战备
zhanbu 占卜
zhanchang 战场
zhanche 战车
zhancheng 占城
zhanchi 展翅
zhanchu 展出
zhanchuan 战船
zhandao 栈道
zhande 占得
zhandeng 盏灯
zhandi 占地
zhandian 站点
zhanding 站定
zhandou 战斗
zhandu 展读
zhanduan 斩断
zhandui 站队
zhanfa 战法
zhanfan 战犯
zhanfang 绽放
zhanfu 战斧
zhangai 障碍
zhangang 站岗
zhangbei 长辈
zhangben 账本
zhangbi 障壁
zhangbu 账簿
zhangcao 章草
zhangchao 涨潮
zhangcheng 章程
zhangchi 张弛
zhangchu 长出
zhangcong 张聪
zhangda 长大
zhangdai 张岱
zhangdan 账单
zhangdao 长到
zhangde 长得
zhangdeng 掌灯
zhangdian 长点
zhangdui 长对
zhangduo 掌舵
zhange 战歌
zhangfa 章法
zhangfang 账房
zhangfei 张飞
zhangfu 丈夫
zhanggao 长高
zhanggu 掌故
zhanggua 张挂
zhangguan 长官
zhanggui 掌柜
zhangguo 长过
zhanghao 账号
zhanghe 张合
zhangheng 张衡
zhanghong 涨红
zhanghu 账户
zhanghua 彰化
zhanghui 章回
zhangji 掌击
zhangjia 涨价
zhangjian 张謇
zhangjiao 张角
zhangjie 章节
zhangjin 长进
zhangju 章句
zhangkai 张开
zhangkong 掌控
zhangkou 张口
zhanglan 张澜
zhanglang 蟑螂
zhanglao 长老
zhanglei 张磊
zhangli 张力
zhangliang 丈量
zhanglin 张琳
zhanglu 张鲁
zhangluo 涨落
zhangman 长满
zhangming 张明
zhangmou 张某
zhangmu 账目
zhangnan 张楠
zhangnao 樟脑
zhangnv 长女
zhangong 战功
zhangpai 张牌
zhangpang 长胖
zhangpeng 帐篷
zhangping 张平
zhangpo 涨破
zhangqi 瘴气
zhangqian 张骞
zhangqiang 张强
zhangqin 长亲
zhangqiong 张琼
zhangqiu 章丘
zhangquan 掌权
zhangren 丈人
zhangsan 张三
zhangshang 长上
zhangshao 掌勺
zhangsheng 掌声
zhangshi 长势
zhangshu 樟树
zhangshui 涨水
zhangshun 张顺
zhangsun 长孙
zhangtie 张贴
zhangtong 胀痛
zhangu 战鼓
zhanguan 展馆
zhanguang 沾光
zhangui 展柜
zhanguo 战国
zhangwang 张望
zhangwei 张伟
zhangwen 掌纹
zhangwo 掌握
zhangwu 账务
zhangxia 帐下
zhangxian 彰显
zhangxiang 长相
zhangxin 掌心
zhangxiong 长兄
zhangxu 丈许
zhangxuan 张萱
zhangyan 张妍
zhangyang 张扬
zhangye 长叶
zhangyi 仗义
zhangying 张英
zhangyou 长有
zhangyu 章鱼
zhangzhang 张张
zhangzhe 长者
zhangzhen 张震
zhangzhi 张纸
zhangzhong 掌中
zhangzhou 漳州
zhangzi 长子
zhangzui 张嘴
zhanhao 战壕
zhanhou 战后
zhanhui 展会
zhanhuo 战火
zhanji 战绩
zhanjia 展架
zhanjian 战舰
zhanjiang 战将
zhanjie 粘接
zhanju 占据
zhankai 展开
zhankuang 战况
zhanlan 展览
zhanlao 粘牢
zhanli 站立
zhanlian 粘连
zhanlie 绽裂
zhanling 占领
zhanlu 展露
zhanluan 战乱
zhanlve 战略
zhanma 战马
zhanmai 展卖
zhanman 沾满
zhanmao 毡帽
zhanming 站名
zhanpai 展牌
zhanpin 展品
zhanping 展评
zhanqi 战旗
zhanqian 战前
zhanqiao 栈桥
zhanqin 沾亲
zhanqu 展区
zhanran 沾染
zhansen 詹森
zhanshang 站上
zhanshen 战神
zhansheng 战胜
zhanshi 展示
zhanshou 斩首
zhanshu 战术
zhanshui 沾水
zhansi 战死
zhantai 展台
zhantan 毡毯
zhantie 粘贴
zhanting 展厅
zhanwan 展玩
zhanwang 展望
zhanwei 站位
zhanwen 站稳
zhanxian 展现
zhanxin 崭新
zhanxing 展性
zhanyan 展演
zhanyang 瞻仰
zhanyi 战役
zhanying 展映
zhanyong 占用
zhanyou 占有
zhanyuan 瞻园
zhanzhan 战战
zhanzhang 站长
zhanzhen 战阵
zhanzheng 战争
zhanzhu 站住
zhanzhuan 辗转
zhanzi 站姿
zhaoban 照搬
zhaobi 照壁
zhaobian 找遍
zhaobiao 招标
zhaochang 照常
zhaochao 照抄
zhaochu 找出
zhaoci 照此
zhaodai 招待
