藏匿	cangni
普陀山	putuoshan
章子怡	zhangziyi
塑性	suxing
逆序	nixu
逆火	nihuo
塑料	suliao
闻之	wenzhi
立陶宛	litaowan
美联社	meilianshe
逆鳞	nilin
闻名	wenming
塑钢	sugang
逆反	nifan
逆势	nishi
闻知	wenzhi
塑造	suzao
逆行	nixing
疗程	liaocheng
疲惫	pibei
逆向	nixiang
疲乏	pifa
逆差	nicha
闻闻	wenwen
瘾头	yintou
疗养	liaoyang
闻道	wendao
塑像	suxiang
逆风	nifeng
疗伤	liaoshang
疲倦	pijuan
闻人	wenren
塑化	suhua
新陈代谢	xinchendaixie
羊皮纸	yangpizhi
疲弱	piruo
朔州	shuozhou
朔方	shuofang
竣工	jungong
痛苦	tongku
交通工具	jiaotonggongju
闯荡	chuangdang
痛切	tongqie
冯巩	fenggong
美特斯邦威	meitesibangwei
冶艳	yeyan
兖矿	yankuang
美能达	meinengda
交通厅	jiaotongting
羟基	qiangji
普通股	putonggu
斗鸡走狗	doujizougou
闻鸡起舞	wenjiqiwu
痛击	tongji
交通事故	jiaotongshigu
闯王	chuangwang
交叉点	jiaochadian
普通法	putongfa
痛觉	tongjue
痛哭	tongku
瘫软	tanruan
痛快	tongkuai
意马心猿	yimaxinyuan
痛恨	tonghen
冶炼	yelian
闯祸	chuanghuo
冶铸	yezhu
痛饮	tongyin
冶金	yejin
痛打	tongda
站台票	zhantaipiao
痛楚	tongchu
闯入	chuangru
交通部	jiaotongbu
瘫痪	tanhuan
闯将	chuangjiang
痛痒	tongyang
瘙痒	saoyang
疤痕	bahen
冯妇	fengfu
冯伟	fengwei
痛风	tongfeng
普通人	putongren
痛经	tongjing
交通费	jiaotongfei
痉挛	jingluan
普通话	putonghua
总参谋部	zongcanmoubu
关节	guanjie
凑巧	couqiao
送葬	songzang
关东	guandong
兰草	lancao
斗破苍穹	doupocangqiong
兰蔻	lankou
关切	guanqie
送花	songhua
兰花	lanhua
送药	songyao
北大荒	beidahuang
头子	touzi
关子	guanzi
痞子	pizi
兰陵	lanling
新大陆	xindalu
送出	songchu
头皮	toupi
头陀	toutuo
关联	guanlian
关隘	guanai
关防	guanfang
冷不防	lengbufang
状物	zhuangwu
头大	touda
郑大	zhengda
减压	jianya
送还	songhuan
头面	toumian
头盔	toukui
送达	songda
兼而有之	jianeryouzhi
郑爽	zhengshuang
兰斯	lansi
状态	zhuangtai
减肥	jianfei
美不胜收	meibushengshou
关爱	guanai
状貌	zhuangmao
头彩	toucai
送股	songgu
头脑	tounao
减震	jianzhen
头寸	toucun
减亏	jiankui
状元	zhuangyuan
送丧	songsang
准确无误	zhunquewuwu
减刑	jianxing
减至	jianzhi
关于	guanyu
送死	songsi
头上	toushang
头目	toumu
关卡	guanqia
头颅	toulu
郑源	zhengyuan
兰溪	lanxi
减法	jianfa
减小	jianxiao
减少	jianshao
意在沛公	yizaipeigong
关注	guanzhu
送电	songdian
头晕	touyun
送别	songbie
头号	touhao
关中	guanzhong
半成品	banchengpin
减员	jianyuan
减轻	jianqing
剖面图	poumiantu
头骨	tougu
头巾	toujin
关山	guanshan
关内	guannei
道不同不相为谋	daobutongbuxiangweimou
关怀	guanhuai
头尾	touwei
减慢	jianman
关羽	guanyu|guana
头发	toufa
准确性	zhunquexing
关心	guanxin
准确度	zhunquedu
关灯	guandeng
送粮	songliang
间不容发	jianburongfa
送客	songke
关窗	guanchuang
送礼	songli
头昏	touhun
头角	toujiao
关外	guanwai
美其名曰	meiqimingyue
减免	jianmian
差三错四	chasancuosi
关岛	guandao
头饰	toushi
送饭	songfan
差不多	chabuduo
送故迎新	songguyingxin
关键	guanjian
颜面扫地	yanmiansaodi
道不拾遗	daobushiyi
关押	guanya
送气	songqi
资不抵债	zibudizhai
头顶	touding
冷不丁	lengbuding
减速	jiansu
状态栏	zhuangtailan
关机	guanji
头筹	touchou
头等	toudeng
郑重	zhengzhong
头牌	toupai
头破血流	toupoxueliu
意大利	yidali
总面积	zongmianji
头衔	touxian
头箍	tougu
头条	toutiao
益寿延年	yishouyannian
关税	guanshui
减税	jianshui
关系	guanxi
头痛	toutong
关头	guantou
头头	toutou
关闭	guanbi
减半	jianban
状况	zhuangkuang
头部	toubu
送交	songjiao
善有善报	shanyoushanbao
善有善报恶有恶报	shanyoushanbaoeyouebao
头疼	touteng
减产	jianchan
关门	guanmen
减退	jiantui
减仓	jiancang
关公	guangong
凑合	couhe
装聋作哑	zhuanglongzuoya
头像	touxiang
姜太公钓鱼愿者上钩	jiangtaigongdiaoyuyuanzheshanggou
送风	songfeng
病原体	bingyuanti
痛不欲生	tongbuyusheng
送人	songren
减价	jianjia
头领	touling
送信	songxin
减缓	jianhuan
头绪	touxu
头绳	tousheng
状纸	zhuangzhi
送终	songzhong
减弱	jianruo
状语	zhuangyu
总而言之	zongeryanzhi
兰亭	lanting
意在言外	yizaiyanwai
郑州	zhengzhou
兰州	lanzhou
准确率	zhunquelv
前茅	qianmao
前项	qianxiang
剖腹藏珠	poufucangzhu
前世	qianshi
剪切	jianqie
剪子	jianzi
瘦子	shouzi
前卫	qianwei
羊毛出在羊身上	yangmaochuzaiyangshenshang
前出	qianchu
剪除	jianchu
前戏	qianxi
前驱	qianqu
前台	qiantai
前有	qianyou
前三	qiansan
前面	qianmian
前厅	qianting
前期	qianqi
前奏	qianzou
前脚	qianjiao
毅力	yili
剪彩	jiancai
瘦脸	shoulian
前脑	qiannao
剪裁	jiancai
新加坡	xinjiapo
童叟无欺	tongsouwuqi
前款	qiankuan
前进	qianjin
半边天	banbiantian
前夫	qianfu
冰肌玉骨	bingjiyugu
煎熬	jianao
前列	qianlie
决胜于千里之外	jueshengyuqianlizhiwai
首鼠两端	shoushuliangduan
遂平	suiping
前妻	qianqi
前辈	qianbei
着力点	zhuolidian
前汉	qianhan
瘦削	shouxue
剖肝沥胆	pouganlidan
前尘	qianchen
前海	qianhai
羊肠小道	yangchangxiaodao
前沿	qianyan
前浪	qianlang
前景	qianjing
剪影	jianying
前哨	qianshao
前因	qianyin
前置	qianzhi
前车	qianche
前四	qiansi
剪辑	jianji
前轴	qianzhou
前轮	qianlun
前山	qianshan
道貌岸然	daomaoanran
瘦肉	shourou
前导	qiandao
煎蛋	jiandan
前臂	qianbi
剪发	jianfa
遂心	suixin
前序	qianxu
剪断	jianduan
前灯	qiandeng
前庭	qianting
前定	qianding
遂宁	suining
前襟	qianjin
羊毛衫	yangmaoshan
毅然	yiran
前兆	qianzhao
煎饼	jianbing
前夕	qianxi
前锋	qianfeng
北爱尔兰	beiaierlan
剪报	jianbao
前后	qianhou
前排	qianpai
前提	qianti
亲爱的	qinaide
剪枝	jianzhi
前述	qianshu
剪径	jianjing
前年	qiannian
前行	qianxing
前生	qiansheng
前段	qianduan
决胜千里	jueshengqianli
前程	qiancheng
前身	qianshen
瘦身	shoushen
前科	qianke
前舱	qiancang
闭月羞花	biyuexiuhua
前头	qiantou
痈疽	yongju
前部	qianbu
前端	qianduan
剖腹产	poufuchan
前门	qianmen
剪刀	jiandao
前代	qiandai
前传	qianzhuan
前途	qiantu
前例	qianli
装腔作势	zhuangqiangzuoshi
前任	qianren
前倾	qianqing
前缀	qianzhui
前线	qianxian
瘦弱	shouruo
前缘	qianyuan
并驾齐驱	bingjiaqiqu
前记	qianji
前方	qianfang
前言	qianyan
装蒜	zhuangsuan
闭幕	bimu
斗殴	douou
壮阳	zhuangyang
冰雪聪明	bingxuecongming
养老院	yanglaoyuan
壮观	zhuangguan
斗鸡	douji
壮大	zhuangda
装有	zhuangyou
前无古人后无来者	qianwugurenhouwulaizhe
凌厉	lingli
装成	zhuangcheng
前无古人	qianwuguren
立地成佛	lidichengfo
斗胆	doudan
壮胆	zhuangdan
凌驾	lingjia
意志力	yizhili
尊老爱幼	zunlaoaiyou
装载	zhuangzai
凌云	lingyun
装运	zhuangyun
装填	zhuangtian
壮士	zhuangshi
斗士	doushi
斗志	douzhi
壮志	zhuangzhi
凌志	lingzhi
冰魂雪魄	binghunxuepo
壮志未酬	zhuangzhiweichou
闭环	bihuan
背城一战	beichengyizhan
装逼	zhuangbi
壮丽	zhuangli
冰封王座	bingfengwangzuo
装死	zhuangsi
壮烈	zhuanglie
站起来	zhanqilai
凌虐	lingnue
闭目	bimu
装点	zhuangdian
闭眼	biyan
装满	zhuangman
装潢	zhuanghuang
凌波	lingbo
壮汉	zhuanghan
凌源	lingyuan
斗法	doufa
壮举	zhuangju
冷却水	lengqueshui
北戴河	beidaihe
凌海	linghai
凌晨	lingchen
闲云野鹤	xianyunyehe
斗志昂扬	douzhiangyang
闻者足戒	wenzhezujie
闭嘴	bizui
闭路	bilu
总动员	zongdongyuan
装置	zhuangzhi
装车	zhuangche
装甲	zhuangjia
斗图	doutu
闻过则喜	wenguozexi
装帧	zhuangzhen
壮怀	zhuanghuai
凌迟	lingchi
壮士断腕	zhuangshiduanwan
装料	zhuangliao
闭塞	bise
斗室	doushi
闺蜜	guimi
壮实	zhuangshi
装裱	zhuangbiao
凌空	lingkong
闺怨	guiyuan
闭锁	bisuo
装饰	zhuangshi
六朝金粉	liuchaojinfen
养老金	yanglaojin
癫狂	diankuang
斗争	douzheng
斗拱	dougong
斗气	douqi
装扮	zhuangban
前赴后继	qianfuhouji
装配	zhuangpei
壮丁	zhuangding
装相	zhuangxiang
装束	zhuangshu
单元格	danyuange
装样	zhuangyang
装机	zhuangji
闺秀	guixiu
凌乱	lingluan
斗笔	doubi
装卸	zhuangxie
壮年	zhuangnian
卷土重来	juantuchonglai
斗牛	douniu
壮行	zhuangxing
装备	zhuangbei
装箱	zhuangxiang
斗篷	doupeng
斗笠	douli
半老徐娘	banlaoxuniang
装入	zhuangru
闭关	biguan
壮志凌云	zhuangzhilingyun
装病	zhuangbing
壮美	zhuangmei
装着	zhuangzhe
壮阔	zhuangkuo
闷声闷气	menshengmenqi
癫痫	dianxian
痔疮	zhichuang
装疯	zhuangfeng
半真半假	banzhenbanjia
养老送终	yanglaosongzhong
闺女	guinv
装袋	zhuangdai
闭合	bihe
装修	zhuangxiu
装假	zhuangjia
壮健	zhuangjian
装货	zhuanghuo
闭经	bijing
新干线	xinganxian
准考证	zhunkaozheng
斗地主	doudizhu
闽南语	minnanyu
装裹	zhuangguo
闺房	guifang
装订	zhuangding
壮族	zhuangzu
装设	zhuangshe
背井离乡	beijinglixiang
斗方	doufang
美式	meishi
美菱	meiling
羡慕	xianmu
盖世	gaishi
半世	banshi
病区	bingqu
美欧	meiou
盖茨	gaici
凄切	qiqie
养花	yanghua
盖子	gaizi
养子	yangzi
卷子	juanzi
美观	meiguan
眷顾	juangu
拳套	quantao
病历	bingli
立于不败之地	liyububaizhidi
美感	meigan
凄厉	qili
美艳	meiyan
凄艳	qiyan
半夏	banxia
半死不活	bansibuhuo
半百	banbai
前事不忘后事之师	qianshibuwanghoushizhishi
盖布	gaibu
养成	yangcheng
盖碗	gaiwan
病原	bingyuan
疲于奔命	piyubenming
道琼斯	daoqiongsi
前事不忘	qianshibuwang
卷须	juanxu
半月	banyue
闰月	runyue
半边	banbian
靖边	jingbian
决一胜负	jueyishengfu
前列腺	qianliexian
卷毛	juanmao
美腿	meitui
美股	meigu
半坡	banpo
卷云	juanyun
冰天雪地	bingtianxuedi
卷起	juanqi
半场	banchang
美声	meisheng
养殖场	yangzhichang
美元	meiyuan
养老	yanglao
判刑	panxing
拳击	quanji
半天	bantian
半球	banqiu
拳王	quanwang
病夫	bingfu
决一死战	jueyisizhan
病理	bingli
美丽	meili
姜末	jiangmo
美玲	meiling
病毒	bingdu
美玉	meiyu
差一点	chayidian
美瞳	meitong
美满	meiman
冲击波	chongjibo
拳法	quanfa
凄清	qiqing
姜汤	jiangtang
美学	meixue
美酒	meijiu
总政治部	zongzhengzhibu
美洲	meizhou
拳师	quanshi
美日	meiri
半晌	banshang
养蜂	yangfeng
美景	meijing
逆来顺受	nilaishunshou
美味	meiwei
养路	yanglu
病患	binghuan
病史	bingshi
半只	banzhi
病因	bingyin
养胃	yangwei
美团	meituan
美国	meiguo
叛国	panguo
判罪	panzui
美甲	meijia
半圆	banyuan
卷轴	juanzhou
美图	meitu
卷曲	juanqu
盖帽	gaimao
半山	banshan
普天同庆	putiantongqing
凄惨	qican
病情	bingqing
美眉	meimei
半壁	banbi
凄恻	qice
凄惶	qihuang
美发	meifa
眷属	juanshu
卷发	juanfa
凄怆	qichuang
卷尺	juanchi
卷烟	juanyan
病毒库	bingduku
判断	panduan
凄迷	qimi
病魔	bingmo
养廉	yanglian
靖康	jingkang
病害	binghai
卷宗	juanzong
判定	panding
养家	yangjia
美军	meijun
叛军	panjun
判官	panguan
美容	meirong
半空	bankong
美空	meikong
美神	meishen
美错	meicuo
美色	meise
病危	bingwei
凄然	qiran
半角	banjiao
盖印	gaiyin
叛逃	pantao
美钞	meichao
半句	banju
半岛	bandao
美金	meijin
养猪	yangzhu
养猫	yangmao
拳皇	quanhuang
病后	binghou
美的	meidi
美白	meibai
养护	yanghu
半杯	banbei
半票	banpiao
卷材	juancai
盖楼	gailou
盖板	gaiban
美梦	meimeng
凄楚	qichu
美林	meilin
美格	meige
病根	binggen
美术	meishu
拳术	quanshu
半径	banjing
叛乱	panluan
美德	meide
叛徒	pantu
半年	bannian
养生	yangsheng
半生	bansheng
美制	meizhi
闰年	runnian
判处	panchu
闰秒	runmiao
半身	banshen
卷筒	juantong
美称	meicheng
美差	meichai
叛逆	panni
病痛	bingtong
拳头	quantou
盖头	gaitou
症状	zhengzhuang
养病	yangbing
病症	bingzheng
盖章	gaizhang
美意	meiyi
半音	banyin
判决	panjue
养颜	yangyan
半道	bandao
凄凉	qiliang
羔羊	gaoyang
美好	meihao
誊录	tenglu
病退	bingtui
美女	meinv
养女	yangnv
疾恶如仇	jieruchou
新一代	xinyidai
病愈	bingyu
半个	bange
症候	zhenghou
半仙	banxian
病假	bingjia
养父	yangfu
凄风	qifeng
阎王爷	yanwangye
美体	meiti
善与人交	shanyurenjiao
半分	banfen
养分	yangfen
美分	meifen
美人	meiren
养人	yangren
美食	meishi
卷绕	juanrao
症结	zhengjie
养母	yangmu
半张	banzhang
病弱	bingruo
养育	yangyu
美育	meiyu
判读	pandu
病房	bingfang
判词	panci
眷恋	juanlian
病变	bingbian
叛变	panbian
美谈	meitan
盖州	gaizhou
美帝	meidi
券商	quanshang
羞与为伍	xiuyuweiwu
美文	meiwen
美言	meiyan
姜文	jiangwen
着落	zhuoluo
痱子	feizi
着陆	zhuolu
单眼皮	danyanpi
站队	zhandui
站台	zhantai
丫鬟	yahuan
立此存照	licicunzhao
着力	zhuoli
着地	zhaodi
站场	zhanchang
站到	zhandao
丫环	yahuan
前些天	qianxietian
站点	zhandian
着眼	zhuoyan
着哩	zheli
养虎遗患	yanghuyihuan
着呢	zhene
着墨	zhuomo
北卡罗来纳	beikaluolaina
站岗	zhangang
站内	zhannei
着慌	zhaohuang
着火	zhaohuo
着迷	zhaomi
着魔	zhaomo
闭目塞听	bimuseting|bimusaiting
着实	zhuoshi
着色	zhuose
差点儿	chadianer
送旧迎新	songjiuyingxin
着急	zhaoji
站撸	zhanlu
着手	zhuoshou
丫杈	yacha
站票	zhanpiao
着想	zhuoxiang
站相	zhanxiang
站桩	zhanzhuang
冷眼相待	lengyanxiangdai
站长	zhanzhang
着笔	zhuobi
站街	zhanjie
着重	zhuozhong
站牌	zhanpai
首战告捷	shouzhangaojie
丫头	yatou
装点门面	zhuangdianmenmian
站前	zhanqian
着装	zhuozhuang
闭目养神	bimuyangshen
站姿	zhanzi
站立	zhanli
着凉	zhaoliang
站住	zhanzhu
冷眼旁观	lengyanpangguan
养虎为患	yanghuweihuan
着调	zhaodiao
冰鞋	bingxie
冰蓝	binglan
冰花	binghua
冰茶	bingcha
资治通鉴	zizhitongjian
逆流而上	niliuershang
竭泽而渔	jiezeeryu
冰面	bingmian
阔达	kuoda
斗酒百篇	doujiubaipian
首当其冲	shoudangqichong
冰期	bingqi
新学期	xinxueqi
冰龙	binglong
冰肌	bingji
冰城	bingcheng
冰封	bingfeng
冰雨	bingyu
冰块	bingkuai
冰雹	bingbao
冰霜	bingshuang
冰雾	bingwu
冰雪	bingxue
冰球	bingqiu
背水一战	beishuiyizhan
冰清玉洁	bingqingyujie
冰消瓦解	bingxiaowajie
冰毒	bingdu
阔步	kuobu
冰点	bingdian
斗酒学士	doujiuxueshi
冷清清	lengqingqing
冰水	bingshui
冰河	binghe
冰淇淋	bingqilin
美滋滋	meizizi
冰暴	bingbao
冰晶	bingjing
交流电	jiaoliudian
阔别	kuobie
阔叶	kuoye
冰川	bingchuan
冰岩	bingyan
冰雕	bingdiao
冰山	bingshan
新浪网	xinlangwang
冰峰	bingfeng
冰心	bingxin
冰糖	bingtang
冰床	bingchuang
闪光灯	shanguangdeng
冰寒	binghan
冰室	bingshi
冰宫	binggong
冰窖	bingjiao
冰镇	bingzhen
冰岛	bingdao
奖学金	jiangxuejin
关汉卿	guanhanqing
冰锥	bingzhui
冰柜	binggui
立法权	lifaquan
冰棱	bingleng
新泽西	xinzexi
冰棍	binggun
冰柱	bingzhu
美少年	meishaonian
冰片	bingpian
冰释	bingshi
冰箱	bingxiang
逆水行舟	nishuixingzhou
冰冻	bingdong
冰激凌	bingjiling
北海道	beihaidao
冰冷	bingleng
冰凉	bingliang
冰刀	bingdao
冰袋	bingdai
阔佬	kuolao
普渡众生	puduzhongsheng
冰人	bingren
闪光弹	shanguangdan
门当户对	mendanghudui
交浅言深	jiaoqianyanshen
资深望重	zishenwangzhong|zishenwangchong
章节	zhangjie
音节	yinjie
单项	danxiang
闽菜	mincai
童鞋	tongxie
单薄	danbo
童蒙	tongmeng
音区	yinqu
意匠	yijiang
意蕴	yiyun
单子	danzi
童子	tongzi
间隔	jiange
间隙	jianxi
单孔	dankong
音障	yinzhang
音阶	yinjie
单骑	danqi
音叉	yincha
亲临其境	qinlinqijing
单面	danmian
单页	danye
竟达	jingda
韵达	yunda
意愿	yiyuan
新时期	xinshiqi
韵脚	yunjiao
单县	shanxian
竭力	jieli
单边	danbian
音域	yinyu
郸城	dancheng
首日封	shourifeng
童趣	tongqu
意趣	yiqu
童真	tongzhen
闽南	minnan
赣南	gannan
意志	yizhi
单元	danyuan
意境	yijing
单击	danji
韵致	yunzhi
意表	yibiao
单于	chanyu
单一	danyi
音带	yindai
单列	danlie
音素	yinsu
头晕眼花	touyunyanhua
音频	yinpin
头晕目眩	touyunmuxuan
闪电战	shandianzhan
单眼	danyan
赣江	ganjiang
闽江	minjiang
音波	yinbo
音源	yinyuan
意淫	yiyin
章法	zhangfa
意兴	yixing
韶光	shaoguang
闽清	minqing
癞蛤蟆	laihama
彰明	zhangming
音量	yinliang
单日	danri
癞蛤蟆想吃天鹅肉	laihamaxiangchitianerou
彰显	zhangxian
间歇	jianxie
童星	tongxing
意味	yiwei
韵味	yunwei
单号	danhao
间距	jianju
音响	yinxiang
童男	tongnan
单车	danche
童车	tongche
章回	zhanghui
意思	yisi
意图	yitu
效果图	xiaoguotu
音轨	yingui
单轨	dangui
单曲	danqu
章则	zhangze
韶山	shaoshan
意见	yijian
单层	danceng
间壁	jianbi
韵书	yunshu
单发	danfa
童心	tongxin
音序	yinxu
间断	jianduan
单糖	dantang
意料	yiliao
单数	danshu
阅览室	yuelanshi
音容	yinrong
瘟神	wenshen
单色	danse
音色	yinse
逆时针	nishizhen
章鱼	zhangyu
意外	yiwai
意象	yixiang
单句	danju
章句	zhangju
单名	danming
韶钢	shaogang
单独	dandu
单键	danjian
单反	danfan
音质	yinzhi
单排	danpai
单摆	danbai
单据	danju
交易所	jiaoyisuo
单挑	dantiao
韵白	yunbai
单打	danda
单手	danshou
意气	yiqi
间接	jianjie
单兵	danbing
意指	yizhi
单指	danzhi
单杠	dangang
单极	danji
音标	yinbiao
单本	danben
意想	yixiang
音速	yinsu
单板	danban
六里桥	liuliqiao
单机	danji
赣榆	ganyu
单核	danhe
音长	yinchang
单笔	danbi
单选	danxuan
单靠	dankao
童年	tongnian
单行	danxing
单重	danzhong
章程	zhangcheng
单程	dancheng
单身	danshen
意向	yixiang
单向	danxiang
音乐	yinyue|yinle
音箱	yinxiang
冷暖自知	lengnuanzizhi
尊师重道	zunshizhongdao|zunshichongdao
音律	yinlv
韵律	yunlv
音符	yinfu
童稚	tongzhi
韶关	shaoguan
童装	tongzhuang
瘟病	wenbing
单间	danjian
单单	dandan
音韵	yinyun
音效	yinxiao
瘟疫	wenyi
音准	yinzhun
单门	danmen
单刀	dandao
童女	tongnv
新时代	xinshidai
意会	yihui
单传	danchuan
交易会	jiaoyihui
单侧	dance
闽侯	minhou
音像	yinxiang
单体	danti
单件	danjian
单位	danwei
单价	danjia
单人	danren
意欲	yiyu
韶华	shaohua
意念	yinian
音信	yinxin
意绪	yixu
单纯	danchun
单线	danxian
意旨	yizhi
音强	yinqiang
韵母	yunmu
单张	danzhang
单弦	danxian
间谍	jiandie
音译	yinyi
意译	yiyi
竭诚	jiecheng
童谣	tongyao
音读	yindu
韵语	yunyu
意识	yishi
单调	dandiao
音调	yindiao
单词	danci
单肩	danjian
音讯	yinxun
单恋	danlian
意义	yiyi
将遇良材	jiangyuliangcai
童话	tonghua
赣州	ganzhou
单方	danfang
韵文	yunwen
童言	tongyan
总工	zonggong
冲散	chongsan
部落	buluo
总攻	zonggong
总共	zonggong
半吊子	bandiaozi
闹中取静	naozhongqujing
半路出家	banluchujia
部队	budui
总队	zongdui
总参	zongcan
总能	zongneng
问难	wennan
冲破	chongpo
冲口而出	chongkouerchu
冲压	chongya
美中不足	meizhongbuzu
剖面	poumian
总成	zongcheng
闭口不言	bikoubuyan
冲服	chongfu
冲力	chongli
总办	zongban
总裁	zongcai
冲动	chongdong
总支	zongzhi
竞走	jingzou
冲喜	chongxi
冲过	chongguo
减员增效	jianyuanzengxiao
剖开	poukai
冲击	chongji
冲天	chongtian
总表	zongbiao
竞逐	jingzhu
部下	buxia
总政	zongzheng
总理	zongli
问事	wenshi
兑现	duixian
问责	wenze
总目	zongmu
总督	zongdu
问鼎	wending
总汇	zonghui
痛哭流涕	tongkuliuti
冲淡	chongdan
冲洗	chongxi
意味深长	yiweishenchang
问津	wenjin
冲浪	chonglang
问题	wenti
总是	zongshi
总量	zongliang
冲量	chongliang
闭路电视	biludianshi
总监	zongjian
总览	zonglan
总归	zonggui
况味	kuangwei
问号	wenhao
部署	bushu
新中国	xinzhongguo
问罪	wenzui
交响曲	jiaoxiangqu
总则	zongze
兼听则明偏信则暗	jiantingzemingpianxinzean
兼听则明	jiantingzeming
总账	zongzhang
道路以目	daoluyimu
冲刷	chongshua
总局	zongju
部属	bushu
问心	wenxin
总店	zongdian
冲床	chongchuang
总数	zongshu
竞赛	jingsai
闺中密友	guizhongmiyou
立足之地	lizuzhidi
部室	bushi
总之	zongzhi
总额	zonge
问安	wenan
冲突	chongtu
冲印	chongyin
冲销	chongxiao
冲锋	chongfeng
竞争	jingzheng
竞技	jingji
总后	zonghou
总揽	zonglan
总控	zongkong
兑换	duihuan
总的	zongde
竞拍	jingpai
前呼后拥	qianhuhouyong
冲杀	chongsha
总括	zongkuo
冲撞	chongzhuang
冷嘲热讽	lengchaorefeng
冲模	chongmu
冲顶	chongding
竞标	jingbiao
竞速	jingsu
冲刺	chongci
剖析	pouxi
总机	zongji
部长	buzhang
总长	zongchang
竞秀	jingxiu
总务	zongwu
